	sentence	sentiment
1018	Thala padathaula mattum #NerKondaParvai illa da nijathulayum thala thaan eppavumey geththa solluvrn thala veriyan nu	positive
1019	Gommaala comments box la  intha likes pichai kekuravanga tholla thaaga mudila da saamy	negative
1020	Punch dialogue perula mokka podrengale da	negative
1021	Sanda poddu saavanum  Saavalam saavalam jamaththa	negative
1022	Action king Arjun fans like here	positive
1023	AsuRaa vaa Thalaivaa..... Vaaa MaRaNaMa vaa Thalaivaa...	positive
1024	Marana Mass..  Love u Superstar..	positive
1025	Naan chinnappo velayaduna. Video game polave iruku	neutral
1026	Padipu vachi vayabaram panravn illa padikuravana vacchu viyabaram panravn semma dailogue	positive
1027	I love you Chiyaan vikram anna	positive
1028	The long wait is over. Thalaivaaaaaa! !	negative
1029	Mankatha la start panni nerkonda parvai varaikum solt and pepper get up	positive
1030	I think kanithan story konjam varuthu anyway movie nalla vantha sari	positive
1031	Sel muruga , rangaraj pandey nee ena panitu iruka	positive
1032	Ingaiyum comment aah paakka vantha vanga hit like	positive
1033	Looks like remake of pink movie	positive
1034	Epdi pakkanum nu aaaa patomo.. apdi iruku.. waiting thalaivaaa	positive
1035	Telugu movie Srihari Sree Maha Lakshmi Remake	negative
1036	Indha pongaluku marana kaatu katrom vaa thalaivaaaa...	positive
1037	Vetrimaran sir Madurai (DT) Chennai (DT) ippa nellai (DT) ka	positive
1038	படு கேவலம் trailer... Ino evlo Kathuva.. Enna kathunalum padam odathu	positive
1039	Ultimate scene at 0.55 second ... agree?	negative
1040	Enna ga neenga ipadi pani vachu tinking  MARANA MASSSSS RAJNI MANIA STARTS ......	positive
1041	Chinna kolandha paakra padam naa 3d la vitruklam  Neraya collection aavathu varum	positive
1042	Oruthanavadhu trailer epudi irukunnu solranna paru...  Trailer	negative
1043	paaka thana pora indha kaali yoda aatatha!	positive
1044	Semma Marana Masss Trailer, goosebumps guaranteed	neutral
1045	68 age la nee kalakura thaliva super star na summa va	positive
1046	தல டா தல mass thala va thala	positive
1047	What a man...!!ungaluku inum vayasey aagala	positive
1048	Thala mass vera level trailer Thala Vaazhga sema dialogue awesome	positive
1049	Thala  semaa  mass  gethu  india no.2 trending	positive
1050	You kena tunggu lebih lama lagi untuk tahu saya !! Ppahhhh...only for malaysians !!	positive
1051	Nerkonda paarvai semma movie Thala pinnitaaru    Ini Thala60 High budget Action movie Therika poguthu	positive
1052	Trailer verithanam kandipa nan fdfs dhan	neutral
1053	kataram kondan movie ku marana weighting thalaiva...	positive
1054	Super o super thalaiva...... Ella scene num Mass thailaiva,Neenga eppavume style King thalaivaaaa.Super star  Rajini na Massss....	positive
1055	Dailog keka keka... Veri agudu...., can't wait to watch THALA on big screen...	positive
1056	Semma.. Kozhantha moonji character lllena.. innum mass ahh erunthurukum..	neutral
1057	Thala Fire Fans  like here	positive
1058	Enaku kabaali trailer pakra madhiriye iruku🤔🤔🤔🤔	positive
1059	Mas masss but foringn la la shooting edukringa aana angayu duke bike use panraga  vera bike use panirukalame...🤔🤔	neutral
1060	Thala always great I m marana waiting	positive
1061	En kadavalae Thalaivaree waiting for ur darisanam from Karnataka ..	positive
1062	Mokka pathi vijay looose thevidiya vijay	negative
1063	Intha padai pothumaa..? Innum konjam venumaa?  Me= nee thirunthavea maattiyaadaa.,	positive
1064	What did you say....? THALA VERITHANAM	positive
1065	Apdilam nadakathu nadaka kudathuvera lvl thala	positive
1066	Will hit 6m today.. Thalaivare ellarayum cinemala pudikum but ungala real life la pudikum...	positive
1067	Ayyo..alluthu.... Naan chinna vayasula epdi yosuchano adha apdiye patha maari irukku	negative
1068	Congrats vikaram sir behalf thala fans	positive
1069	Idhu Malayalam la mamooty Padam Maari iruke!	negative
1070	0:18 sakthimaan sticker in school bag	positive
1071	inna pa trailer supera irukku pakalam padam eppdi irukkum nu nalla iruntha santhosham	negative
1072	I am from kerala thala fan	positive
1073	Plz verum vijay sethupathi podathinga  Makkal selvan vijay sethupathi nu podunga	positive
1074	Can't wait to see Feeling #Thalapathy64....Lokesh uuu Nee vaaya vaaya.....Ithey fire oda vaa....	positive
1075	Vidya vox full sex video	neutral
1076	Donea darraavaan dowlathu girraavaan Vandhanda Madhura Karen ‍‍‍‍‍ but Nan chennaila iruken	neutral
1077	I am Kannada Rajnikant movie trailer	positive
1078	enna manusan ya nee  nee nadikanda award unakkuthan  vetty maran sir super  waiting for fdfs	positive
1079	Don’t forget to kill the like button 🤩🤩🤩🤩🤩	negative
1080	Teaser sarkar teaser alavuku pogalaye  nanba y	negative
1081	Udhayanidhi #Manithan Padatha Beat pannu ma ithu  #Nkp	neutral
1082	Looks like remake of pink movie	positive
1083	Yella Vijay padatha seathu Oru Vijay seadhupathy padam adha direct pannunadhu Vijay chandar	negative
1084	Kola Gandula Iruken Padam PakkaSweet Star Enga Super Star	positive
1085	2.0 Vera level   Padam 100 naal  conform	positive
1086	Identiy of Arjun dailogue : aii terikaa	positive
1087	2nd day 2nd show confirm marana mass katala	positive
1088	Coming soon ah apa August 10 Realse illiya	positive
1089	Samuga Parvayil Oru AJITH Padam Varavarkathakkathu	positive
1090	Marana mass,karthik supraj is wonderful job	positive
1091	Vera level rajini  sir mass	positive
1092	NKP likes 725K Today evening kulla 1M likes varum Saaho likes 110k	positive
1093	1:00 - 1:18  My pick	positive
1094	Evanukavathu pontatti kolantha kutty sentiment (viswasam) iruntha apdiyea oodi pooiru...! kola kandu la iruken mavaney kollama vidamaten	positive
1095	Gommala marana kaatu kaatitan trailer la ye	positive
1096	Podu podu podu pottu taakku  Kandippa movie uthikkum	positive
1097	Vijay fans ka final punch or Ajith fans kagavum... Let live	neutral
1098	Superstar fans +arr fans +Akshay Kumar fans+ Shankar fans hit like	positive
1099	Teaser ah Vida vfx semmaya panni irknga	positive
1100	Yappa trailer aah pakkum podhey padam nallarukum pola irukey... am waiting this padam...	positive
1101	Sarkar 5 hours =.1 millions likes	neutral
1102	It's looks like Ramayya vastavayya telugu movie 🤔🤔🤔🤔🤔🤔🤔🤔🤔	neutral
1103	Thala mass Pakka gentleman Ippadi niraye niraye niraye padam pannuvaar. Ethirinke paathitt poyitter	positive
1104	#goosebumping.......intha varusam diwali marana mass than....	positive
1105	Thalivaaa....................marana mass .  ithu Vera level	positive
1106	Sema movie.. yethana murai vendumanaalum pakalam.	positive
1107	epd valanum grathuku utharanum enga manitha kadavul thala da...thala ..thala ..thala	positive
1108	Sk aanna.. mass hero... am waiting	positive
1109	Yuvan BGM semma mass aha irukku...	positive
1110	Marana mass song expect panni disappointed aanavanka like pannunka ..	negative
1111	Kaidhi deepavali this time  verithana padam .....	positive
1112	Tamil cinema industry intha varusam payangara fire aaaa poguthae	negative
1113	Enna irenthalum... Thala naa usure daa	neutral
1114	Inniki target reach panniduvom Nalaiku nammaloda target 11 million views	positive
1115	69 vayasunu sonna yaarum namba maatanga adhan thalaivar	positive
1116	மரண waiting 🤗 🤗 thalaiva  chiyaan vikram	negative
1117	Namma kitta kaadu irrundha vankikuvanuga kaasu irrundha pudikinkeguvanuka padippa mattum than namma kitta irrundhu edukka mudiyathu mass🤔🤔🤔	positive
1118	Kolaverila irukken  mavane kollama udamatten Mass katraaru pa...	positive
1119	ThaLaiva unna adichukka inimelum poranthu yarum Vara porathu illa	positive
1120	Engaluku intha Padam la vena...Dhuruvanatchathiram movie mattum epdiyachum release pannirunga...3 yrs ah antha movie ku thaan waiting..	positive
1121	66k dis  like  but 788 k fans like  Thala da	positive
1122	Best Wishes From MAMMOOTTY FANS KERALA	neutral
1123	neenga enatan dislike pananum..  super star tan no1. petta parak	neutral
1124	5 hoursku Munnadi announcement panni endha oru promotion illama trailer release aairuku	positive
1125	""" All the best SK anna  """"HERO"""" vetri pera vazhthukkal"""	positive
1126	Its Ajith Kumar VS Rangaraj Pandey	positive
1127	Yaarellam video pakkurathk munnadiye like button click pannuninga	positive
1128	YOUTUBE: IAM hanging on thala trailer PEOPLE: ethu Ku thaa nanga soinum thala fans keta venanuu🤩🤩🤩🤣🤣🤣🤣	positive
1129	Ayyayoo Suri innum sami2 singam3 Mari comedy panraare	negative
1130	Ennada nadakuthu.. Inga.. Onnum puriyala.. But semaya iruku	neutral
1131	Evanume thalaivar kitta  nerunga midiyathu ds	positive
1132	I am thalapathy fan . Trailer nalla irukku padam hit aaga vaazuthukkal.thala acting super	positive
1133	0:58 Pakarathukku Chinna payan madhiri style la erukinga	negative
1134	Thala is back thala una menja alaa illa thala I love you thala	positive
1135	vakil vandu (Gundu) Murugan in pink Remake	positive
1136	Thalapathy 64 pakkkaaa heavy masss tha	negative
1137	Nerkonda parvai vetri pera vazthukal by nadippin nayagan surya fan	positive
1138	Last dialogue for petta viswasam problem🤔🤔🤔🤔	neutral
1139	Epdiyum padam odadhu manasulla periya Batman nu  nenapu	neutral
1140	#Lokeshkanagaraj Annen Marana Waiting For #Thalapathy64...	positive
1141	1M likesoda indha trailer SARKARa beat pannumnu sollravanga mattum....... just hit the LIKE	positive
1142	Mass thalaivar and karthik subaraj Vera level movie sure	positive
1143	Eduthu vainga da adutha national award ah!!	positive
1144	Omg iam seeing rajini sir as a cute kid.Sir u r amazing god bless u.	positive
1145	I love you sir. I'm big fan for you.	positive
1146	Abiya oh thala kudava nadichurukka kadavule abi alugachi	positive
1147	Ippo enna panna porom sweet saapda porom	negative
1148	Final sk still real super hero mari iruku...  mass...	neutral
1149	Thalapathi meela ulla viswasathala yen thalaiya asingga paduthuringga	neutral
1150	Naa paathuten da.. 40th view da... Oooooo.. Vera level	positive
1151	Vera level trailer I have goosebumps	positive
1152	Yov  GV Prakash nee music mattu poduya,,,bgm	positive
1153	69 vayasula avaroda stylea parrungada we love u thalaiva	positive
1154	Vikram sir ithupola nalla kathaium konda padama nadinga ungala Hero va tha Nanga pakkanum All tha best Anna Vikram	positive
1155	Thala Vera 11....Movie Vantha Odane Semmaya Darisanam Panna vendiyathuthan...Vishwasam 7 Times Paathen...NKP ah Epdiyu 10 Times paathuruven	positive
1156	2,,0. Vasikaran. Wow baties Semaeami	positive
1157	Hey it’s look like remake of HIndi PINK movie !!!	positive
1158	Directorkuu ooo podu education pathi massaana karuthu polaa Vera level trailer	positive
1159	Vera 11  thala.....i lv u	positive
1160	Intha thalaivare thaan makkal pakkanomn ninachath	positive
1161	Minimum 50m viewa vara veppoma all thala fans	positive
1162	Anba sonna pariyerum Perumal  verithanam ha sonna aasuran	positive
1163	Me Marvel fan to Vjs: nee enna venalum sollu nee engLuku edhiri dhanda	negative
1164	Bigil thalapathy da  ...........             aamaiyan gala	positive
1165	1 million likes varum solravangala  Like panunga	positive
1166	Dai ennada wow solla varthaiye illa	positive
1167	His getup is looking like jaguar movie hero getup ( mask and body language )	neutral
1168	Itha ya unmayana veri thanaam Saavarthunalu sanda potu saavanu	positive
1169	Indha padathoda trailer eh indha level la irukkunna apa thalapathy 64 padathoda trailer	negative
1170	Neraya Neraya Neraya... Marana Mass Thala	positive
1171	Thala yoda last dialog sema mass Vera level nu soldravanga oru like pannunga	positive
1172	Mind it Love u rajani sir Love u akshay sir	positive
1173	Is it pink Hindi movies remake ?	positive
1174	831k likes  76k comments  14 million views night kulla vandhudum super	positive
1175	Padam 4 time pathavanga hit like	positive
1176	Gvp vaada chellam nee ippo dhaan form ku vandhu irukka	positive
1177	Thal nee vera level nee vaa thala	positive
1178	Vetrimaran padatha patha saathi adakumurai innum iruka mari katuvan. Dont support him	negative
1179	1.35 bgm pinneyum pinneyum Kannan thunnum	positive
1180	Thala tharisanam   yeppavum top 🥰 🥰	positive
1181	video va unlyk panravangellam avarooda hardwork aa kjm yosichu parungoo summa unlyk panatheemga	positive
1182	THalaiva pink ah Vida Vera level....	positive
1183	Dislike pnrathu thooku dhura fans ah thaa iruppanunga	positive
1184	Sema mass hero in tamil nadu	positive
1185	Vikram yogithaye aaa pathi Valaipaechu laaa kettu shock agi inimey ivan padatha pakakoodathu nu nenachavanga yaravadhu irukeengalaaa...	negative
1186	sotta paya  nadicha padam peeta	negative
1187	Neraya Neraya Neraya  Neraya Neraya Neraya Neraya Neraya likes varum	positive
1188	Kajal  Fans Subscribe	positive
1189	Intha Maari neraiya neraiya neraiya neraiya neraiya Padam venum	positive
1190	Ena thidirunu Trending list LA varuthu	positive
1191	Thala massss nee vaa thala semma verithanam	positive
1192	Hero nu solitu mugamoodi part2 eduthu vachirukanunga	positive
1193	Ayyyoo thala pindriye thala.... Vera level dharisanan thala	positive
1194	Dislike pannavan lam kandippa vigay tevudia paiyan fans thaa	negative
1195	Thala samma thala last sonna vusayam	positive
1196	Appadiyellam nadakkadu nadakka koodadu THALA THALA THALA GOOSEBUMPS	positive
1197	Last end. Carddd. Semaaa.    Kathukongaa. Fanssss	positive
1198	pakka mass sirapana tharamana sambavam irukum pola	positive
1199	Sathiyama ipdi irukkum nu Nenachu pakkaa Vera level....🤗	positive
1200	Sakthi man maari super hero ava poran naa chinna vaiysulayea engha miss kita sollitan...appavyea edhu ellam onnum illa...	positive
1201	Vikram fans from Karnataka?  E comment like maadi	positive
1202	Yov Karthik subburaj ennaya ipudi eduthiruka, tharamana sambavam ya, super ya. Marana maaaaaaaaaaasssss	positive
1203	Movie sema ... Trailer views vera level speed eguruthu	positive
1204	Chiyan vikram=class + mass kadaram kondan	positive
1205	Kaipulla Vijay Twitter la Trending agudhu	positive
1206	2.0 trailer semma semma semma semma Mass Mass	positive
1207	Pongal ku tharamaana sirapaana sambavam irukku	positive
1208	Mass trailer.... lokesh kanagaraj u prove it.... karthi acting super	positive
1209	Dis like pannuna anaithu muthevingalukum nandri	positive
1210	Last line THALA THALAPATHY FAN FIGHT DIALOGUESYNC1:55	positive
1211	Maranam Mass maranam Tha Athuku Avanthan poranthu varanum   Viswasam Right Now 🤐	positive
1212	Yov enna BGM da. Ipdi verithanama iruku	positive
1213	Ada kodumaiyae bomma padama ithuku edhu 2.o.......kochadaiyan 2 nu vechurukalam	negative
1214	Tamil thirayulagil ippadi oru padaippa perumai padugiren  tamilanaga iruppatai	negative
1215	Iyaiyo  ithu  nalla irukke....	positive
1216	Thalaivaaa va thalaiva. .. Vaa thalaiva........	positive
1217	Remake movie amitabh bachan movie pink	positive
1218	Ayyoooooooooo Thalaivaaaa.. Love you Soooooooo much..	positive
1219	Hollywood padam paakaravaga endha padadha impress pannadhu ninaikukiraen	positive
1220	Marana Mass......Podu thakida thakida......Siva anna Chumm killi🤗	neutral
1221	Ina pa like low va iruku	negative
1222	En chlkutyy anna paruthiveeran karthi  I'm a THALA VERIYAN BT i like karthi anna	positive
1223	enna oru mass lokku thalai ku	positive
1224	Dei ennada voice MGR mathiri irruku grandpa	negative
1225	Any  Makkal Selvan Vijay Sethuapthi fans🤘🤘🤘	positive
1226	Endha trailer Ajith ah close parunga kanna avlo sharp ah paparu and kanna simitta kuda mataru yarula note paninga	neutral
1227	Maaaasssssssssss OF Dhanuuuussssshhhhh fire Music	positive
1228	Truely rajini sir look like young boy	positive
1229	kole gandule irruken mavane kolleme vidde maten!!!    Semma dialogue	positive
1230	2.5k dislikes.... O .....a yaruda neegala	positive
1231	Ajith da mass fanz like podunga	positive
1232	Oruthar mela neega #Viswasam kaaturathukaaga innoruthara yen neega asinga paduthuriga..  from Srilanka  Thala Fan	neutral
1233	after longtime i am watch my dear thala(apudi ellam nadakathu nadakka vittta maten...)	positive
1234	younger look ,superstar Rajni sir, ..!!	positive
1235	Padipa matum eduthuka mudiyathu  Vera level deliver....	positive
1236	31K for 800k likes thala fans????	positive
1237	Namaku eppayum bigill trailer than masss	neutral
1238	Sema trailer paakum podhe oru madhiri aaguthu blackbuster	positive
1239	Vechu senjutinga thalaiva ... Padam marana mass. Kandipa innoru vaati pakkanum	neutral
1240	Niriya niriya  niriya  views like s irukku thala unakku    Love you so much AK king	positive
1241	Release in Telugu SK Anna fans telugu	positive
1242	Vellai karan + mugamudi = hero	negative
1243	THALA always masss.. Ippo sollava venum Y1 music vera level ah irukkum...	positive
1244	Super  thala massss mass  massss	positive
1245	Padippu irutntha evanalyum onnum pudunga mudiyathu mass.	positive
1246	sema but aniruth music sumara irukku ,,,yuvan best ah oottruparu ,,,	neutral
1247	the king chiyaan only	positive
1248	Teaser unmailaye nalla irukkunu solravanga yaru?	positive
1249	Kaithi verithanamlast dialogue ...saavuratha erunthalum sanda poittu saganum  sir..bayanthu  kala vilunthu saga kudathu	positive
1250	Thalapathy fan ....paravale ..... expectations alavuku elle ....	positive
1251	Adchi Oda vidu ellarayum orama nadandhu varareda enga thala veerama  thala bloods hit like her	positive
1252	Viswasam Penkolanthainga valarppu pathi pesnaar, NKP-la pengal vankodumaipathi pesrar Aaga Pengalukkaga Pesa Thala irukkar Vaalthukkal mattrum Nandrigal. Pengal vaalattum.	neutral
1253	Enga thala ya onnum panna mudiyalala	positive
1254	Marana kaatu!!! Marana mass!!!  !!! Paar ra kali oda kamaal ah...  Style maa!!!	positive
1255	Sirapana tharamana sambavatha inimea than pakka pora Marana  waiting	positive
1256	Intha padam vantha piragu yellarum Thala ya kondaduvanga	positive
1257	Padipa Mattum Namma Kitta irunthu eduthukave mudiyathu	positive
1258	super hit aganam rajini sir back	positive
1259	SK: Super Hero'lam kidaiyathunga... Verum comedy hero mattum thanga...	negative
1260	BGM oda beats resembling kath theme beats.. But idhula paaka nalla dhan irukku	negative
1261	Vayasana kalathula yan ippidi... Anirudh sng only nice...	neutral
1262	Vijay Sethupathi ku action set aagadhu..paapom...	neutral
1263	thalabathi fan da ana thala da	positive
1264	Oooo Petta parak .. By Surya Anna fans	positive
1265	Ivana epdi pathalum comedyathan irukku.. Enamo ponga da	neutral
1266	Background music Veritanama iruku G V.Prakash na	positive
1267	Raashi  Is so cute  and vj mass ji ...	positive
1268	Hindi fan but still here hit like	positive
1269	Wow..... Vera leval marana mass.... Thalaiva.....	positive
1270	Padipu matum dha evanalayum namakita irndhu eduthuka mudyadhu .....indha Oru dialogue podhum padam worth nu thonudhu	positive
1271	Kaithi movie kand trailer kaanunna malayalikal adi like ...  Vere level movie	negative
1272	Looks like an interesting movie !!	positive
1273	Sirapana tharamana sambavangala eni metha pakka poraa......1:24	positive
1274	Enda ivvlo naal ithathan vechi ottikitu irunthengala.. Padam semaya odum ponga 🤣🤣	positive
1275	Petta film dub to kannada version release in karnataka	positive
1276	& Naren Press Meet At Palakkad (Kaithi Release)	neutral
1277	ENPT paka mudiyadhavanga idha pathu manasa thethikonga	positive
1278	Vara level sathyamaaaaaaa.....indian cinemaaa vera level	neutral
1279	Ayioooo mudela da punda yanna detu padom purela da 🤔🤔	negative
1280	Padippa mattum nammakitta irunthu eduthukka mudiyathu🤩🤩	positive
1281	Padam paathathaa puriyum ana thala thala thaan pa,	positive
1282	5 HRS 4.1M views. Thalaivaa Semma mass	positive
1283	Young Thalaivar is back with a baaang. Marana waiting	positive
1284	Wow thalaiyoda eyes oru idathla kooda, oru chinna asaivu kooda illa. Sema sharp	positive
1285	Dailyum trailer paka varavanga like panuga	positive
1286	na ivolo nal itha கைத்தி nu la padichutu irunthen	positive
1287	Thala daw.	positive
1288	Innum ethana naalaikku idhaeee getup thala semmma boring	positive
1289	Vera lvl..... Thalai  aiii saranam.......	neutral
1290	Mr.D ne oru varam ya Tamil cinema ku....innum neraya Nalla padam pannunga...🤩🤩	positive
1291	Semma mass Sk action king Arjun Abhay deol	neutral
1292	Solra pola la onum ila...Average tan trailer	negative
1293	Siva n.a. u r really  awesome	positive
1294	i am waiting for hadaram kondaan 🦁🦁	positive
1295	To 14k unlikers orutharmela viswasam kaatrathuku eathuku inoruthara asinga paduthuringa	positive
1296	Poladhavan and adukalam and vittri maran asuran like me	positive
1297	Neraya neraya pudiche iruku  ajith sir acting	positive
1298	Ena da inagyum mimicry ah .	positive
1299	Songslam semmaiyaa irunthichu. Thalapathy fans saarbaaha padam vetri pera vaalthukkal	positive
1300	Only bigil🤩..... Kaithi ?ethu enna trailer?	positive
1301	nkp trailer ah 500 thadavaiku male parthavanga oru like podunga	positive
1302	Kathi bgm o ending la 🤔	negative
1303	rajini sir super & vijay Sethupathi sir waiting	neutral
1304	That Bgm is lit... Marana waiting thalaivaaaaa	positive
1305	Vijay sethupathi  anna masssss massssss..... i like vijay anna and vijay sethupathi anna....... like here	positive
1306	450 kodi kuduthu Cartoon panrathuku pathila 1 lakhs la Tom and Jerry edukalame	negative
1307	440K LIKES IN 2 1/2 HOURS	positive
1308	Vjs mass avalo than solrathuku onnum ila	negative
1309	Pink movie apdiye kannu munnadi varuthu..!	positive
1310	Handsome ever vikram  Agree hit like	positive
1311	Ànbea peranbea song vidranga Vikram son teaser vedraga ana trending thala than pure mass	neutral
1312	Apdi ellam nadakaathu.nadakavum koodathu...mass thala...justice for victims	positive
1313	Kujay Kunjikal...already 3 Days Still Trending in Malaysia	positive
1314	17 Million views kaga  wait panravanga like pannunga	positive
1315	1:30 the la vara dialogue mass	positive
1316	BGM engayeo ketta mathiri irruku 🤔🤔🤔🤔	positive
1317	""" Trailer paakkum pothu vikram nadicha """"thool"""" movie story maathiri irukku..!! 🤔 🤔"""	neutral
1318	vera level mass frds! head phone potu ketu paaruga!	positive
1319	trailer dra perula padathayea kaatita epdiiiii	positive
1320	20 times mela paathavanga like pannunga	negative
1321	Ipdi naeraiya naeraiya nariya veri earudhae🤗🤗🤗🤗	positive
1322	Last Dialogue = Ennada Trailer layeh indha maari Dialogue vecha unna asinga padutha maatom nu nenaikariya daa aama.....	neutral
1323	Rest in peace Dislikers.... Ungalukkulaam entha padamthaa pudikkum. Ke*** koo pasangala...	negative
1324	Remake of Hindi movie pink.good one.	positive
1325	Anybody here after Dhruv vikram varma trailer...	positive
1326	Hindi me full movie rielij Karu	positive
1327	Namaku thevaianatha nammathan adichu vanganumadichu vangunga	positive
1328	Thoothukudi Karen irrukira varaikum intha padam oodathu. Engala pathu samuga virothinu sonilla. Athu yabakam irrugu.	negative
1329	Iraivi mercury lam kan munnadi vanthuta poguthu	negative
1330	Appaadi final a trend aachuPETTA PARAAK	positive
1331	Comment padikkamma poi first like pottu tu vanga boss	positive
1332	Mairu mari iruku trailer, idhuku teaser thevalam.	positive
1333	Oruthar mela neenga viswasam katrathukaga innoruthara yen asingam paduthuringa by thala Ithu ovvoru thala and thalapathy fan kum therinjurukanum	neutral
1334	Superb thala... By thalapathy fan... Naraya naraya naraya... Vera vera vera 2um sink agudhu....	positive
1335	Otha ...sama thala ....  3D   Maradi v2nga	positive
1336	Original : pink Copy : Nerkonda paarvai	positive
1337	Over scene illa mokka trailer	neutral
1338	Neriya neriya neriya neriyanadaka koodathuu... tha bgm	positive
1339	Rompa nallukku apro kojam kurumpa pakka porom thalaivara	positive
1340	Thalaivaaaaaaa  marana Mass 🤗 waiting for petta kaali	positive
1341	எல்லாம் அவன் செயல்....copy paste but different content.....	negative
1342	Dislike pottavan lam kaandu pudicha kannutheriyatha  pu*****ga..	negative
1343	Vijay oru potta enga thala than gethu	neutral
1344	intha mokka hero ku.  action king ah..... ayyo  enna kodumai sir........... hero nu title vere	negative
1345	Vere level Anna from telugu fan	positive
1346	Thala fans like potu tu poge	positive
1347	This is not rajini petta vijaysethupathi....parak makkal selvan on fire	neutral
1348	Marana mass thalivaa we are waiting	positive
1349	I'm from punjab just lv u karthi	positive
1350	I I yo Ethu Nalla Erukke	positive
1351	I am waiting thala marna mass	positive
1352	dislike pannavangalai cut draweroda adichi anupunum...	negative
1353	Mass movie la entay la Blockbuster	positive
1354	Thala mass Dialogue  Therika vidalama madri padam irukum solravanga mattum like podunga	positive
1355	800k likes kuda varala Ithula evanga 2M likes kilikurangalam aamaiyans	positive
1356	Adei nalla remake(copy) pandra da Thala illa thatha	positive
1357	Padathula Vara dialogue Yara pathi pesuraga endrathu mukkiyam i'lla yaru pesuraga  endrathu than mukiyam	positive
1358	Sema trailer bgm super eruka  Iam waiting  pongal  petta pakam 🤩🤩	positive
1359	We all want Yuvan sir bgms	positive
1360	MAGAMUNI ASURAN varisaiyil KAITHI yum semma Hit agumnu nenaikiraen	positive
1361	Yenna da idhu... Thalaivar ku views illa... Likes um illa....... Cha	neutral
1362	Viswasatha kaatrathuku  innorthangala yean  asingapaduthuringa.... inimel thala fans yarum asingapaduthamatanganu nenaikuren... naanum thala fan than	neutral
1363	Thalaivaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaa we r waiting for you	positive
1364	Thalaivar + Makkal Selvan marana maaass combo	positive
1365	Vera level trailer love u rajini sir and super karthik subbaraj	positive
1366	sema ya iruku thala thala than...I love you thala	positive
1367	Ipdi neraya neraya neraya love you THALA..!!	positive
1368	What did you say Meera Krishnan? What did you tell him? Goosebumps!	positive
1369	Dei ennada views ah pause panni vachu irukkeenga	positive
1370	Nkp trailer  ellam aven seyal movie Matiri  eriku	negative
1371	wow Amazing Super        my like 1000M	positive
1372	His look like so manly சியான் again	positive
1373	Semma finally meesai ya murukkikittu Madurai getup semma thoranai thalaiva waiting	positive
1374	Maass Dialogue 'Kola Gaandule Irukken' & that Pistol twisting scene.. Awesome...	positive
1375	Super mass  thala da ...	positive
1376	Thala haters lam orama poi kathurunga da pundaikala	negative
1377	2:00  Appo saithyama nee kadayadhu	positive
1378	Super i love my super comic star rajini	positive
1379	How wants part 2 kaidi movie like me fast	positive
1380	Adangappa....dei....idhu Dharmadhurai, Raajathi Raja Rajini daaaaaa .....wwwwowwwww	positive
1381	Vijay sethupathi neenga VIJAY Illa vijay sethupathiyave pannunga.Vijay trend ungalukku set agadhu.	negative
1382	Oruthar mela neenga viswasatha katrathu kaga inooruthara ennn aseenga padutheerenga..	positive
1383	Ennada mersal teaser likes kooda varla but thala massLuv ajith sir Hate ajith fans	positive
1384	Oruthar mela Viswasam katrudhukaga innoruthara en asinga paduthringa... Mass Thala.. Purinjavanga purinjikonga	positive
1385	Inda padathukku peyar mathanumna enna veppinga🤔	positive
1386	Intha like pannunga nu solravana pathale irritate aguthunu solravanla like pannitu pongada	positive
1387	Flamboyant Look - Superstar Rajnikanth	positive
1388	GV Sir BGM Bayangaram Vera Level Sir	positive
1389	Money money money money money....  Now..  Neraya neraya neraya neraya...  Thala vera level	positive
1390	SUPER STAR na athu RAJINI.....MASSSSSSSSSSSSS THALAIVAAAAAAA	positive
1391	Kola massss trailor vera leval thalaivar	positive
1392	yen thalaiva nee vaazgha pallaandu..... Petta paraagh....	positive
1393	orutar mela wiswasatta katturazukk aaga vendi ean innorutara asing padutureenga .... inda dialog moviela semma hit aakum........	positive
1394	Sema,  but diwalikku thalapathy movie varuthu	neutral
1395	All kerala chiyaan fans like here	positive
1396	Promotion sun pictures maathiri pannunga sir appathan ellarukum reach aagum	positive
1397	Super Super    dhool  dhool Ma	positive
1398	90s rajini fans ...... hit like	positive
1399	Idhuku munadi ivlo alaga rajniya pathrukoma	positive
1400	Average solra alavuku trailer illa naan romba ethir paarten old dialogues repeated.	positive
1401	Teaser a pathu kalaichavalaa padatha pathu azha poranuga	neutral
1402	mersal ayuten thala thala than sema acting you lying you lying you lying dialouge sema sema sema	positive
1403	100 times I am 18age rajini vareyan	negative
1404	No 2 trending after 3 days	positive
1405	Oruthar mela neenga visuvasam katrathukaga inoruthara yen asinga paduthuringa ...dialogue nice	positive
1406	Vera level Thalaiva marana waiting  Petta movie seekiram VA thalaiva,🤩	positive
1407	Padatha ippove pakanum pola thonuravanga like podunga	positive
1408	AKSHAY IS KING OF BOLLYWOOD	positive
1409	Dailyum pakkama irukka mdiyala ...Thala 🤗	positive
1410	Mass thala  marana  mass	positive
1411	Romba super Rajini style full trailer excellent hits super duper hit movie	positive
