	Unnamed: 0	sentence	sentiment	transliteration	translation
719	719	Next Super star    - Vijay Fan	positive	நெக்ஸ்ட் ஸுபர் ஸ்டார்     விஜய பன்	Next Superstar Vijaya Pan
720	720	2million likes fans ready  fans	positive	2மில்லியன் லீக்ஸ் பன்ஸ் ரெடி  பன்ஸ்	2Million Leagues Buns Ready Buns
721	721	Siva anna semma bathil adi. Congratulations	neutral	ஸீவா அந்நா செம்மா பாதீல ஆதி காங்ரதுலாஷன்ஸ்	Siva Anna Semma Patila Aadi Congratulations
722	722	Ayyo pavam 1million like kuda varala aamayans etha vetchu muttu kodupan	negative	அய்யோ பாவம 1மில்லியன் லைக் குடா வரலா ஆமாயன் ஏதா வேத்சு முத்து கோடுபந	Ayo Bhavama 1 Million Like Kuta Varala Aamayan Etha Vedsu Muthu Gotupana
723	723	chinta mani kola case  Remake	negative	சிம்தா மணி கோலா கேஸ  ரேமாம்க்	SIMTHA MANI KOLA KESA REMAMC
724	724	Oru vela PowerPaandi 2 vaa irukumoo🤔🤔  Trailer mass pannitaanga...  Petta vs Viswaasam	positive	ஓரு வேலா பவர்பாண்டி 2 வா இருகுமூ  ட்ரைலேர் மாஸ் பந்நீதாங்கா  பெட்டா வ்ஸ் விஸ்வஆஸம்	Oru Vela Powerpandi 2 Va Irukumoo Trailer Mass Panneetanga Peta Vs Vishwaazam
725	725	Thalaivar Mass Speech Mavana Kola Kandu la Eruka Kolama Vitamata .......	positive	தலைவர மாஸ் ஸ்பீச மவநா கோலா கந்து லா ஏருகா கோலாமா விதமதா 	The leader is mas speesa mawana kola kandhu la eruka kolama vidhamata
726	726	Akshay kumarukku motta Rajendiran dubbing pesirukkaru pola.	positive	அக்ஷய குமாருக்கு மோட்டா ராஜேந்தீரண துப்பிங் பெஸிருக்கரூ போலா	For Akshay Kumar, Motta Rajendeerana Tupping is like Besirukaru
727	727	Vijay sethupathi is always mass.... Avaru kaha vena poi pakalam.... Makkal selvan vijay sethupathi	positive	விஜய ஸேதுபதீ இஸ் ஆழ்வாய் மாஸ் அவரும் கஹா வேநா பாய் பகலம் மக்கல் ஸேல்வான் விஜய ஸேதுபதீ	Vijaya Sethupathi Is Alvai Maas And Kaha Vena Bhai Bagalam Makkal Selvan Vijaya Sethupathi
728	728	Remake movie trailer key.700 k likes therikuthu ....Thala mass Da....	positive	ரேமாம்க் மோவி ட்ரைலேர் கே700 கே லீக்ஸ் தெரிகுது தாலா மாஸ் டா	Remamc Movie Trailer K700 K Leaks Terikudu Thala Mas Da
729	729	Arjun Sarja ,All so Indian Assets	neutral	அர்ஜுன் ஸர்ஜா ஆல் சோ இந்தியன் அச்செட்ஸ்	Arjun Sarja All So Indian Achetes
730	730	Thalaivaaa Sure BB 🤩 Eduthu vainga da national award ah	positive	தலைவா சுரே ப்ப்  எடுது வைங்கா டா நாதீஓநல் அவார்ட் அ	Talaiwa sure pp edutu wainga da natheonal award a
731	731	Ennada action scenelaam vachirukeenga? Thala fan enakke porukala da	positive	என்னாடா ஆக்ஷன் ச்கெனிலாம் வாசிருகிங்கா தாலா பன் ஏநக்கே போருகாலா டா	Ennata action chkenilam wasirukinga tala pan enke porukala da
732	732	Edho solla varaan paa Namma ooruku... Ana ennanu dha therila..	positive	ஏதோ சோலா வராந பா நாம்மா ஊருகு அநா என்னாநும் தா தேரிலா	Edu sola varana pa namma uruku ana ennanum tha terila
733	733	PINK & NKP fans kits like	positive	பிங்க்  ந்க்ப பன்ஸ் கிட லைக்	Pink nkpa buns kita like
734	734	Oruthar mela viswasam katrathukaga inoruthara yen asingapaduthareenga ##Semma	positive	ஓருதார் மேலா விஸ்வஸம் கடராதுகாகா இநோருதாரா யென் அசிம்கபாடுதாரீம்கா செம்மா	Oruthar mela visvasam kataratugaka inoruthara yen asimkapadutareemka semma
735	735	Super duper mega blockbuster. Rajini  & Shankar  rocking. Next Baahubali of Indian cinema.	positive	ஸுபர் டுப்பர் மேகா ப்ளாக்புஸ்டர் ராஜீநீ   ஷங்கர  ராக்கிங் நெக்ஸ்ட் பாஹுபாலி ஆப் இந்தியன் சினிமா	Super Duper Mega Blockbuster Rajini Shankara Rocking Next Baahubali of Indian Cinema
736	736	You kena tunggu lebih lama lagi, untuk tahu saya. Perfect pronunciation  Loves from Malaysia	positive	யூ கெனா துங்க்கு லேபிஹ் லாமா லகீ உன்டுக டாஹு ஸயா பெர்பெக்ட் ப்ரோநும்ன்சியாட்டின்  லோவ்ஸ் கார்ம் மலய்ஸா	U kena tungku labih lama lagi untuka dahu saya perfect pronounciatin lowes carm malaysa
737	737	Thalaiva and makkal selvan combo...waiting daaaaaa..... from vizagggg....	positive	தலைவா அண்ட் மக்கல் ஸேல்வான் கோம்போவைதிங் தா கார்ம் விஸாக	Thaliva and Makkal Selvan Gombowithing Tha Karm as Viz
738	738	Ungalukku jio phone tricks eppadi pannurathu ? Thriyanuma appadina ennoda channel lai subecribe pannuga naanum thala fan	positive	உங்காலுக்கு ஜியோ போன் ட்ரிக்ஸ் இப்படி பன்னுராதும்  த்ரியாநுமா அப்பதினா என்னோடா சான்னெல லாஈ ஸுபெக்ரிப் பன்னுகா நாநும தாலா பன்	Jio phone tricks for ungal like pannuradham triyanuma appatina nnota channela laee supekrip pannuka nanuma tala pan
739	739	1:10 Note : Engineering padicha velai ila	negative	110 நோட  இஞ்சினிரிங் பதிசா வேலாஈ இலா	110 Noda Engineering Padisa Velai Ila
740	740	Intha fan na neenga like podunga   Antha fan na neenga like podunga...nu solravangala nerupula podanumnu solravanga like pannunga	positive	இந்தா பன் நா நீம்கா லைக் போதுங்கா   அந்தா பன் நா நீம்கா லைக் போதுன்கநு ஸோல்ரவம்கலா நெருபுலா போதாநும்மநு ஸோல்ரவங்கா லைக் பன்னுங்கா	Inda pan na neemka like pannunga anta pan na neemka like patankanu zolravamkala nerubula botanummanu zolravanga like pannunga
741	741	Pink ku compare panne idhu oru mokka	positive	பிங்க் கு கம்பாரே பன்ன் இது ஓரு மோக்கா	Pink Ku Gambare Pann This is a mocha
742	742	paaka dha pora intha kaali oda aatadha	positive	பாகா தா போரா இந்தா காலி ஓடா ஆதாதா	Baga da bora inda kali oda aadata
743	743	Mass  asai teejay fans like here	positive	மாஸ்  அஸாஈ தீஜய பன்ஸ் லைக் ஹேரா	Mas asai deejaya buns like hera
744	744	Yar yaaru ipaa comment section laa irukengaa	positive	யார யாரு இபா காமஎண்ட் செக்ஷன் லா இருகேங்கா	Yara yaru iba comand section la irukenga
745	745	Kadaisiyaaa edho sonnaaru.. Adhaaan puriyalai...  Puriyaadhavanga like..	neutral	கட்ய்ஸியா ஏதோ சோன்னஆரு அதாந புரியாலை  புரியாதாவங்கா லைக்	Kataysia Edo sonnaaru adana burialai puriyadavanga like
746	746	Thala mass.innum neraya neraya dilouge mass....	positive	தாலா மசின்னம் நேராயா நேராயா திலோஜ் மாஸ்	Thala Masinnam Neraya Neraya Diloj Mas
747	747	Onum purilla...thalaikaha like and cmnt podan	positive	ஓனம் புரில்லாதலைகாஹா லைக் அண்ட் செண்ட் போதன்	Onam Purutlaikaha Like and Send Bothan
748	748	I am karthik fan marana waiting for kaithi	neutral	இ அம் கார்திக் பன் மராநா வைடிங் பார் கைதீ	E Am Karthik Pan Marana Widening Par Kaithee
749	749	HIGHEST KOLLYWOOD FILM TRAILER  1ST VISWASAM 1.3M LIKES 2ND NERKONDA PAARVAI 721K LIKES	positive	ஹிகெஸ்ட் கொல்லிவுட் பிலிம் ட்ரைலேர்  1ஸ்ட் விஸ்வஸம் 13ம் லீக்ஸ் 2ந்த் நெர்கோண்டா பார்வாஈ 721கே லீக்ஸ்	Highest Kollywood Film Trailer 1st Visvasam 13th Leagues 2nd Nerkonda Parvaee 721k Leagues
750	750	Thala Yuvan combo  enrale Padam super hit dhan	positive	தாலா யுவந கோம்போ  ஏநரல் பதம் ஸுபர் ஹித தந	Thala Yuvana Kombo General Padam Subar Hita Tn
751	751	Blockbuster movie I love Rajini sir	positive	ப்ளாக்புஸ்டர் மோவி இ லவ ராஜீநீ சிர்	Blockbuster Movie E Love Rajini Sir
752	752	2:00 vaseekaran turns into akshay kumar	positive	200 வஷீகரண டர்ன்ஸ் இன்டோ அக்ஷய குமார	200 Vashikaran Turns Into Akshay Kumar
753	753	39 views 8.1k likes 93 dislike....🤣	positive	39 வியஸ் 81கே லீக்ஸ் 93 டிஸ்லிக்	39 Vius 81k Leakes 93 Dislic
754	754	Karthik subburaj MASS katta poringa pola	positive	கார்திக் ஸுப்புராஜ மாஸ் கட்டா போரிங்கா போலா	Karthik Subpuraja mas kata poringa bola
755	755	Aiyoo Movie release date sollunga pa  Veri eruthu  Yaarachu movie rls date sollunga	positive	ஐயூ மோவி ரெலியாஸ் தேதி சோல்ஜங்கா பா  வேரி எருதும்  யாராசு மோவி ர்ல்ஸ் தேதி சோல்ஜங்கா	IU Movie Relias Date Soljanga Pa Vari Erutum Yarasu Movie Rls Date Soljanga
756	756	Release kulla 14 million views avadhu thaanduma THALA bloods	positive	ரெலியாஸ் குல்லா 14 மில்லியன் வியஸ் அவாது தாம்டூமா தாலா ப்ளூட்ஸ்	Relias Gulla 14 Million Vyas Awadu Thamtooma Tala Bluts
757	757	chiyaan rasiganda sema block buster movie	positive	சியாந ரஸீகம்தா சேமா ப்லாக் புஸ்டர் மோவி	Siyana Razigamda Seema Black Buster Movie
758	758	2nd comment!!! Kumaru kokki kumaru vaaa talaivaaaa	positive	2ந்த் காமஎண்ட் குமாரு கோக்கி குமாரு வா தலைவா	2nd Kamaend Kumaru Koki Kumaru Va Talaiwa
759	759	Kola maas katta waiting kerala people.  makkal selva love you baby	positive	கோலா மாஸ் கட்டா வைடிங் கேரளா பெஓபிள்  மக்கல் ஸேல்வா லவ யூ பபி	Cola mas khata whiting kerala people makkal selva love you baby
760	760	Music is damn good sir ...	positive	முஸிக் இஸ் தம்ன் கூத் சிர் 	MUSIC IS TAMN GOOTH SIR
761	761	Dislike pandrathukuney oru kumbal katharitu varum varatum varatum yengaluku views athigam agum	neutral	டிஸ்லிக் பம்த்ராதுகுனி ஓரு கும்பல் கேத்தரது வரும் வரதம வரதம யெங்களுகு வியஸ் அதீகம் அகம்	Dislik pamtrathukuni a gang ketaratu come varadama varadama yengulu vyas atheekam agam
762	762	chiyaan Vikram is Versatile king in Indian cinema	positive	சியாந விக்ரம் இஸ் வெர்சாட்டில் கிங் இன் இந்தியன் சினிமா	Siyana Vikram is the versatile king of Indian cinema
763	763	30k dai next unga teaser varum sethinga da	positive	30கே டை நெக்ஸ்ட் உங்கா டெஸ்ர் வரும் ஸேதிங்கா டா	30k die next unga tesr come zethinga da
764	764	Maranaaaaaa mass trailer. Thalaivar always rocks	positive	மரனா மாஸ் ட்ரைலேர் தலைவர ஆழ்வாய் ராக்ஸ்	Marana Mass Trailer Head Alvay Rocks
765	765	Mass marana mass dhanush Anna love you	positive	மாஸ் மராநா மாஸ் தநுஷ அந்நா லவ யூ	Mas marana mas danusha anna love u
766	766	VIJAy sethu pathi yoda thivara fan na avarkruka tha padam papen	positive	விஜய ஸேது பதி யோதா தீவாரா பன் நா அவர்கரகா தா பதம் பாபேன்	Vijaya sethu pati yoda deevara pan na avarkaraka tha padam papen
767	767	Ella padathaiyum thookki sapdu thalaiva.. indha time sakkara pongal namakuthaan	positive	எல்லா பதாதீயும் தோக்கி ஸப்து தலைவா இந்தா டைம் ஸக்கரா போம்கல் நமாகுதான்	All badadiyum doki saptu thaliva inda time sakara pomkal namakudan
768	768	Vera Level Sirappana Sambavam Erukku Pongaluku!!!!	positive	வேரா லேவேல ஸிரப்பநா ஸம்பவம எருக்கு போங்கலுகு	Vera levela sirappana sambavama eruku pongaluku
769	769	need combination of thala mohanlal or pavan kalyan	neutral	நீத் கோம்பினாஷன் ஆப் தாலா மோஹன்லால ஓர் பாவந கல்யாண	Neat combination of Thala Mohanlal is a bhavana kalyana
770	770	Dhanush paiyanukkaga poradra padama irukkum nu nenaikran	positive	தநுஷ பையாநுக்காகா போரட்ரா படாமா இருக்கம் நு நேநைக்ராந	Danusha bhaiyanukka poratra padama iktam nu nenaikrana
771	771	Naan vandhate solle tirungu vandhate yenne	positive	நான் வந்தாதே சோல் திருங்கு வந்தாதே என்ன்	I didn&#39;t come, Sol Thirungu, I didn&#39;t come
772	772	Telugu Pawan Kalyan Fans All the best Rajini sir	positive	தெலுங்கு பவன் கல்யாண பன்ஸ் ஆல் தே பெஸ்ட் ராஜீநீ சிர்	Telugu Pawan Kalyana Buns All The Best Rajini Sir
773	773	Same story same sandaa ..karrr thuuu	negative	ஸமே ஸ்டோரி ஸமே சான்டா கர தூ	Same Story Same Santa Kara Doo
774	774	Thalapathy  fan ah slren Kandippa Bigil padathuku Competition ah irukkum	negative	தலாபதி  பன் அ ஸ்ல்ரேன் கந்திப்பா பிகில் பதாதுகு காம்பெடிட்டின் அ இருக்கம்	Thalapati pan a slren kantippa bigil padatuku competitin a istam
775	775	Trailer aa vida bgm vera level	positive	ட்ரைலேர் ஆ விதா பம் வேரா லேவேல	Trailer ah vidah pum vera levela
776	776	Last dialogue kettuttu poi thooku Matti thongungada🤨	positive	லாஸ்ட் டியாலோகு கெட்டுத்து பாய் தூக்கு மாட்டி தோன்குங்காதா	Don&#39;t spoil the last dialogue
777	777	Lol bigil trailer inum release agula...athukula kaithi n bigil compare panitu irukanga...	positive	லோல் பிகில் ட்ரைலேர் இனம் ரெலியாஸ் அகுலாதுகுலா கைதீ ந பிகில் கம்பாரே பணிதும் இருகாங்கா	Lol bigil trailer inam relias akulathukula kaidee na bigil kambare panithum irukanga
778	778	#Namba thala ajith smoke panni paathirikkuringla ..... Thala maari nalla manasu endha actor Ku varum??? NEVER ....EVER...GIVE..UP...	positive	நம்பா தாலா அஜீத ஸ்மோக் பந்நீ பாதீரீக்குரிங்களா  தாலா மாரீ நல்லா மநஸு ஏம்தா ஆக்டர் கு வரும் நெவர் எவர்ஜிவூப	Namba Thala Ajeetha Smoke Panni Pathirikuringala Thala Maari Nalla Manasu Emta Actor Ku Come Never Everjiwoopa
779	779	2.0   TOH    ZERO  WHO WILL WIN?	neutral	20   தோ    ஜெரோ  வோ வில் வின்	20 Tho jero wo will win
780	780	Bgm Gv  Dhanush sir amazing perfomance, vetri sir movie nnaaa summaavaaa	positive	பம் ஜிவ்  தநுஷ சிர் அமஸிங் பெர்போமான்ஸ் வேத்ரீ சிர் மோவி ந்னா சும்மாவா	Bum Jive Danusha Sir Amazing Performance Vedri Sir Movie Nna Summava
781	781	Padam vetripera Thalapathy rasigargal saarbil valthukal	positive	பதம் வேத்ரிபேரா தலாபதி ரசிகர்கல் ஸார்பில் வல்துகல	Padam Vedripera Thalapati fankal sarpil valtugala
782	782	Bgm summa therikuthu..Thala dialog delivery vera level..mass ..u1 fans oru like pottutu paarunga.m	positive	பம் சும்மா தெரிகுதுதாலா டியாலோக் டெலிவரி வேரா லெவெல்மாஸ் உ1 பன்ஸ் ஓரு லைக் பொட்டுது பாருங்கம்	Bum Summa Terikudutala Dialog Delivery Vera Levelmass U1 Buns Like it
783	783	Hit like if u see our old Kanmadam movie Manju is back	positive	ஹித லைக் இஃப் உ ஸீ ஓர் ஓல்ட் கந்மாதம் மோவி மம்ஜு இஸ் பக்	Hita Like If You See An Old Ganmatham Movie Mamju Is Pg
784	784	Thala is rocking by Surya Anna fan	positive	தாலா இஸ் ராக்கிங் பி ஸுர்ய அந்நா பன்	Thala is rocking by Surya Anna Bun
785	785	All you dislikes person's last dialog for you mad people's	neutral	ஆல் யூ டிஸ்லீக்ஸ் பெர்சன்ஸ் லாஸ்ட் டியாலோக் பார் யூ மாத் பெஓப்பஸ்	All You Dislike Persons Lost Dialogue Bar You Math People
786	786	Rajni sir +akki =storm blockbuster movie	negative	ரஜநீ சிர் அக்கி ஸ்டோர்ம் ப்ளாக்புஸ்டர் மோவி	Rajnee Sir Akki Storm Blockbuster Movie
787	787	Mass mass mass mass mass mass mass mass mass mass mass mass Masss Marana mass THALAIVER...... MASS	positive	மாஸ் மாஸ் மாஸ் மாஸ் மாஸ் மாஸ் மாஸ் மாஸ் மாஸ் மாஸ் மாஸ் மாஸ் மாஸ் மராநா மாஸ் தலைவர் மாஸ்	Mass Mass Mass Mass Mass Mass Mass Mass Mass Mass Mass Mass Mass Mass Marana Mass President Mass
788	788	I am waiting waiting waiting	positive	இ அம் வைடிங் வைடிங் வைடிங்	E am widening widening widening
789	789	H vinoth mass  1.sathuranga vettai 2.theeran  3.narkonda paarvai	positive	ஹ் விநோத மாஸ்  1ஸதுரம்கா வேத்தாஈ 2திரண  3நார்கோண்டா பார்வாஈ	H Vinodha Mas 1Saturamka Vedthaee 2Thirana 3Narkonda Parvaee
790	790	Maranam MA iruku, Sekrama movie release date Sllu ga, Marana waiting ah iruku	positive	மரநாம மா இருகு ஸேக்ரமா மோவி ரெலியாஸ் தேதி ஸ்ல்லூ கா மராநா வைடிங் அ இருகு	Maranama ma irugu sacrama movi relias date slu ka marana whiting a irugu
791	791	wowwwwww what a style ya ......	positive	வோ வ்ஹத் ஆ ஸ்டைல் யா 	Wow what a style ya
792	792	More than 50 times pathuten .....Thala pakka pakka veri erudhu ..love u Thala	positive	மோர் தந 50 டைம்ஸ் பதுதேந தாலா பக்கா பக்கா வேரி எருது லவ உ தாலா	Mor Thana 50 Times Padudena Thala Pakka Pakka Vari Erudhu Love U Thala
793	793	Vijay sethupathi a adhigama kaatave illa🤔	negative	விஜய ஸேதுபதீ ஆ அதிகாமா காட்வே இல்லா	Vijaya Sethupadi ah Adhikama Gadve no
794	794	Vadachennai left la poirum polaye. Vetri nailed it	positive	வாடாசென்னை லெப்ட் லா போஈரம் போலயே வேத்ரீ நைலெட் இட	Vadachennai left la Boeram like Vetri Nilet Ida
795	795	Ne vaa thalaivaa nanga irukom la	positive	நே வா தலைவா நங்கா இருகாம் லா	Ne wa talaiwa nanga irugam la
796	796	5 m Super 10 millon varathukku help pannunga pleas	positive	5 ம் ஸுபர் 10 மில்லான் வராதுக்கு ஹெல்ப பன்னுங்கா பிளியாஸ்	Help Pannunga Blias for 5th Super 10 Milan
797	797	Kaithi Deepavali realise I am waiting	negative	கைதீ தீபாவளி ரீலிஸ் இ அம் வைடிங்	Kaithi Diwali Release I Am Widening
798	798	Vera Vera level da version 2.0	positive	வேரா வேரா லேவேல டா வெர்ஷன் 20	Vera Vera Levela Da Version 20
799	799	751k likes reached aairuku pangalingala adichi thookalamaa	positive	751கே லீக்ஸ் ரீசெத் ஆஇருகு பாம்கலீந்கலா அதிசீ தூகலாமா	751k leeks reseth airuku pamkalingala atisi dhugalama
800	800	In Hindi pink movie Amita banchan ,n tapseee  In Tamil nerkonda paarvai ajit Kumar,shradda srinath. Semma	positive	இன் ஹிந்தி பிங்க் மோவி அமிதா பஞ்சந ந தப்ஸீ  இன் தமிழ் நெர்கோண்டா பார்வாஈ அஜித் குமார்ஷ்ரதடா ஸ்ரீநாத் செம்மா	In Hindi Pink Movie Amita Panchana Na Taapsee In Tamil Nerkonda Parvaee Ajith Kumar Shraddha Srinath Semma
801	801	Petta pongalukku sey um vasul Vetta	positive	பெட்டா போங்கலுக்கு ஸே உம வஸுல வேத்டா	Se Uma Vasula Vedta for Peta Pongal
802	802	Asuran movie ku oscar award varum nu solluravanga like pannunga friends	positive	அஸுரன் மோவி கு ஆஸ்கார் அவார்ட் வரும் நு சோல்லுராவங்கா லைக் பன்னுங்கா ப்ரியன்ட்ஸ்	Asuran Movie Goes To Oscar Award Nu Sollurawanga Like Pannunga Friends
803	803	Mo oooooo kkkkk aaaaaa.      Daaaaa	negative	மோ ஊ க்க ஆ      தா	Mo oo ka aa tha
804	804	Kabali....kaalaa ... madhri.... parapaiyan padama irundha.....Padam odadhu....be careful....	negative	கபாலிகாலா  மாத்ரீ பரபையாந படாமா இருந்தாபதம் ஓததுப் கேரேபுல	Kabalikala Madri Parabhaiyana Padama Vitapatham Odatu Karebula
805	805	Trailer vera level bgm adukum mela karthi acting ultimate	negative	ட்ரைலேர் வேரா லேவேல பம் அதுகம் மேலா கார்தீ அக்டிங் அல்டிமாதே	Trailer Vera Levela Bum Athugam Mela Karthi Acting Ultimate
806	806	Mankatha, Billa type la thala oru movie  pannanum	positive	மம்கதா பில்லா டைப் லா தாலா ஓரு மோவி  பன்னாநும்ம்	Mamkata billa type la tala oru movi pannanumm
807	807	Comment section ool mari erukunu soldravanga like this    Watha... Like vechinu ena daw sathika poringa	negative	காமஎண்ட் செக்ஷன் ல் மாரி எருகுநு சோல்த்ரவங்கா லைக் தீஸ்    வாதா லைக் வெசீநும் எனா தா ஸதீகா போரிங்கா	Mari erugunu soultrawanga like this vada like weseenum ena tha sadika poringa in the comend section.
808	808	Dissapointed...saamy 2 trailer is better!!!!vikram mass.....	negative	டிஸ்ஸாபாயிண்டெட்ஸாமி 2 ட்ரைலேர் இஸ் பெட்டர்விக்ரம் மாஸ்	Dissapointetsami 2 Trailer Is Better Vikram Mas
809	809	1:36 pahhh... Vere level! Repeat panni paathaven ellam like pode! #thaledaa! #thale	positive	136 பஹ்ஹ வெர் லேவேல ரிபேட் பந்நீ பாதாவேந எல்ளம் லைக் போதே தலேடா தாலே	136 Bahha ver levela rebate panni padavena ellam like bothe taleda tale
810	810	That guy:Ippa namma enna panna porom?? Thalaivar:Sweet saapida porom... Vera level...	positive	தத் குயிப்பா நாம்மா என்னா பன்னா போரோம் தலைவர்ஸ்வீட் ஸாபிடா போரோம் வேரா லேவேல	Dut Kuippa Namma Enna Banna Borom Chief Sweet Sapita Borom Vera Levela
811	811	2019 La super social Message Thala Vera level sir nenga I love U  Thala  sir	positive	2019 லா ஸுபர் சோசில் மெசாஜ் தாலா வேரா லேவேல சிர் நேங்கா இ லவ உ  தாலா  சிர்	2019 La Super Social Message Thala Vera Levela Sir Nenga E Love U Thala Sir
812	812	Sorry to say  Action king Arjun sir kaagaa movie pakka poren	positive	ஸோரி டூ ஸ்ய  ஆக்ஷன் கிங் அர்ஜுன் சிர் காகா மோவி பக்கா போர்ன்	Sorry To Sya Action King Arjun Sir Kaga Movie Baka Born
813	813	Superb.. thala mass... i am waiting...	positive	ஸுபெர்ப தாலா மாஸ் இ அம் வைடிங்	Superb tala mass e am widening
814	814	Thalaya jeika innoruthan poranthu varanum da ... verithanathin utchakattam da...	neutral	தலயா ஜேஈகா இந்நாருதந போரம்தும் வரநும்ம டா  வேரீதாநாதீந உட்சகத்தம டா	Talaya Jeeka Innarudhana Poramtum Varanumma Da Vereedanatheena Utsakatama Da
815	815	Thala veriyan mass fans like here	positive	தாலா வெரியந மாஸ் பன்ஸ் லைக் ஹேரா	Thala veriyana mas buns like hera
816	816	naanum thala rasikan thaan aana intha padam sema mokkaiyathaan irukkum naan intha padaa thha paaka theatrekke pogamatten mokkaiya irukkum;#&#*'&#(#&@	negative	நாநும தாலா ரஸீகந தான் ஆநா இந்தா பதம் சேமா மோக்கையதான் இருக்கம் நான் இந்தா பதா த்ஹா பாகா தேட்ரேக்கே போகமட்டென் மோக்கையா இருக்கம்	Nanuma tala rasikana than ana inda padam sema mokaiya takam I am inda pada dha bhaga thetreke pogamatne mokaiya
817	817	edhu speed la pathalum semma aa thaa iruku!! :DD;;	positive	ஏது ஸ்பீட் லா பதானம் செம்மா ஆ தா இருகு ட்ட்	Ethu speed la padanam semma aa tha irugu tt
818	818	Indha trailerkagave 150 kudukalaamya, 20 vaatiku mela paathuten, Thalaiva Karthik Subburaju enga Super Stara getha kaatirukaya	positive	இந்தா ட்ரைலேர்காகவே 150 குதுகலாம்யா 20 வாதிகு மேலா பாதுதேந தலைவா கார்திக் ஸுப்புராஜு ஏங்கா ஸுபர் ஸ்டாரா கேதா காதிருகாயா	Inda Trailer 150 Kutugalamya 20 Vadiku Mela Padudena Thaliva Karthik Subpuraju Enga Super Stara Ketha Kathirugaya
819	819	Awards ellam eduthu veinkada thukitu poga Asuran team varuthu	positive	அவார்ட்ஸ் எல்ளம் எடுது வேய்ன்காதா துகீது போகா அஸுரன் டீம வருது	Awards Ellam Eduthu Veinkata Tugeetu Boga Asuran Teema Varuthu
820	820	Thalaaaaa sema i love u thalaaaaaa	positive	தலா சேமா இ லவ உ தலா	Thala sema e lava u tala
821	821	Thala Vera joner la irukar super	positive	தாலா வேரா ஜோனர் லா இருகர் ஸுபர்	Tala Vera Zoner La Irugar Super
822	822	Ok type. Not a Rajani mark trailer	neutral	ஓக் டைப் நாத ஆ ராஜாநீ மார்க் ட்ரைலேர்	Oak Type Natha Aa Rajanee Mark Trailer
823	823	dia kena tunggu lama lagi untuk tahu saya....hahaha (malay dialogue by chiyaan)	positive	தியா கெனா துங்க்கு லாமா லகீ உன்டுக டாஹு ஸயாஹாஹாஹா மலய டியாலோகு பி சியாந	Thia kena tungku lama lagi untuka dahu sayahahaha malay dialogu bi siana
824	824	1 million likes varum nu solravanga like panunga	positive	1 மில்லியன் லீக்ஸ் வரும் நு ஸோல்ரவங்கா லைக் பானுங்கா	1 million leagues coming nu zolrawanga like panunga
825	825	Breaked sarkar views in 5 hrs	positive	பிரேகெட் சர்கர் வியஸ் இன் 5 ஹ்ர்ஸ்	Baked Sugar Vios in 5 hrs
826	826	Kajal  Fans Subscribe	positive	காஜல  பன்ஸ் ஸுப்ஸ்கிரிப்	Kajala Buns Subscript
827	827	Sarkar kitta kooda nerunga mudiyala just 10million views	positive	சர்கர் கித்தா கூடா நெருங்கா முதியாலா ஜஸ்ட் 10மில்லியன் வியஸ்	Sarkar Kita Kuta Akrapa Muthiala Just 10Million Vyas
828	828	Yaruda avanunga vanthu Cinna pulla thanama dislike pannittu irukkaranunga	positive	யாருதா அவனூங்கா வநது சின்னா புல்லா தநாமா டிஸ்லிக் பந்நீட்டு இருக்கரனூங்கா	Yarutha avanunga vanadu chinna bulla danama dislik panneedu istaranunga
829	829	Trailer vanthu evaluvu neram aguthu  Enga trendingla canom	positive	ட்ரைலேர் வநது ஏவாலுவு நேராம் அகுதும்  ஏங்கா ட்ரெண்டிங்கலா கேனம்	Trailer vanadu evaluvu neram agutum enga trendingala kanam
830	830	Ithu yaroda story nu first eh clarify panidunga Padam release agum podhu yaru story nu adichikadhinga	neutral	ஈது யாரோடா ஸ்டோரி நு பர்ஸ்ட் ஏஹ கிளாரிபி பணிதுங்கா பதம் ரெலியாஸ் அகம் போது யாரு ஸ்டோரி நு அதிசிகாதிங்கா	Edu yorda story nu first eha claribi panitunga padam relias agam when yaru story nu atisikathinga
831	831	your voice  kambiramma irukku sema super thala	positive	யோர் வோஈஸ்  காம்பீராமமா இருக்கு சேமா ஸுபர் தாலா	Sema super tala, your voice is amazing
832	832	Thala super na  like  panuga	positive	தாலா ஸுபர் நா  லைக்  பநுகா	Tala super na like panuka
833	833	Thalaaaaaaaaa love u sirr frm andhra pradesh	positive	தலா லவ உ ஸிர்ர ப்பிர்ம ஆந்திரா ப்ரதேஷ	Thala Lava U Sirra Birma Andhra Pradesh
834	834	Asuran verithanamkaadu eruntha eduthukuvanga ..kasu eruntha pudikiruvanga ...ana padipa maittum namba kitta eduthukavae mudiyathu ....	positive	அஸுரன் வேரீதநாம்காது எருந்தா எடுதுகுவம்கா கஸு எருந்தா புதிகிருவம்கா அநா பதீபா மைட்டம் நம்பா கித்தா எடுதுகாவஏ முதியாது 	Asuran vreedanamkatu erunda edutuguvamka kasu erunda budhikiruvamka ana patiba maitam namba kitha edutukavae mudiyatu
835	835	Bigil vs Nerkonda parvai...nane answer sollidran,Ans:Bigil.	neutral	பிகில் வ்ஸ் நெர்கோண்டா பர்வைநான் அன்ஸ்வேர் சோல்லித்திராநாந்ஸ்பீஜில்	Bigil Vs Nergonda Parvainan Answer Chollithrananspij
