	Unnamed: 0	Unnamed: 0.1	sentence	sentiment	transliteration	translation
326	326	326	Mokka palaya film sayal niraya irukku....	negative	மோக்கா பாலயா பிலிம் சயால் நிராயா இருக்கு	Mocha Balaya Film Syal Niraya having
327	327	327	Mokka ah irukkum nu confirn pannittenga	positive	மோக்கா அ இருக்கம் நு கானிர்ன் பன்னிட்டங்கா	Mocha A will be Nu Conirn Pannitanga
328	328	328	12hours 5m view s  600k like s NKP	positive	12ஹோர்ஸ் 5ம் வியூ ஸ்  600கே லைக் ஸ் ந்க்ப	12 Horses 5th View Ssh 600K Like Ssh NCP
329	329	329	Thala   U1  Bgm	positive	தாலா   உ1  பம்	Tala U1 Bum
330	330	330	Surya thambi karthi poii karthi oda anna tha surya airuchuu	positive	ஸுர்ய தம்பீ கார்தீ போஈ கார்தீ ஓடா அந்நா தா ஸுர்ய ஐருசூ	Surya brother Karthi Boe Karthi fly away That day Tha Surya Airsu
331	331	331	Now you are lying lying lying. Thala mass	positive	நோ யூ அர் ல்யிங் ல்யிங் ல்யிங் தாலா மாஸ்	No U Ar Ling Ling Ling Tala Mass
332	332	332	Namaku thevayanathu nammatha adichi vaanganum...  masssssssss	positive	நமாகு தேவயாநாதும் நாம்மதா அதிசீ வாம்கநும்ம  மாஸ்	for us Devayanathum Nammada Adisee Come on Mass
333	333	333	Deepawali kala katta pothu, bigil, kaithi, sanga thamizhan	positive	தீபாவளி கலா கட்டா போதும் பிகில் கைதீ சங்கா தமிஜ்ஹந	Diwali Art Kata enough Bigil arrested Sangha Tamijhana
334	334	334	Common thala fans 1m likes varanum	positive	காமன் தாலா பன்ஸ் 1ம் லீக்ஸ் வரநும்ம	Common Tala Buns 1st Leaks come on
335	335	335	Yeppo million like aagum nu pakka wait pannittu irruka .	positive	யெப்போ மில்லியன் லைக் ஆகும் நு பக்கா வாத் பந்நீட்டு இர்ருகா 	Yep million Like is Nu Baka Wath Panneetdu Irruga
336	336	336	That Bike is a Modified Duke 200	positive	தத் பைக் இஸ் ஆ மோடிப்பீத் ட்யூக் 200	Dat Bike Is Cow Modipeeth Duke 200
337	337	337	Last dialogue semma...🥰🥰 Thala Tucker doi...	positive	லாஸ்ட் டியாலோகு செம்மா தாலா டக்கர் தோய்	Lost Dialogue Semma Tala Tucker Doi
338	338	338	Abhay deol	neutral	அபய டியோல்	shelter diol
339	339	339	thala veriyans. Maddum oru like poddu vidunga bro.	positive	தாலா வெரியாம்ஸ மட்டம் ஓரு லைக் பாட்டு விதுங்கா ப்ரோ	Tala Various level A Like Song Vidunga Prof
340	340	340	Starting Looks like king liar Malayalam movie	neutral	ஸ்டார்டிங் லூக்ஸ் லைக் கிங் லியார் மலையாளம் மோவி	Starting Lukes Like King Lear Malayalam Movie
341	341	341	Enna Da views ivlo kammiya iruku romba nerama	positive	என்னா டா வியஸ் இவ்லோ கம்மியா இருகு ரோம்பா நேராமா	what Dr Vius Ivlo Kammiya sit down Roomba right
342	342	342	Dai mokka vetri Mara unaku yethrathamanna kathaiyee eduka theriyatha!?	neutral	டை மோக்கா வேத்ரீ மாரா உனாகு யேத்ரத்தமந்நா கதாயீ ஏதுகா தெரியதா	Tie Mocha Vetri Mara Unaku Yetrathamanna Kadayi And so on do you know
343	343	343	Ethir paartha alavu ila .. sadness	positive	ஏதீர பார்தா அலவும் இலா  சாட்னெஸ்	Atheera Did you see Alaum leaf Chutney
344	344	344	Sema... Thala merattal.... Movie eppo paaka poromnu romba aarvama irukku... Thala...	positive	சேமா தாலா மெரேட்டல மோவி இப்போ பாகா போரோம்நு ரோம்பா ஆர்வாமா இருக்கு தாலா	Sema Tala Maretala Movie now Baka Boromnu Roomba Are you interested? having Tala
345	345	345	Ena ipa Trending la varuthu thalaivar eh	positive	எனா இபா ட்ரெண்டிங் லா வருது தலைவர ஏஹ	Ena Iba Trending La is coming Chairman Eh
346	346	346	Karthi annaaaa vera level acting	negative	கார்தீ அன்னா வேரா லேவேல அக்டிங்	Karthi Anna Vera Not at all Acting
347	347	347	National award ah , askar ah ?/... Dhanush fanz like	positive	நாதீஓநல் அவார்ட் அ  அஸ்கர அ  தநுஷ பன்ஸ் லைக்	Nathaniel Award A Askara A Dhanusha Buns Like
348	348	348	Padam peru #Sangathamizhan Producer yaru na #BharathiREDDY :/  What an irony!	negative	பதம் பெரு சம்கதமீஜ்ஹந ப்ரோடசர் யாரு நா பாரதீரெட்டி   வ்ஹத் அன் இரோனி	Term Peru Samkadamijhana Producer who Na Bharathi Reddy What An Irony
349	349	349	Anirudh bgmmmmmm Bang bang bang  Petttaaaa paaaraaaaaak	positive	அநிருத்த ப்கம் பங் பங் பங்  பெட்டா பாராக	unprepared Pg Share Share Share Peta See
350	350	350	Inga Rajini ya pathi mattum comment pannunga nan Vijay sethupathika papen aniruthuka Papen apdina adichu underwearoda oda vituven....Thalaivar forever	positive	இங்கா ராஜீநீ யா பதி மட்டும் காமஎண்ட் பன்னுங்கா நன் விஜய ஸேதுபதிகா பாபேன் அநீருதுகா பாபேன் அப்தினா ஆதிசூ உந்தர்வேஅரோடா ஓடா விதுவேந்தலைவர போர்வர்	Inga Resign Ya Record Only Comand Pannunga well Vijaya Sethupathika Papane Anirutuka Papane Abdina Adisu Underway Aroda fly away Chief Executive Officer Warrior
351	351	351	Trailer la Vidya Balan missing.... Why?	positive	ட்ரைலேர் லா வித்யா பாலந மிசிங் வி	Trailer La Vidya Balana Missing V
352	352	352	Sangar.... Sangar ra etha movie direct pannala	neutral	சங்கர் சங்கர் ரா ஏதா மோவி டிரெக்ட் பன்னாலா	Shankar Shankar Ra what Movie Tract Pannala
353	353	353	I think sivakarthickku hero getup set aagala, trailer is good,but movie average pogumnu ninaikiravanga like Pannuga	positive	இ திங்க் ஸீவாகார்திக்கும் ஹீரோ கேட்டூப செட் ஆகாலா ட்ரைலேர் இஸ் குட்புட் மோவி அவேராஜ் போகும்நு நீநைகிரவங்கா லைக் பன்னுகா	e Think Sivakarthi too Hero ask Set Agala Trailer Is Goodput Movie Average I will go Neenaikravanga Like Pannuka
354	354	354	Ajith sir 🤩   T H A L A	positive	அஜீத சிர்    த் ஹ் ஆ ல் ஆ	Ajita sir Th H Cow In Cow
355	355	355	Arjun sir looking very smart and handsome....	positive	அர்ஜுன் சிர் லூகிங் வெரி ஸ்மார்ட் அண்ட் ஹாண்ட்சோம்	Arjun sir Looking Very Smart And Handsome
356	356	356	Attention THALA fans ........INDHA padam BLOCK BUSTER AAguradhukkuu neega dhaan THEATer Ku poooi THALAi Ku  PERIYA flex(katout) VAIKANUMMM	positive	அட்டென்டின் தாலா பன்ஸ் இந்தா பதம் ப்லாக் புஸ்டர் ஆகுரதுக்கூ நீகா தாந தீட்டர் கு பூய் தலாஈ கு  பெரியா ப்ளெக்ஸ்கட்டாவுட் வைகநும்ம	Attentin Tala Buns Inda Term Block Buster Go ahead Neka Donate Theater Ku Bui Head Ku Beria Plexcutout Vaikanumma
357	357	357	20 times ku mela pathavanga like podunga	negative	20 டைம்ஸ் கு மேலா பதாவங்கா லைக் போதுங்கா	20 The Times Ku Above Padavanga Like not enough
358	358	358	I am big for illaya super star DHANUSH	positive	இ அம் பிக் பார் இல்லயா ஸுபர் ஸ்டார் தநுஷ	e Am Big see no Super Star Dhanusha
359	359	359	i phone vs android nu ninaikiren	positive	இ போன் வ்ஸ் ஆன்ட்ராயிட் நு நீநைகிரேந	e Phone Vs Android Nu Neenaikrena
360	360	360	Trailer la nallathan da irukku padam mokkaiya illama iruntha sari	positive	ட்ரைலேர் லா நல்லாதந டா இருக்கு பதம் மோக்கையா இலாமா இருந்தா ஸாரி	Trailer La good Dr having Term Mokaya? Illama If there is Sorry
361	361	361	Innoru  Vakkil  Rangaraj pandey dhana avaru	positive	இந்நோரும்  வக்கீல  ரம்கராஜ பாண்டே தநா அவரும்	This disease also Advocate Ramgaraja Pandey Thana He too
362	362	362	Thala seekirom theatre ku Va Thala ennala wait panna mudiyala	positive	தாலா சீகிரோம தேட்ரே கு வா தாலா என்னாலா வாத் பன்னா முதியாலா	Tala Seegroma That&#39;s it Ku Come Tala Am I? Wath Panna Are you old?
363	363	363	Marana mass... Ungaluku vayasu aanalum andha style apadiye iruku thalaivaaaaaaa	positive	மராநா மாஸ் உங்கலுகு வயாஸு ஆனாலம் அந்தா ஸ்டைல் அபதியே இருகு தலைவா	Marana Mass to you Vias Anal Anda Style Abadi sit down leader
364	364	364	Kamala kalasa en thlaivan dance mass ah	positive	கமலா கலாஸா ஏந த்லைவன் டான்ஸ் மாஸ் அ	Kamala Galasa why Thlaivan Dance Mass A
365	365	365	sakthimaan sollidu thovaikira kallulanthu kila vilunthu adipattavanka like pannuga ( 5 thaiyal enaku )	negative	ஸக்தீமாந சோல்லீடு தோவைகிரா கலுலாநதும் கிலா விலுநது ஆதிப்பட்டாவநகா லைக் பன்னுகா  5 தாய்யல இநகு 	Sakthimana Application Dovaikira Kalulanathum Gila Willow Adipattavanaga Like Pannuka 5 motherhood Nice
366	366	366	Thala Da i love u thala	positive	தாலா டா இ லவ உ தாலா	Tala Dr e Available U Tala
367	367	367	super super super  super star.	positive	ஸுபர் ஸுபர் ஸுபர்  ஸுபர் ஸ்டார்	Super Super Super Super Star
368	368	368	Mmmm 1000 times this video see	positive	ம்ம 1000 டைம்ஸ் தீஸ் வீடியோ ஸீ	Mm 1000 The Times Thesis Video C
369	369	369	Thalaivarea kaalioda aatatha neenga kaatitinga   Ini thooku thurai oda alaparaiya naalaiku 1.30 ku Paapinga	neutral	தலைவரியா காலியடா ஆததா நீம்கா காதிதீம்கா   இநீ தூக்கு துரை ஓடா அலபராயா நாலைகு 130 கு பாபிங்கா	leader Goliath Are you Neemka Khadheemka you hang up Dandruff fly away Alabaraya Four 130 Ku Babinga
370	370	370	Nanga late ahh vandhalum latest ah varuvom	positive	நங்கா லேத்த் அஹ்ஹ வந்தாலம் லடஸ்ட் அ வருவோம	Nanga Lathe Ahhh arrival Ladust A let&#39;s come
371	371	371	Sema anna Lv u karthi anna	neutral	சேமா அந்நா ல்வ உ கார்தீ அந்நா	Sema That day Lv U Karthi That day
372	372	372	Waiting for Judgement day nerkonda paarvai Trailer Marana Mass THALAAAAAAAA.....‍	positive	வைடிங் பார் ஜூட்ஜெமெண்ட் டே நெர்கோண்டா பார்வாஈ ட்ரைலேர் மராநா மாஸ் தலா	Whiting see Judgment Day Nergonda See Trailer Marana Mass each
373	373	373	Ippo Yana pana poram? Sweet sapada poram love you thalavaaaaaaaaaa	positive	இப்போ யாநா பனா போராம் ஸ்வீட் ஸபாடா போராம் லவ யூ தலவா	now Yana Pana Boram Sweet Zapata Boram Available U The head
374	374	374	Sethupathi padam pakkum pothu irutha mass scenes niyabagam varudhu	positive	ஸேதுபதீ பதம் பக்கம் போதும் இருதா மாஸ் ச்க்கென்ஸ் நியபகம வருது	Sethupati Term page enough Is there Mass Chickens Niyapagama is coming
375	375	375	Paaaaaaa more thaaan Hollywood range... Excited to have watch over it	neutral	பா மோர் தான் ஹோலிவுட் ரங்க் எக்ஸ்சிடெட் டூ ஹவே வாட்ச் ஓவர் இட	Pa Buttermilk That&#39;s it Hollywood Rank Excited Two Have Watch Over Place
376	376	376	Like icon ah terika vidalama thala blood's	positive	லைக் இகோன் அ தேரிகா விதாலாமா தாலா ப்ளூட்ஸ்	Like Icon A Terika Vidalama Tala Bluets
377	377	377	Yow songs epo ya viduvinga BGM verra level ....... #Thala_forever	positive	யோ சோங்ஸ் இபோ யா விதுவீம்கா பம் வெர்ரா லேவேல  தலஃபோரெவர்	Yo Chongs Ibo Ya Viduvimka Bum Verra Not at all Talaforever
378	378	378	Thaka fans ah iru dha like poduga	positive	தாகா பன்ஸ் அ இரு தா லைக் போதுகா	Dhaka Buns A Be Tha Like not enough
379	379	379	Thala un rasiganu solla santhsama ,karvama irukku	positive	தாலா உன் ரஸிகநும் சோலா ஸம்த்ஸமா கர்வாமா இருக்கு	Tala your Fans too Sola Samdsama Karwama having
380	380	380	Pandey and Thala argument  Super thala nadakakuduthu	positive	பாண்டே அண்ட் தாலா அர்குமெண்ட்  ஸுபர் தாலா நாதாகாகுடுது	Pandey And Tala Argument Super Tala Nathakagudu
381	381	381	1.5M views in 60min அம்மோவ்	positive	15ம் வியஸ் இன் 60மின் அமமவ	15th Vius of 60 min Amamava
382	382	382	2020 Fulla un thiruvizha tha dhaunsh Anna	positive	2020 புல்லா உன் திருவீஜ்ஹா தா தஉம்ஷ அந்நா	2020 Bulla your Tiruvijha Tha Daumsha That day
383	383	383	Mana thalvair epaime gethuda sema inda pongal	positive	மனா தல்வீர் எபைம் கேதுடா சேமா இண்டா போம்கல்	Mana Talveer What&#39;s up? Ketu Sema Inda Pomkal
384	384	384	Indias pride ... Shankar Sir & Team...	positive	இந்தியாவ் ப்ரைட்  ஷங்கர சிர்  டீம	India Pride Shankara sir Team
385	385	385	Gud Morning Thala Bloods.Enna Nanba Readya.Viswasam Trailerku Senja Sambavatha Vida Sirapaa Siyanum.	positive	குட் மோர்னிங் தாலா ப்ளூட்சேன்னா நந்பா ரீட்யாவிஷ்வாஸம் ட்ரைலேரகு ஸேந்ஜா ஸம்பவதா விதா ஸிராபா ஸியாநும்ம	Good Morning Tala Bluetsenna friend Rityavishwasam Trileraku Senja Sambavata Vida Siraba Siyanumma
386	386	386	Unga nalla manasuku epayum vettri than THALA ungaluku. phinix  bird thala nenga vizhamattinga	negative	உங்கா நல்லா மநஸுகு ஏபாயும் வேத்த்ரீ தந தாலா உங்கலுகு பினிக்ஸ்  பிர்ட் தாலா நேங்கா விஸ்ஹாமாத்டிங்கா	Unga good Mind Ebay Vedtri own Tala to you Phoenix Birt Tala Nenga Vishamathinga
387	387	387	1 million likes kondu varanum keep share THALA bloods...	positive	1 மில்லியன் லீக்ஸ் கோண்டு வரநும்ம கீப் ஷரே தாலா ப்ளூட்ஸ்	1 million Leaks Gond come on Keep Share Tala Bluets
388	388	388	Oru channel la sona marie pana matingala daaa dei	positive	ஓரு சான்னெல லா ஸோனா மேரி பனா மதீம்கலா தா தீ	A Channel La Zona Mary Pana Madhimkala Tha fire
389	389	389	YuvaN       BGM	positive	யுவந       பம்	Youth Bum
390	390	390	1M like varathu pola nalaki kuda sethu	negative	1ம் லைக் வராதும் போலா நலாகீ குடா ஸேது	1st Like will not come like Nalaki Umbrella Sethu
391	391	391	Nee Nadigan Enpadhukaga un Rasigar illa Nalla Manithan...	positive	நீ நாதிகந என்பாதுகாகா உன் ரசிகர் இல்லா நல்லா மநீதந	you Nathikana Enbadugaka your a fan No good Manithana
392	392	392	Oruthar mela viswasam katradhukaga inoruthara aen asingapaduthringa    Sema Thala.........	positive	ஓருதார் மேலா விஸ்வஸம் கடராதுகாகா இநோருதாரா ஏன் அசிம்கபாடுத்ரிங்கா    சேமா தாலா	One Above Vishwasam Kataratugaka Inorudara why Asimgapathringa Sema Tala
393	393	393	intha maari movie tamil cinema la vanthathu ila 1000 movie vanthurukum da	positive	இந்தா மாரீ மோவி தமிழ் சினிமா லா வந்தாதும் இலா 1000 மோவி வந்துருகம் டா	Inda Marie Movie Tamil Cinema La Will not come leaf 1000 Movie welcome Dr
394	394	394	Dei yennada marvel maari kondu varinga	neutral	தீ யென்சடா மார்வேல மாரீ கோண்டு வரிங்கா	fire Yensada Marvel Marie Gond Varinga
395	395	395	Not bad........... Any way karthik flop agama.. Iruka...... வாழ்த்துக்கள்	neutral	நாத பாத் அனி வ்ட கார்திக் ப்ளாப் அகாமா இருகா வழததககள	Nath Bath Ani Vd Karthik Blob Agama stay Daily life
396	396	396	waiting Thalapathy 64🤟 # Lokesh kanagaraj	positive	வைடிங் தலாபதி 64  லோகேஷ கநாகராஜ	Whiting Thalapathy 64 Lokesh Kanagaraja
397	397	397	Trending no1 thala YOUTUBE KING THALA	positive	ட்ரெண்டிங் நோ1 தாலா யௌதுப் கிங் தாலா	Trending No. 1 Tala YouTube King Tala
398	398	398	Vera levelu Thalaivar    Always i love Thalaivar	positive	வேரா லெவேலும் தலைவர    ஆழ்வாய் இ லவ தலைவர	Vera Level too Chairman deep e Available Chairman
399	399	399	Ajith acting matha movie la ellam nalla irunthathu.but Nerkonda parvai trailer romba Mokkaya Tha iruku...	neutral	அஜீத அக்டிங் மதா மோவி லா எல்ளம் நல்லா இருந்ததுபுத நெர்கோண்டா பர்வாஈ ட்ரைலேர் ரோம்பா மோக்கயா தா இருகு	Ajita Acting Madha Movie La limit good New Nergonda Parvaee Trailer Roomba Mokaya Tha sit down
400	400	400	Romba naalaiku apuram Oru 'RAJINI' padam.	positive	ரோம்பா நாலைகு அபுரம் ஓரு ராஜீநீ பதம்	Roomba Four Apuram A Resign Term
401	401	401	Sexy shradhaa ava unmeyave virgin ille... Avala poyi kekera kelveeya adhe...	negative	செக்ஸி ஷ்ரதா அவ உந்மெயாவ் வெர்ஜின் இல் அவலா போயீ கேகேரா கெல்வியா அதே	Sexy Shraddha She Unmeow Virgin In Alas go Kekera Kelvia The same
402	402	402	Semma MASS Chiyan Vikram Sir  I am waiting	positive	செம்மா மாஸ் சியாந விக்ரம் சிர்  இ அம் வைடிங்	Semma Mass Chiana Vikram sir e Am Whiting
403	403	403	Enga thala.stzit parvaila avar gethana kuralila summa kalakuraru pa thala da	positive	ஏங்கா தலாஸ்தஇத பர்வைலா அவர ஜெதாநா குரலீலா சும்மா கலகுராரு பா தாலா டா	Anga Talasthaita Parvaila His Jethana Voicemail just Kalakuraru Pa Tala Dr
404	404	404	Surya vathu mairavathu nethan than thalaiva nadipin arakkan	negative	ஸுர்ய வாது மைரவாதும் நேதாந தந தலைவா நதிபிந அரக்கான்	Surya Goosebumps Mairavath too Nathana own leader Riverside Arakan
405	405	405	Naa trailer ah thalaivar kaga pakka varala..vj sethu anna kaga than pakka vandhurukken..🤩	positive	நா ட்ரைலேர் அ தலைவர காகா பக்கா வரலவ்ஜ் ஸேது அந்நா காகா தந பக்கா வந்துருக்கேன்	Na Trailer A Chairman Gaga Baka Varlavj Sethu That day Gaga own Baka I will come
406	406	406	Lokesh Kanagaraj fans, leave a like	negative	லோகேஷ கநாகராஜ பன்ஸ் லீவ் ஆ லைக்	Lokesh Kanagaraja Buns Leave Cow Like
407	407	407	Trending.. La.. Naanga.. Thanada.. No.. 1	positive	ட்ரெண்டிங் லா நாம்கா தநாடா நோ 1	Trending La Namka Thanada No 1
408	408	408	Thala ku aaga dhaan padamae pola	positive	தாலா கு ஆகா தாந பதாமீ போலா	Tala Ku Aha Donate Padami like
409	409	409	Pariyerum Perumal Ku award varala but next time indha movie Ku kedaikanum.	positive	பரியேரும் பெருமாள் கு அவார்ட் வரலா புட் நெக்ஸ்ட் டைம் இந்தா மோவி கு கேதைக்கானம்	will pass Perumal Ku Award come on Butt Next Time Inda Movie Ku For Ketha
410	410	410	Amaa eppa yenna ..panna..poromm ....ahaaaa      ...Sweet ....sapdaa poroomm.......	positive	அமா இப்பா யென்னா பன்னாபோரோம்ம் அஹா      ஸ்வீட் ஸப்தா போரூமாம்	Ama Iba Yenna Pannaborom Aha Sweet Sabta Let&#39;s fight
411	411	411	kaidhi vera lvl trailer idhaa dewali kaidhii dhaa king	positive	கைதி வேரா ல்வ்ல் ட்ரைலேர் இதா தேவாலி கீதீ தா கிங்	Prisoner Vera Lvl Trailer Here it is Diwali Geethi Tha King
412	412	412	Thalaivaaa verithanam .........apdye chumma therikkavidra	positive	தலைவா வேரீதநாம் அப்த்யே சும்மா தெரிக்கவித்ரா	leader Different name Abdye just Terikavitra
413	413	413	The end by chiyan “you kena tunggu lebih lama lagi untuk thosai”!!! Rocking b***h!!	positive	தே எண்ட் பி சியாந யூ கெனா துங்க்கு லேபிஹ் லாமா லகீ உன்டுக தோஸாஈ ராக்கிங் ப்	tea End B Chiana U Kena Tungku Labih Llama Laki stay away Dosaee Rocking B
414	414	414	Love u THALA DULQUER SALMAAN FANS KERALA	positive	லவ உ தாலா துல்குர் சல்மான் பன்ஸ் கேரளா	Available U Tala Dulquer Salman Buns Kerala
415	415	415	Nan thalaivre tralare ra 40tamies Ku mela pathuten I am whating asuran	neutral	நன் தலைவ்ரே த்ரலாரே ரா 40தமீஸ் கு மேலா பதுதேந இ அம் வாட்டிங் அஸுரன்	well Leader Tralare Ra 40 tamis Ku Above Patudena e Am Watting Asuran
416	416	416	102 k views 151 k likes	neutral	102 கே வியஸ் 151 கே லீக்ஸ்	102 K Vius 151 K Leaks
417	417	417	0 haters in world chiyaan vikram	positive	0 ஹாட்டர்ஸ் இன் வேர்ல்ட் சியாந விக்ரம்	0 Hatters of World Chiana Vikram
418	418	418	Marana maass thalaivaaa i love you sir	positive	மராநா மாஸ் தலைவா இ லவ யூ சிர்	Marana Mass leader e Available U sir
419	419	419	Yenga anna yeppov super hero dhan	positive	யேங்கா அந்நா யேப்போவ் ஸுபர் ஹீரோ தந	Yenga That day Yeppov Super Hero own
420	420	420	Bro thalapathy fans kuda nalla irukku nu solranga romba happy ya irukku	positive	ப்ரோ தலாபதி பன்ஸ் குடா நல்லா இருக்கு நு ஸோல்ரங்கா ரோம்பா ஹேப்பீ யா இருக்கு	Prof Thalapathy Buns Umbrella good having Nu Zolranga Roomba Happy Ya having
421	421	421	Thala and yuvan ..like ha therika vidungada pasangala...bgm vera level ..	positive	தாலா அண்ட் யுவந லைக் ஹா தேரிகா விதும்காதா பஸம்கலாப்க்ம வேரா லேவேல 	Tala And Youth Like Ha Terika Don&#39;t cum Pasamgalapgma Vera Not at all
422	422	422	Trailer pala thadava parthavanga mattum our like	positive	ட்ரைலேர் பாலா தாதாவ் பார்தாவங்கா மட்டும் ஓர் லைக்	Trailer Bala Dadao Parthawanka Only Or Like
423	423	423	Video Pakrathuku munnadiye Like pannavanga mattum Kai ah thookunga	positive	வீடியோ பாக்ரதுகு முந்நதியே லைக் பந்நாவங்கா மட்டும் கை அ துகுங்கா	Video Bagratugu Forerunner Like Pannawanga Only arm A Tukunga
424	424	424	801k  Naraya naraya naraya naraya naraya naraya!!!!	positive	801கே  நாராய நாராய நாராய நாராய நாராய நாராய	801k Naraya Naraya Naraya Naraya Naraya Naraya
425	425	425	I am waiting vera level trailer i ever seen	positive	இ அம் வைடிங் வேரா லேவேல ட்ரைலேர் இ ஏவர் ஸீந	e Am Whiting Vera Not at all Trailer e Aver China
426	426	426	Maranam maranam maranam last bgm therikkudhu gv bro vera level	positive	மரநாம மரநாம மரநாம லாஸ்ட் பம் தெரிக்குது ஜிவ் ப்ரோ வேரா லேவேல	Surname Surname Surname Lost Bum It seems Jiv Prof Vera Not at all
427	427	427	Yevanavathu Yuvan BGM pathi pesurangala nu paaru..	neutral	யேவாநாவாதும் யுவந பம் பதி பெஸுரம்கலா நு பாரு	Yevanawad too Youth Bum Record Besuramkala Nu Look
428	428	428	Viswasam teaser ku wait panravan like podu	neutral	விஸ்வஸம் டெஸ்ர் கு வாத் பம்ரவண லைக் போது	Vishwasam Desr Ku Wath Pamravana Like when
429	429	429	Thalaivar + ThalaivARR =	positive	தலைவர  தலைவர 	Chairman Chairman
430	430	430	Oruthara mela nenga viswasam katrathukaga,inoruthara yen asinga paduthuringa....... Sema	positive	ஓருதாரா மேலா நேங்கா விஸ்வஸம் கடராதுகாகினோருதாரா யென் அசிங்கா படுதுரீந்கா சேமா	Are you one? Above Nenga Vishwasam Kataratukakinorudara Yen Asinga Badhurinka Sema
431	431	431	Mass mass mass mass mass mass mass mass mass mass mass mass	positive	மாஸ் மாஸ் மாஸ் மாஸ் மாஸ் மாஸ் மாஸ் மாஸ் மாஸ் மாஸ் மாஸ் மாஸ்	Mass Mass Mass Mass Mass Mass Mass Mass Mass Mass Mass Mass
432	432	432	0.42 bgm vera level gvp.....Vetri maaran no words	positive	042 பம் வேரா லேவேல க்வ்ப்வேத்ரீ மாரண நோ வோர்ட்ஸ்	042 Bum Vera Not at all Gwvetri deadly No Words
433	433	433	Wow nice trailer rajini kant super star	positive	வோ நிஸ் ட்ரைலேர் ராஜீநீ காம்த ஸுபர் ஸ்டார்	Woah Nis Trailer Resign Kamtha Super Star
434	434	434	Thalaivaaaaaaaa 7 days to go Thalaivaru tharisanam	positive	தலைவா 7 தய்ஸ் டூ கோ தலைவரும் தரிஸநம்	leader 7 Thais Two Co The leader darshanam
435	435	435	Today trailer paaththu padam paakka wait panravangka like podungka.	positive	டுடே ட்ரைலேர் பாத்து பதம் பாக்கா வாத் பம்ரவாநகா லைக் போதுங்கா	Today Trailer Look Term Baka Wath Pamravanaka Like not enough
436	436	436	Ratchasan music Mari eruku startngla 🤔🤔enaku matum Tha apdi thonutho	negative	ரத்சாஸந முஸிக் மாரி எருகு ஸ்டார்ட்ங்லா இநகு மாதும தா அப்தி தோனுதோ	Ratsasana Music Marie Ash Startngla Nice Mrs Tha Abdi Donutho
437	437	437	Ithu Peru thaan pakka mass.....woww goosebumbs	positive	ஈது பெரு தான் பக்கா மஸ்ஸ்வோவ் கூஸ்பும்ப்ஸ்	Edu Peru That&#39;s it Baka Massov Goosebumps
438	438	438	Viswasam trailor 2 hrs la vandha like kooda indha trailor ku ithana naal la varala	neutral	விஸ்வஸம் ட்ரேலோர் 2 ஹ்ர்ஸ் லா வம்தா லைக் கூடா இந்தா ட்ரேலோர் கு ஈதாநா நால் லா வரலா	Vishwasam Traylor 2 Hrs La Vamta Like Also Inda Traylor Ku Ethanah Four La come on
439	439	439	Fully rajinism ... Thalaivaaaaaa mass.. fdfs Kalakata poguthu.... Thalaivaaaaaa	positive	புல்லி ராஜீநீஸம்  தலைவா மாஸ் ப்தஸ் கலக்கடா போகுது தலைவா	Bully Rajneesh leader Mass Pts Don&#39;t mix is going leader
440	440	440	Paeru DHANUSH'u! National award winner DHANUSH'u! Kaelvi patrukeengala! Verithanamaa waiting for ASURAN	positive	பேரு தநுஷும் நாதீஓநல் அவார்ட் வின்னர் தநுஷும் கேல்வீ பத்ரகிம்காளா வேரீதநாமா வைடிங் பார் அஸுரன்	name Danush too Nathaniel Award Winner Danush too Ask Bhadragimkala Is it different? Whiting see Asuran
441	441	441	Thalaiver mass super  star rajini	positive	தலைவர் மாஸ் ஸுபர்  ஸ்டார் ராஜீநீ	Chairman Mass Super Star Resign
442	442	442	Vetrimaran erukara varaikum Dhanush ku no tension	positive	வேத்ரீமரண ஏருகாரா வரீகம் தநுஷ கு நோ தேந்ஸ்ன்	Vetri Marana Erukara tax Dhanusha Ku No Tensn
443	443	443	Nanba sekaram like 1m kontu vaaga	positive	நந்பா ஸேகரம லைக் 1ம் கோன்டு வாகா	friend Separate Like 1st Gond Come on
444	444	444	Karthi padathula ithu oru nalla padam	positive	கார்தீ பதாதுலா ஈது ஓரு நல்லா பதம்	Karthi Badatula Edu A good Term
445	445	445	Krish movie fans like here  🤙	neutral	க்ரீஷ மோவி பன்ஸ் லைக் ஹேரா  	Krishna Movie Buns Like Hera
