	uid	sentence	lang	sentiment
1063	1064	¡ Facilite su vida ! Sea parte de la red más grande y confiable del país . ¡ Mándenos un mensaje cuando este listo ! ~ AB	['NA', 'ES', 'ES', 'ES', 'NA', 'ES', 'ES', 'ES', 'ES', 'EN', 'ES', 'ES', 'ES', 'ES', 'ES', 'ES', 'NA', 'NA', 'ES', 'ES', 'ES', 'ES', 'ES', 'ES', 'NA', 'NA', 'NA']	positive
1064	1065	El vlog de hoy , pequeñas hélices : BIENVENIDO DRONE	['ES', 'EN', 'ES', 'ES', 'NA', 'ES', 'ES', 'NA', 'ES', 'NA']	positive
1065	1066	las selfies nunca están demás 💄	['ES', 'EN', 'ES', 'ES', 'ES', 'NA']	neutral
1066	1067	JAJAJAJAJAJAJA HOLY SHIT SE ME OLVIDO . Te amo hilda	['ES', 'EN', 'EN', 'ES', 'ES', 'ES', 'NA', 'ES', 'ES', 'NA']	positive
1067	1068	LOL JAJAJA Hay que admitir que los de Pepsi son los putos amos ! Nos han contestado y todo Zombers ! :D	['EN', 'ES', 'ES', 'ES', 'ES', 'ES', 'ES', 'ES', 'NA', 'ES', 'ES', 'ES', 'ES', 'NA', 'ES', 'ES', 'ES', 'ES', 'ES', 'EN', 'NA', 'NA']	neutral
1068	1069	: yo quiero hacer un campingggg	['NA', 'ES', 'ES', 'ES', 'ES', 'EN']	neutral
1069	1070	: PRÓXIMAMENTE .. . Como se rodó .. . 💀🎤 BREAKING RAP - ( ) En el canal de .	['NA', 'ES', 'NA', 'NA', 'ES', 'ES', 'ES', 'NA', 'NA', 'NA', 'EN', 'EN', 'NA', 'NA', 'NA', 'ES', 'ES', 'ES', 'ES', 'NA']	neutral
1070	1071	Puñeta , el story de sc no es un diario ni na ' para poner estados .	['ES', 'NA', 'ES', 'EN', 'ES', 'NA', 'ES', 'ES', 'ES', 'ES', 'ES', 'ES', 'NA', 'ES', 'ES', 'ES', 'NA']	negative
1071	1072	¡ Qué tal ! No hay ninguna restricción , siempre y cuando la tarjeta sea reconocida . Como Visa , Master Card , etc . ~ AS	['NA', 'ES', 'ES', 'NA', 'ES', 'ES', 'ES', 'ES', 'NA', 'ES', 'ES', 'ES', 'ES', 'ES', 'ES', 'ES', 'NA', 'ES', 'NA', 'NA', 'NA', 'EN', 'NA', 'ES', 'NA', 'NA', 'ES']	neutral
1072	1073	Muy elegante y con un look Classico pero moderno este tuxedo y zapatos jlindeberg #mensstyle … http://t.co/VIDGiJ8aj2	['ES', 'ES', 'ES', 'ES', 'ES', 'EN', 'ES', 'ES', 'ES', 'ES', 'ES', 'ES', 'ES', 'NA', 'EN', 'NA', 'NA']	positive
1073	1074	signing the members picture . Welcome aboard :) #ponteenforma #teamlagatita … http://t.co/j0zDOdBg5Z	['EN', 'EN', 'EN', 'EN', 'NA', 'EN', 'EN', 'NA', 'ES', 'NA', 'NA', 'NA']	positive
1074	1075	#TechTrivia : ¿ Qué porcentaje de hispanos compran apps de salud ? http://t.co/1bM6vcIG0r	['EN', 'NA', 'NA', 'ES', 'ES', 'ES', 'ES', 'ES', 'EN', 'ES', 'ES', 'NA', 'NA']	neutral
1075	1076	: #todosmenosPriscilla #todosmenosGenesis no le dan multa por hacer un get	['NA', 'ES', 'ES', 'ES', 'ES', 'ES', 'ES', 'ES', 'ES', 'ES', 'EN']	negative
1076	1077	Un jodio sándwich a casi $9 , mere , la próxima voy pa ' Chili 's y pido del kids menu	['ES', 'ES', 'EN', 'ES', 'ES', 'NA', 'NA', 'ES', 'NA', 'ES', 'ES', 'ES', 'ES', 'NA', 'NA', 'EN', 'ES', 'ES', 'ES', 'EN', 'ES']	negative
1077	1078	Ostras .. . Simisimi es un pajaro !! ! Lol un pajarito pedófilo :3	['ES', 'NA', 'NA', 'NA', 'ES', 'ES', 'ES', 'NA', 'NA', 'EN', 'ES', 'ES', 'ES', 'NA']	neutral
1078	1079	Time to play ! Watch out #texas #thevalley #family #holiday #home #ranchiando http://t.co/MlJIj9pBOq	['EN', 'EN', 'EN', 'NA', 'EN', 'EN', 'NA', 'EN', 'EN', 'EN', 'EN', 'ES', 'NA']	positive
1079	1080	HE DEJADO DE SER NOOB !! con Zarcort , Luis , Cojo y Anna | Juegos del hambre | Minecraft : vía	['ES', 'ES', 'ES', 'ES', 'EN', 'NA', 'ES', 'NA', 'NA', 'NA', 'NA', 'ES', 'ES', 'NA', 'NA', 'ES', 'ES', 'ES', 'NA', 'EN', 'NA', 'ES']	positive
1080	1081	¿ Vacaciones sin música ? Nah . Tráela JBL FLIP 3 Speaker a donde sea . Consiguelo aquí :	['NA', 'ES', 'ES', 'ES', 'NA', 'ES', 'NA', 'ES', 'ES', 'EN', 'NA', 'EN', 'ES', 'ES', 'ES', 'NA', 'ES', 'ES', 'NA']	neutral
1081	1082	Style is a way to say who you are . 👸🏼 outfit de hoy : Blusa super chic con un baggy pant ! Blusa $23.50 Pant $ 22.70 http://t.co/tuY9uWXB4u	['EN', 'EN', 'EN', 'EN', 'EN', 'EN', 'EN', 'EN', 'EN', 'NA', 'NA', 'EN', 'ES', 'ES', 'NA', 'ES', 'ES', 'EN', 'ES', 'ES', 'EN', 'EN', 'NA', 'ES', 'NA', 'EN', 'NA', 'NA', 'NA']	positive
1082	1083	Con este #TB quiero felicitar en su cumpleaños a Que Diosito te llene de …	['ES', 'ES', 'EN', 'ES', 'ES', 'ES', 'ES', 'ES', 'ES', 'ES', 'ES', 'ES', 'ES', 'ES', 'NA']	neutral
1083	1084	: me encanta hablar con personas open minded ; que podamos hablar de sexo , los astros , la vida , la muerte y que no sea we …	['NA', 'ES', 'ES', 'ES', 'ES', 'ES', 'EN', 'EN', 'NA', 'ES', 'ES', 'ES', 'ES', 'ES', 'NA', 'ES', 'ES', 'NA', 'ES', 'ES', 'NA', 'ES', 'ES', 'ES', 'ES', 'ES', 'ES', 'EN', 'NA']	neutral
1084	1085	JAJAJAJAJAJAJAJAJA . Este weekend no jajaja . El weekend de las justas podemosnir a Gilligan	['ES', 'NA', 'ES', 'EN', 'ES', 'ES', 'NA', 'ES', 'EN', 'ES', 'ES', 'ES', 'ES', 'ES', 'NA']	positive
1085	1086	: gracias man ! 😊✊	['NA', 'ES', 'EN', 'NA', 'NA']	positive
1086	1087	Buenos días desde Atenas . Good morning from Athens ! #Greece #vacations http://t.co/iWbfhYsHIk	['ES', 'ES', 'ES', 'NA', 'NA', 'EN', 'EN', 'EN', 'EN', 'NA', 'NA', 'EN', 'NA']	positive
1087	1088	Show me the beat of your heart 🎵 #ilovesalhuaclothing #farra Blusa $ 24.90 Falda $ 20.00 Envíos 📥 096.880.7384 http://t.co/OAndocobkX	['EN', 'EN', 'EN', 'EN', 'EN', 'EN', 'EN', 'NA', 'EN', 'ES', 'ES', 'NA', 'NA', 'ES', 'NA', 'NA', 'ES', 'NA', 'NA', 'NA']	neutral
1088	1089	recogiendo en el q era mi cuarto en casa de mami !! ! Omg	['ES', 'ES', 'ES', 'ES', 'ES', 'ES', 'ES', 'ES', 'ES', 'ES', 'ES', 'NA', 'NA', 'EN']	negative
1089	1090	ZOMBERS ! Mirad que tengo aqui ! ❤ ️😍 Ya llegaron los discos de YO SOY UN RAP PLAYER ! ❤ ️	['NA', 'NA', 'ES', 'ES', 'ES', 'ES', 'NA', 'NA', 'NA', 'ES', 'ES', 'ES', 'ES', 'ES', 'ES', 'ES', 'ES', 'ES', 'EN', 'NA', 'NA', 'NA']	positive
1090	1091	Somos mujeres valientes que luchamos día a día con una sonrisa #SalhuaWoman Outfit disponible #AllYouNeedisEcuador	['ES', 'ES', 'ES', 'ES', 'ES', 'ES', 'ES', 'ES', 'ES', 'ES', 'ES', 'NA', 'EN', 'ES', 'EN']	positive
1091	1092	Getting ready for tonight ?! 🌃 #Salhuaclothing Te esperamos hoy abrimos hasta las 6:30 pm !! http://t.co/safjEEGM93	['EN', 'EN', 'EN', 'EN', 'NA', 'NA', 'EN', 'ES', 'ES', 'ES', 'ES', 'ES', 'ES', 'NA', 'ES', 'NA', 'NA']	neutral
1092	1093	Dame paciencia con Mister Craker Jack !! T falta Mucho !!	['ES', 'ES', 'ES', 'EN', 'NA', 'NA', 'NA', 'ES', 'ES', 'ES', 'NA']	neutral
1093	1094	Soooo pensaba que mi vuelo salía a las 6:30 y sale a las 5 🙃😅 #bienjodia	['EN', 'ES', 'ES', 'ES', 'ES', 'ES', 'ES', 'ES', 'NA', 'ES', 'ES', 'ES', 'ES', 'NA', 'NA', 'ES']	negative
1094	1095	: Detrás de una gran mujer ! Siempre bellas stylings ! amo su talento 👗👢💋😘 ❤ ️ las mejores http://t …	['NA', 'ES', 'ES', 'ES', 'ES', 'ES', 'NA', 'ES', 'ES', 'EN', 'NA', 'ES', 'ES', 'ES', 'NA', 'NA', 'NA', 'ES', 'ES', 'NA', 'NA']	positive
1095	1096	#TBT mi mayor riqueza , mis niñas .. . con quienes paso horas mirándolas y lo que me hace sentir la …	['EN', 'ES', 'ES', 'ES', 'NA', 'ES', 'ES', 'NA', 'NA', 'ES', 'ES', 'ES', 'ES', 'ES', 'ES', 'ES', 'ES', 'ES', 'ES', 'ES', 'ES', 'NA']	neutral
1096	1097	Que Comience la Fiesta #Mezcla dj_sheriff #ElvacilonDeLaGatita BENDICIONES happy #Friday #MorningShow … http://t.co/0xHycGAOTh	['ES', 'ES', 'ES', 'ES', 'ES', 'NA', 'ES', 'ES', 'EN', 'EN', 'EN', 'NA', 'NA']	positive
1097	1098	: YO NO NACI PA QUE ME QUIERAN A MEDIAS NI CUANDO SE SIENTAN SOLOS CON SU MISERABLE VIDA , SORRY PERO VALGO DEMASIADOOOO COMO …	['NA', 'ES', 'ES', 'ES', 'ES', 'ES', 'ES', 'ES', 'ES', 'ES', 'ES', 'ES', 'ES', 'ES', 'ES', 'ES', 'ES', 'ES', 'ES', 'NA', 'EN', 'ES', 'ES', 'ES', 'ES', 'NA']	negative
1098	1099	"by beatrizstylist "" #new #project #nuevo #projecto tvnovelas #menosesmas . Espero que hagan sus compras … http://t.co/ceaPAd3GOA"	['EN', 'NA', 'NA', 'EN', 'EN', 'ES', 'ES', 'ES', 'ES', 'NA', 'ES', 'ES', 'ES', 'ES', 'ES', 'NA', 'NA']	positive
1099	1100	Tetilocas everywhere 💖	['ES', 'EN', 'NA']	positive
1100	1101	Happy and in style with my shades #duho . I am q chica #duho Feliz y a la Moda con Mis gafas … http://t.co/h8LvPTJqb3	['EN', 'EN', 'EN', 'EN', 'EN', 'EN', 'EN', 'EN', 'NA', 'EN', 'EN', 'ES', 'ES', 'NA', 'ES', 'ES', 'ES', 'ES', 'ES', 'ES', 'ES', 'ES', 'NA', 'NA']	positive
1101	1102	Tengo que ponerle bubble wrap a el frame de la puerta de mi closet me sigo llegando la esquina con la rodilla :/	['ES', 'ES', 'ES', 'EN', 'EN', 'ES', 'ES', 'EN', 'ES', 'ES', 'ES', 'ES', 'ES', 'ES', 'ES', 'ES', 'ES', 'ES', 'ES', 'ES', 'ES', 'ES', 'NA']	negative
1102	1103	buena ? Nigga no no no	['ES', 'NA', 'EN', 'ES', 'ES', 'ES']	positive
1103	1104	Hoy nuevo video zombers con la señorita !! Esta vez no es un rap play que muchos ya me pediais que haga un tema normal :)	['ES', 'ES', 'ES', 'EN', 'ES', 'ES', 'ES', 'NA', 'ES', 'ES', 'ES', 'ES', 'ES', 'EN', 'EN', 'ES', 'ES', 'ES', 'ES', 'ES', 'ES', 'ES', 'ES', 'ES', 'ES', 'NA']	positive
1104	1105	: Lenguage de Señas debe ser un requisito para futuros doctores , just saying .	['NA', 'ES', 'ES', 'ES', 'ES', 'ES', 'ES', 'ES', 'ES', 'ES', 'ES', 'NA', 'EN', 'EN', 'NA']	negative
1105	1106	: Disfrutando de mi isla #isabela #puertorico #oceanfront http://t.co/RSmvhMRPgb	['NA', 'ES', 'ES', 'ES', 'ES', 'NA', 'NA', 'EN', 'NA']	neutral
1106	1107	la large entonces basta , x large es mucho pa ti	['ES', 'EN', 'ES', 'ES', 'NA', 'ES', 'EN', 'ES', 'ES', 'ES', 'ES']	neutral
1107	1108	"Que no falte el clasico tweet del primero de sept : "" Wake me up when September ends """	['ES', 'ES', 'ES', 'ES', 'ES', 'EN', 'ES', 'ES', 'ES', 'ES', 'NA', 'NA', 'EN', 'EN', 'EN', 'EN', 'EN', 'EN', 'NA']	neutral
1108	1109	Santa Rosa I , Sec Los Lopez . Guaynabo .	['NA', 'NA', 'EN', 'NA', 'ES', 'ES', 'NA', 'NA', 'NA', 'NA']	neutral
1109	1110	. no ! Jee y de nada por tus nuevas camisas de Chef !	['NA', 'ES', 'NA', 'ES', 'ES', 'ES', 'ES', 'ES', 'ES', 'ES', 'ES', 'ES', 'EN', 'NA']	neutral
1110	1111	Living in colors ! Disfrutamos más de la vida si la llenamos de colores ! #Salhuaclothing Abiertos hoy hasta las 6:30 pm http://t.co/zQfxUKmf4y	['EN', 'EN', 'EN', 'NA', 'ES', 'ES', 'ES', 'ES', 'ES', 'ES', 'ES', 'ES', 'ES', 'ES', 'NA', 'EN', 'ES', 'ES', 'ES', 'ES', 'NA', 'ES', 'NA']	neutral
1111	1112	: para ti kronno de mio y de tus fans	['NA', 'ES', 'ES', 'NA', 'ES', 'ES', 'ES', 'ES', 'ES', 'EN']	positive
1112	1113	: Estas haciendo un part time como Payaso ?	['NA', 'ES', 'ES', 'ES', 'EN', 'EN', 'ES', 'ES', 'NA']	neutral
1113	1114	#selfie #SuperBowlSunday #SuperBowl con mi beba ! #daughter http://t.co/6jLwtkq8VQ	['EN', 'EN', 'NA', 'ES', 'ES', 'ES', 'NA', 'EN', 'NA']	positive
1114	1115	: Pues ha sido una sorpresa que youtube elija el vídeo de Five Nights rap como uno de los mas visto de youtube en 6 países d …	['NA', 'ES', 'ES', 'ES', 'ES', 'ES', 'ES', 'NA', 'ES', 'ES', 'ES', 'ES', 'EN', 'EN', 'EN', 'ES', 'ES', 'ES', 'ES', 'ES', 'ES', 'ES', 'NA', 'ES', 'NA', 'ES', 'ES', 'NA']	neutral
1115	1116	Zapiiiii I miss you golda	['EN', 'EN', 'EN', 'EN', 'ES']	negative
1116	1117	Prefiero ver que te comentes tu propio tweet a que te des tu mismo .	['ES', 'ES', 'ES', 'ES', 'ES', 'ES', 'ES', 'EN', 'ES', 'ES', 'ES', 'ES', 'ES', 'ES', 'NA']	neutral
1117	1118	: ¿ Podrá EEUU avanzar al 2do round sin Donovan ? Llena la quiniela de y adivinalo : http://t.co/iNozbLd4Lk …	['NA', 'NA', 'ES', 'NA', 'ES', 'ES', 'NA', 'EN', 'ES', 'NA', 'NA', 'ES', 'ES', 'ES', 'ES', 'ES', 'ES', 'NA', 'NA', 'NA']	neutral
1118	1119	Pues ya finalmente escuche el album completo de beiber .. . 👏🏻👏🏻👏🏻 props	['ES', 'ES', 'ES', 'ES', 'ES', 'ES', 'ES', 'ES', 'NA', 'NA', 'NA', 'NA', 'EN']	positive
1119	1120	Sobrevivimos a los 4 Parques ayer !! ! Hoy Pa Universal , Island y Hard Rock !! !	['ES', 'ES', 'ES', 'NA', 'ES', 'ES', 'NA', 'NA', 'ES', 'ES', 'NA', 'NA', 'EN', 'ES', 'EN', 'EN', 'NA', 'NA']	positive
1120	1121	: Esas sí fueron 48 horas increíbles . Gracias a y http://t.co/mjqHxYU7Wz ! #DroidTurbo #LatinGRAMMY #Ad	['NA', 'ES', 'ES', 'ES', 'NA', 'ES', 'ES', 'NA', 'ES', 'ES', 'ES', 'NA', 'NA', 'EN', 'EN', 'EN']	neutral
1121	1122	: ¿ QUIERES PARTICIPAR EN EL SORTEO DE LAS BAQUETAS FIRMADAS POR MELO ? ¡ A ESTE TWEET !	['NA', 'NA', 'ES', 'ES', 'ES', 'ES', 'ES', 'ES', 'ES', 'ES', 'ES', 'ES', 'NA', 'NA', 'NA', 'ES', 'ES', 'EN', 'NA']	positive
1122	1123	plaza del sol ? Las americas ? Mall of san juan ? Cual mallll te pone 😂😂	['ES', 'ES', 'ES', 'NA', 'ES', 'NA', 'NA', 'EN', 'EN', 'NA', 'NA', 'NA', 'ES', 'ES', 'ES', 'ES', 'NA']	positive
1123	1124	Lamento terriblemente que tenga estos problemas , yo puedo llamarle . Por favor síganos y envíeme un DM para asistirle . ~ MV	['ES', 'ES', 'ES', 'ES', 'ES', 'ES', 'NA', 'ES', 'ES', 'ES', 'NA', 'ES', 'ES', 'ES', 'ES', 'ES', 'ES', 'EN', 'ES', 'ES', 'NA', 'NA', 'NA']	positive
1124	1125	Acabo de ver la peli de Batman vs Superman en el cine y se merece un Rap .. .	['ES', 'ES', 'ES', 'ES', 'ES', 'ES', 'NA', 'EN', 'NA', 'ES', 'ES', 'ES', 'ES', 'ES', 'ES', 'ES', 'ES', 'NA', 'NA']	positive
1125	1126	necesito un nap para recuperarme de los naps de ayer	['ES', 'ES', 'EN', 'ES', 'ES', 'ES', 'ES', 'EN', 'ES', 'ES']	negative
1126	1127	jajaj true 😂	['ES', 'EN', 'NA']	negative
1127	1128	": cuando tuitea "" quiero alguien pa tener muchos date y pal cuddleeee "" I 'm over here like"	['NA', 'ES', 'ES', 'NA', 'ES', 'ES', 'ES', 'ES', 'ES', 'EN', 'ES', 'ES', 'EN', 'NA', 'EN', 'EN', 'EN', 'EN', 'EN']	positive
1128	1129	JAJAJAJAJ yo cuando vi tu cara .. yo shit shes on to me .. . deny deny mayday mayday L I E !	['ES', 'ES', 'ES', 'ES', 'ES', 'ES', 'NA', 'ES', 'EN', 'EN', 'EN', 'EN', 'EN', 'NA', 'NA', 'EN', 'EN', 'EN', 'EN', 'EN', 'EN', 'EN', 'NA']	negative
1129	1130	Se viene videazooooo !! !! ! en un rato lo tendréis en el canal !! ! ^^ UNCHARTED 4 RAP !!	['ES', 'ES', 'ES', 'NA', 'NA', 'NA', 'ES', 'ES', 'ES', 'ES', 'ES', 'ES', 'ES', 'ES', 'NA', 'NA', 'NA', 'EN', 'NA', 'EN', 'NA']	positive
1130	1131	": "" Te quiero a las 1:30 AM en casa "" http://t.co/5O0b16dcAO"	['NA', 'NA', 'ES', 'ES', 'ES', 'ES', 'NA', 'EN', 'ES', 'ES', 'NA', 'NA']	neutral
1131	1132	Hoy llega ella ! Una de mis favoritas .. . #laurapausini #gspartylatino #gspl15 #elvacilondelagatita …	['ES', 'ES', 'ES', 'NA', 'ES', 'ES', 'ES', 'ES', 'NA', 'NA', 'NA', 'EN', 'NA', 'ES', 'NA']	positive
1132	1133	omg en Garden Hills no hay luz que se supone que haga con mi vida	['EN', 'ES', 'NA', 'NA', 'ES', 'ES', 'ES', 'ES', 'ES', 'ES', 'ES', 'ES', 'ES', 'ES', 'ES']	neutral
1133	1134	: I could be so down for you , put so much effort into you but if you can n't reciprocate the effort . Takes two to tango . Goodbye .	['NA', 'EN', 'EN', 'EN', 'EN', 'EN', 'EN', 'EN', 'NA', 'EN', 'EN', 'EN', 'EN', 'EN', 'EN', 'EN', 'EN', 'EN', 'EN', 'EN', 'EN', 'EN', 'EN', 'NA', 'EN', 'EN', 'EN', 'ES', 'NA', 'EN', 'NA']	negative
1134	1135	: Pa ' mí que no sepas escribir bien es un turn off cabron .	['NA', 'ES', 'NA', 'ES', 'ES', 'ES', 'ES', 'ES', 'ES', 'ES', 'ES', 'EN', 'EN', 'ES', 'NA']	negative
1135	1136	: Olvidense del cumpleaños de twitter , hoy es el día internacional de los niños con sindrome de down . 💖	['NA', 'ES', 'ES', 'ES', 'ES', 'NA', 'NA', 'ES', 'ES', 'ES', 'ES', 'ES', 'ES', 'ES', 'ES', 'ES', 'ES', 'ES', 'EN', 'NA', 'NA']	positive
1136	1137	: con #black #relax #beer	['NA', 'ES', 'EN', 'EN', 'EN']	neutral
1137	1138	: es un bro 😹	['NA', 'ES', 'ES', 'EN', 'NA']	positive
1138	1139	Odio que los favorites sean freaking corazones 😑	['ES', 'ES', 'ES', 'EN', 'ES', 'EN', 'ES', 'NA']	negative
1139	1140	“ : #quemensaguey .. . Love you friend pero I want to 👊 right now http://t.co/CVjOl60UFv ” love u too . 😜✌️	['NA', 'NA', 'ES', 'NA', 'NA', 'EN', 'EN', 'EN', 'ES', 'EN', 'EN', 'EN', 'NA', 'EN', 'EN', 'NA', 'NA', 'EN', 'EN', 'EN', 'NA', 'NA']	neutral
1140	1141	: “ : OMG WTFFFFFFFF QUEEEEE ” WTF##	['NA', 'NA', 'NA', 'EN', 'EN', 'ES', 'NA', 'EN']	negative
1141	1142	velamusica #TeamSbs parada José Martí #elvacilondelagatita #hialeah	['ES', 'NA', 'ES', 'NA', 'NA', 'ES', 'EN']	neutral
1142	1143	: Accept the risen Jesus into your life . Even if you have been far away , take a small step towards him : he awaits you with o .. .	['NA', 'EN', 'EN', 'EN', 'NA', 'EN', 'EN', 'EN', 'NA', 'EN', 'EN', 'EN', 'EN', 'EN', 'EN', 'EN', 'NA', 'EN', 'EN', 'EN', 'EN', 'EN', 'EN', 'NA', 'EN', 'EN', 'EN', 'EN', 'ES', 'NA', 'NA']	positive
1143	1144	¡ Hola ! Los puntos son parte del programa Smart Rewards . Más información en este enlace : http://t.co/nOZNdK3pLF ~ AS	['NA', 'ES', 'NA', 'ES', 'ES', 'ES', 'ES', 'ES', 'ES', 'EN', 'EN', 'NA', 'ES', 'ES', 'ES', 'ES', 'ES', 'NA', 'NA', 'NA', 'ES']	positive
1144	1145	: Ahhh tru tru , no pensé en eso !! DALE !! Pues voy a llegar mas temprano entonces !	['NA', 'ES', 'ES', 'EN', 'NA', 'ES', 'ES', 'ES', 'ES', 'NA', 'ES', 'NA', 'ES', 'ES', 'ES', 'ES', 'ES', 'ES', 'ES', 'NA']	positive
1145	1146	Hay una chamaca ahí que lleva con el UF y el follow hace días , beba , you can stop , gracias	['ES', 'ES', 'ES', 'ES', 'ES', 'ES', 'ES', 'ES', 'EN', 'ES', 'ES', 'EN', 'ES', 'ES', 'NA', 'ES', 'NA', 'EN', 'EN', 'EN', 'NA', 'ES']	neutral
1146	1147	Me estoy quedando Zombie X_X Buenas noches ! ☺ ️🌙🌌	['ES', 'ES', 'ES', 'EN', 'NA', 'ES', 'ES', 'NA', 'NA', 'NA']	neutral
1147	1148	: mañana empieza mi senior year 🔥	['NA', 'ES', 'ES', 'ES', 'EN', 'EN', 'NA']	positive
1148	1149	#YSEA #teamfashion #stylistduo beatrizstylist y su servidora #music #m úsica #artistas #nuestrosninos … http://t.co/yKtNBK5xSb	['NA', 'EN', 'EN', 'NA', 'ES', 'ES', 'ES', 'EN', 'NA', 'ES', 'ES', 'ES', 'NA', 'NA']	neutral
1149	1150	: Last ASJ Olympics empiezan mañana 💔	['NA', 'EN', 'EN', 'NA', 'ES', 'ES', 'NA']	neutral
1150	1151	Seleccionando looks con Una vibra de los años 50 para los upfront #mun2 #menfashion #stylist #Armani #hugoboss y MAS	['ES', 'EN', 'ES', 'ES', 'ES', 'ES', 'ES', 'ES', 'NA', 'ES', 'ES', 'EN', 'NA', 'EN', 'EN', 'NA', 'NA', 'ES', 'ES']	positive
1151	1152	3Ra MEZCLA de Dj Sheriff #EXCLUSIVO #ElVacilonDeLaGatita te la Regalamos 305-550-9106	['NA', 'ES', 'ES', 'EN', 'EN', 'ES', 'ES', 'ES', 'ES', 'ES', 'NA']	neutral
1152	1153	Las fotos , snapchats , phhhoto o lo que sea que se tiran algunas tipas nada más para enseñar las tetas me la explota a un nivel sobrenatural .	['ES', 'ES', 'NA', 'EN', 'NA', 'EN', 'ES', 'ES', 'ES', 'ES', 'ES', 'ES', 'ES', 'ES', 'ES', 'ES', 'ES', 'ES', 'ES', 'ES', 'ES', 'ES', 'ES', 'ES', 'ES', 'ES', 'ES', 'ES', 'NA']	negative
1153	1154	lo has pintado con tipex ?	['ES', 'EN', 'ES', 'ES', 'NA', 'NA']	neutral
1154	1155	como estar en un forever ride de its a small world de Epcot	['ES', 'ES', 'ES', 'ES', 'EN', 'EN', 'ES', 'EN', 'EN', 'EN', 'EN', 'ES', 'EN']	positive
1155	1156	Me ha gustado un vídeo de de ( - EL SUPER DREAM TEAM CON ARENE ! ^^ | Juegos del Hambre |	['ES', 'ES', 'ES', 'ES', 'ES', 'ES', 'ES', 'NA', 'NA', 'ES', 'EN', 'EN', 'EN', 'ES', 'NA', 'NA', 'NA', 'NA', 'ES', 'ES', 'ES', 'NA']	neutral
1156	1157	Happy saturday everybody ! 🔆 Ya abiertos hoy atendemos hasta las 6:30 pm ! Te esperamos ! Malecón 123 y Olmedo local B19 http://t.co/JYLCnUoraX	['EN', 'EN', 'EN', 'NA', 'NA', 'ES', 'ES', 'ES', 'ES', 'ES', 'ES', 'NA', 'ES', 'NA', 'ES', 'ES', 'NA', 'NA', 'NA', 'ES', 'NA', 'ES', 'NA', 'NA']	positive
1157	1158	No hay Mac n ' Cheese en casa . #estonoesdedios	['ES', 'ES', 'NA', 'EN', 'NA', 'EN', 'ES', 'ES', 'NA', 'ES']	negative
1158	1159	Damn estoy super jukiá con phhhoto 😍	['EN', 'ES', 'ES', 'ES', 'ES', 'EN', 'NA']	positive
1159	1160	#afterparty #biltmore #premiosjuventud http://t.co/VJo31Slr1Y	['EN', 'EN', 'ES', 'NA']	neutral
1160	1161	es mi pimp .. jajaj love youu !	['ES', 'ES', 'ES', 'NA', 'ES', 'EN', 'EN', 'NA']	positive
1161	1162	Bromas telefónicas a YouTubers aquí :	['ES', 'ES', 'ES', 'EN', 'ES', 'NA']	neutral
1162	1163	Happy birthdayyy a Tamara María , ma favorite person .. Que tengas un día maravilloso , lleno de …	['EN', 'EN', 'EN', 'NA', 'NA', 'NA', 'EN', 'EN', 'EN', 'NA', 'ES', 'ES', 'ES', 'ES', 'ES', 'NA', 'ES', 'ES', 'NA']	positive
1163	1164	: Steph curry tiene las iniciales de su esposa en el dedo porque no puede usar su sortija durante el juego . Respect . http://t …	['NA', 'NA', 'NA', 'ES', 'ES', 'ES', 'ES', 'ES', 'ES', 'ES', 'ES', 'ES', 'ES', 'ES', 'ES', 'ES', 'ES', 'ES', 'ES', 'ES', 'ES', 'NA', 'EN', 'NA', 'NA', 'NA']	neutral
1164	1165	Okay eres vomitivo . Bye .	['ES', 'ES', 'ES', 'NA', 'EN', 'NA']	negative
1165	1166	Mi Vida Mega Mix ( Reggaeton ) by Wisin & Yandel , found with . Listen now : Throwback http://t.co/UR6XeTuzNb	['ES', 'ES', 'NA', 'EN', 'NA', 'ES', 'NA', 'EN', 'NA', 'NA', 'NA', 'NA', 'EN', 'EN', 'NA', 'EN', 'EN', 'NA', 'EN', 'NA']	neutral
1166	1167	LA I 'm here !! Ya lista en LA styling team para #elfactorx #styling #angieestiloteam	['NA', 'EN', 'EN', 'EN', 'NA', 'ES', 'ES', 'ES', 'NA', 'EN', 'EN', 'ES', 'NA', 'EN', 'NA']	positive
1167	1168	: AFTER PROM CON DE LAA GEEZYY 31 DE MAYO TAQUILLAS A LA VENTA PRONTO 787-637-2193 💥💥💥💥💥💥💥💥 …	['NA', 'EN', 'EN', 'ES', 'ES', 'ES', 'NA', 'NA', 'ES', 'ES', 'ES', 'ES', 'ES', 'ES', 'ES', 'NA', 'NA', 'NA']	positive
1168	1169	: #IAmThankfulFor mi mamita 👩🏻💘	['NA', 'EN', 'ES', 'ES', 'NA']	positive
1169	1170	: Foticos para las mejores fans de #PremiosTuMundo #Promos2013 #gabyespino fashionstylist #claudiazuleta ht …	['NA', 'ES', 'ES', 'ES', 'ES', 'EN', 'ES', 'ES', 'NA', 'NA', 'EN', 'NA', 'EN', 'NA']	positive
1170	1171	Almighty partió de nuevo .	['EN', 'ES', 'ES', 'ES', 'NA']	positive
