	Unnamed: 0	uid	sentence	lang	sentiment	translation
2137	2137	2138	Un weekend de playa alcohol y panas 🤘🏻	['ES', 'EN', 'ES', 'ES', 'ES', 'ES', 'ES', 'NA']	positive	And weekend of playa alcohol Y hot 🤘🏻
2138	2138	2139	Mis hermosas niñas #kidModel Imagen Modeling by La Gatita Regístrate para información en …	['ES', 'ES', 'ES', 'EN', 'ES', 'EN', 'EN', 'ES', 'ES', 'ES', 'ES', 'ES', 'ES', 'NA']	positive	What beautiful girls #kidModel Image Modeling by The cooked Sign up for information in …
2139	2139	2140	Permiso , como que terminé el season ?	['ES', 'NA', 'ES', 'ES', 'ES', 'ES', 'EN', 'NA']	positive	Permission , as what ended the season ?
2140	2140	2141	llegue al punto de estar molesta porque no fucking tengo sueño	['ES', 'ES', 'ES', 'ES', 'ES', 'ES', 'ES', 'ES', 'EN', 'ES', 'ES']	positive	I arrived al point of be upset why no fucking I&#39;ve got sleep
2141	2141	2142	Ni que tirarme un all nighter pa ' acompañar a mi jevo a estudiar . Hay que amarlo 💜	['ES', 'ES', 'ES', 'ES', 'EN', 'EN', 'ES', 'NA', 'ES', 'ES', 'ES', 'ES', 'ES', 'ES', 'NA', 'ES', 'ES', 'ES', 'NA']	positive	In what throw me and all nighter well ' accompany a me eat a to study . Hay what love him 💜
2142	2142	2143	Adriana se la sabe pero solo por joder no la va a seguir 🚶🏻 #itscool	['NA', 'ES', 'ES', 'ES', 'ES', 'ES', 'ES', 'ES', 'ES', 'ES', 'ES', 'ES', 'ES', 'NA', 'EN']	negative	Adriana with the You know but alone by fuck no the and a follow 🚶🏻 #itscool
2143	2143	2144	OMG !! ! Estuvo cool !	['EN', 'NA', 'NA', 'ES', 'EN', 'NA']	positive	OMG !! ! He was cool !
2144	2144	2145	"siempre hacen "" layaways "" , el cliente lo paga completo y cuando lo va a sacar le dicen que NO está disponible ?"	['ES', 'ES', 'NA', 'EN', 'NA', 'NA', 'ES', 'ES', 'ES', 'ES', 'ES', 'ES', 'ES', 'ES', 'ES', 'ES', 'ES', 'ES', 'ES', 'ES', 'ES', 'ES', 'ES', 'NA']	negative	"forever make "" layaways "" , the client it pay complete Y when it and a to withdraw the they say what NO it is available ?"
2145	2145	2146	¿ Qué fucking carajo yo hago despierta ?	['NA', 'ES', 'EN', 'ES', 'ES', 'ES', 'ES', 'NA']	positive	¿ What fucking fuck they I make wake up ?
2146	2146	2147	con las familias de South Dade . Felicidades a todos para las navidades .… http://t.co/cdXb90ne31	['ES', 'ES', 'ES', 'ES', 'EN', 'NA', 'NA', 'ES', 'ES', 'ES', 'ES', 'ES', 'ES', 'NA', 'NA']	positive	with the families of South Dade . Cheers a all for the Christmas .… http://t.co/cdXb90ne31
2147	2147	2148	Media horita para el nuevo vídeo en YellowMellow .. . 😏🔥	['ES', 'ES', 'ES', 'ES', 'ES', 'ES', 'ES', 'EN', 'NA', 'NA', 'NA']	positive	Media octopus for the new video in YellowMellow .. . 😏🔥
2148	2148	2149	Oficialmente en VACATION MODE FULL !! ! ✈️✈️✈️🎉🎉🍻😎👍👍	['ES', 'ES', 'EN', 'EN', 'EN', 'NA', 'NA', 'NA']	positive	Officially in VACATION MODE FULL !! ! ✈️✈️✈️🎉🎉🍻😎👍👍
2149	2149	2150	“ : Mala mia anibal por robartelo jaja ” jajaja tranquilo no hay problema . #nohardfeelings	['NA', 'NA', 'ES', 'ES', 'NA', 'ES', 'ES', 'ES', 'NA', 'ES', 'ES', 'ES', 'ES', 'ES', 'NA', 'EN']	positive	“ : She had my hannibal by steal it eggs ” LOL quiet no nice problem . #nohardfeelings
2150	2150	2151	Comenzó el fin de semana y nada mejor que compartir con tus mejores amigas !! !! ! #SALHUAclothing #madeinecuador http://t.co/NkxNDFQT8z	['ES', 'ES', 'ES', 'ES', 'ES', 'ES', 'ES', 'ES', 'ES', 'ES', 'ES', 'ES', 'ES', 'ES', 'NA', 'NA', 'NA', 'EN', 'EN', 'NA']	positive	Started the end of week Y anything better what to share with the top friends !! !! ! #SALHUAclothing #madeinecuador http://t.co/NkxNDFQT8z
2151	2151	2152	Soy una gorda , bye mundo ✌🏽️	['ES', 'ES', 'ES', 'NA', 'EN', 'ES', 'NA']	positive	Soy a gorda , bye world ✌🏽️
2152	2152	2153	Buenas noches Zombers ! Descansad ! Pronto nuevos Raps ! 😁 ❤	['ES', 'ES', 'EN', 'NA', 'ES', 'NA', 'ES', 'ES', 'EN', 'NA', 'NA', 'NA']	positive	Good nights Zombers ! rest ! Ready new Raps ! 😁 ❤
2153	2153	2154	Happy Monday desde 5:00 am contigo #elvacilondelaGatita	['EN', 'EN', 'ES', 'NA', 'ES', 'ES', 'ES']	positive	Happy Monday since 5:00 am with you #elvacilondelaGatita
2154	2154	2155	""" : Lamentarse por lo que no tenemos .. . es desperdiciar aquello que poseemos . "" TRUE !! !"	['NA', 'NA', 'ES', 'ES', 'ES', 'ES', 'ES', 'ES', 'NA', 'NA', 'ES', 'ES', 'ES', 'ES', 'ES', 'NA', 'NA', 'EN', 'NA', 'NA']	positive	""" : Lament by it what no we have .. . it is waste that what we own . "" TRUE !! !"
2155	2155	2156	Apartamento 317 . Shit 's gonna go doooooown ✨✨✨	['ES', 'NA', 'NA', 'EN', 'EN', 'EN', 'EN', 'EN', 'NA']	positive	Apartment 317 . Shit 's gonna go doooooown ✨✨✨
2156	2156	2157	dia de lluvia = chau voy a ser un vegetal con capacidad para comer y jugar a la play	['ES', 'ES', 'ES', 'NA', 'ES', 'ES', 'ES', 'ES', 'ES', 'ES', 'ES', 'ES', 'ES', 'ES', 'ES', 'ES', 'ES', 'ES', 'EN']	positive	is of rain = chau I go a to be and vegetable with ability for eat Y play a the play
2157	2157	2158	mañana está pa ' irnos pal colegial bien relax , darnos pal de beers , y jugar dominos	['ES', 'ES', 'ES', 'NA', 'ES', 'ES', 'ES', 'ES', 'ES', 'NA', 'ES', 'ES', 'ES', 'EN', 'NA', 'ES', 'ES', 'ES']	positive	morning it is well ' go away pal high school good relax , give us pal of beers , Y play dominos
2158	2158	2159	igualmente ! Happy day to u too !! !	['ES', 'NA', 'EN', 'EN', 'EN', 'EN', 'EN', 'NA', 'NA']	positive	equally ! Happy day to in too !! !
2159	2159	2160	Anda pal que cuteee 😭	['ES', 'ES', 'ES', 'EN', 'NA']	positive	You pal what cuteee 😭
2160	2160	2161	JAJAJAJAJAJAJAJAJJ CABRON FUCKING MAMABICHO TU VAS PAL INFIERNO .. . Pero jajaja ya se recuperaron tranki	['ES', 'ES', 'EN', 'ES', 'ES', 'ES', 'ES', 'ES', 'NA', 'NA', 'ES', 'ES', 'ES', 'ES', 'ES', 'ES']	positive	HAHAHAHAHAHAHAHAHA DUMBASS FUCKING MAMABICHO TU YOUR PAL HELL .. . But LOL of with recovered tranki
2161	2161	2162	“ : Happy birthday para mi estilista favorita 🎁🎉🎊🎂🎈🎈🎈🎈🎈🎈🎈🎈🎈🎈 que cumplas muchos mas 😘 ” gracias hermosa	['NA', 'NA', 'EN', 'EN', 'ES', 'ES', 'ES', 'ES', 'NA', 'ES', 'ES', 'ES', 'ES', 'NA', 'NA', 'ES', 'ES']	positive	“ : Happy birthday for me stylist favorite 🎁🎉🎊🎂🎈🎈🎈🎈🎈🎈🎈🎈🎈🎈 what fulfill Many but 😘 ” Thank you beautifull
2162	2162	2163	Muchas gracias , babyyy 🌸	['ES', 'ES', 'NA', 'EN', 'NA']	positive	Many Thank you , babyyy 🌸
2163	2163	2164	MAXIFALDA NEW*🍂🍁🍂 #salhuaclothing Pronto mas pics con nuestra nueva colección .. Esperalas .. . http://t.co/suD3MTx0DR	['ES', 'NA', 'EN', 'ES', 'ES', 'EN', 'ES', 'ES', 'ES', 'ES', 'NA', 'ES', 'NA', 'NA', 'NA']	positive	MAXIFALDA NEW*🍂🍁🍂 #salhuaclothing Ready but pics with our new collection .. wait for them .. . http://t.co/suD3MTx0DR
2164	2164	2165	Te llevo full .	['ES', 'ES', 'EN', 'NA']	positive	The wear full .
2165	2165	2166	Felizmente sacándome las cejas y papi entra a mi cuarto con el speech ; solo pensé en que si se me jodía una se iba a fucking formaaaal	['ES', 'ES', 'ES', 'ES', 'ES', 'ES', 'ES', 'ES', 'ES', 'ES', 'ES', 'ES', 'EN', 'NA', 'ES', 'ES', 'ES', 'ES', 'ES', 'ES', 'ES', 'ES', 'ES', 'ES', 'ES', 'ES', 'EN', 'ES']	positive	Happily taking me out the eyebrows Y papi goes into a me fourth with the speech ; alone think in what and with me fucked up a with others a fucking formal
2166	2166	2167	grax a dios si ! Dormí en el avión pq no tuve break	['ES', 'ES', 'ES', 'ES', 'NA', 'ES', 'ES', 'ES', 'ES', 'ES', 'ES', 'ES', 'EN']	positive	grax a god and ! I slept in the airplane pq no I had break
2167	2167	2168	Un Nuevo Dia .. . stylist : Angie Escamilla http://t.co/h6oBD8Ze	['ES', 'ES', 'ES', 'NA', 'NA', 'EN', 'NA', 'NA', 'NA', 'NA']	positive	And New Yes .. . stylist : Angie flake http://t.co/h6oBD8Ze
2168	2168	2169	1 mes y 17 días !! ! Omg !! !!	['NA', 'ES', 'ES', 'NA', 'ES', 'NA', 'NA', 'EN', 'NA', 'NA']	positive	1 we Y 17 days !! ! Omg !! !!
2169	2169	2170	Todo lo que hago lo hago con el corazón y ya vamos camino a 1.100.000 zombers ! 😱😱😱 F*CK FAME | KRONNO ❤ ️	['ES', 'ES', 'ES', 'ES', 'ES', 'ES', 'ES', 'ES', 'ES', 'ES', 'ES', 'ES', 'ES', 'ES', 'NA', 'EN', 'NA', 'NA', 'EN', 'EN', 'NA', 'EN', 'NA', 'NA']	positive	all it what I make it I make with the heart Y of we will road a 1.100.000 zombers ! 😱😱😱 F*CK FAME | KRONNO ❤ ️
2170	2170	2171	Look de viernes . #goredforwomen fight heart decease #red #rojo apoya la … http://t.co/0rIIe6EN0k	['EN', 'ES', 'ES', 'NA', 'EN', 'EN', 'EN', 'EN', 'EN', 'ES', 'ES', 'ES', 'NA', 'NA']	positive	Look of Friday . #goredforwomen fight heart decease #red #red supports the … http://t.co/0rIIe6EN0k
2171	2171	2172	Atención #hoollywood 6500 pines Blvd llegó con tus premios #Exclusive …	['ES', 'NA', 'NA', 'EN', 'NA', 'ES', 'ES', 'ES', 'ES', 'EN', 'NA']	positive	Attention #hoollywood 6500 pines Blvd I arrive with the prizes #Exclusive …
2172	2172	2173	No he podido subir el vlog , pero está editado . Mañana tendréis dos . 😁	['ES', 'ES', 'ES', 'ES', 'ES', 'EN', 'NA', 'ES', 'ES', 'ES', 'NA', 'ES', 'ES', 'ES', 'NA', 'NA']	positive	No he I have ride up the vlog , but it is edited . morning you will have From . 😁
2173	2173	2174	""" : 3 tiros y ninguno entro 😒 "" if you know what I mean ;)"	['NA', 'NA', 'NA', 'ES', 'ES', 'ES', 'ES', 'NA', 'NA', 'EN', 'EN', 'EN', 'EN', 'EN', 'EN', 'NA']	positive	""" : 3 shots Y none within 😒 "" if you know what I mean ;)"
2174	2174	2175	LUCKY ISLAND | LA PARTIDA MÁS ÉPICAS DEL MUNDO !! | Minecraft : vía	['EN', 'EN', 'NA', 'ES', 'ES', 'ES', 'ES', 'ES', 'ES', 'NA', 'NA', 'EN', 'NA', 'ES']	positive	LUCKY ISLAND | THE MATCH PLUS EPIC OF WORLD !! | Minecraft : via
2175	2175	2176	bello 🤗 jajaja gracias x el update	['ES', 'NA', 'ES', 'ES', 'ES', 'ES', 'EN']	positive	nice 🤗 LOL Thank you x the update
2176	2176	2177	Royal Dress + pretty woman + beatiful day = perfection . #diasdulces Un vestido nuevo para cada …	['EN', 'EN', 'NA', 'EN', 'EN', 'NA', 'EN', 'EN', 'NA', 'EN', 'NA', 'ES', 'ES', 'ES', 'ES', 'ES', 'ES', 'NA']	positive	Royal Dress + pretty woman + beatiful day = perfection . #sweetdays And dress new for each …
2177	2177	2178	esta cabron yo estaria bien encojonau 😂😂 exito ahi men , se te extraña	['ES', 'ES', 'ES', 'ES', 'ES', 'ES', 'NA', 'ES', 'ES', 'EN', 'NA', 'ES', 'ES', 'ES']	positive	is dumbass they would be good encojonau 😂😂 success oh men , with the strange
2178	2178	2179	"eres mas cool .. Tienes 3 "" super "" antes del "" cool """	['ES', 'ES', 'EN', 'NA', 'ES', 'NA', 'NA', 'ES', 'NA', 'ES', 'ES', 'NA', 'EN', 'NA']	positive	"are but cool .. You have 3 "" super "" before of "" cool """
2179	2179	2180	Conoces a alguien así #share http://t.co/YlXjWOLSWT	['ES', 'ES', 'ES', 'ES', 'EN', 'NA']	positive	You know a someone So #share http://t.co/YlXjWOLSWT
2180	2180	2181	The rise of the Tomb Raider hoy va a ser mi nana para poder dormir 🎵🎶🎮 ❤ ️	['EN', 'EN', 'EN', 'EN', 'NA', 'EN', 'ES', 'ES', 'ES', 'ES', 'ES', 'ES', 'ES', 'ES', 'ES', 'NA', 'NA', 'NA']	neutral	The rise of the Tomb Raider today and a to be me nana for can sleep 🎵🎶🎮 ❤ ️
2181	2181	2182	Wow ELLOS lo Q estan haciendo es limpiando la casa para solo dejar lo NUEVO .. .	['EN', 'ES', 'ES', 'ES', 'ES', 'ES', 'ES', 'ES', 'ES', 'ES', 'ES', 'ES', 'ES', 'ES', 'ES', 'NA', 'NA']	positive	Wow THEY it Q they are making it is Cleaning the House for alone let it NEW .. .
2182	2182	2183	thanks por ese cariño ..	['EN', 'ES', 'ES', 'ES', 'NA']	positive	thanks by that sweetie ..
2183	2183	2184	Tengo que hacer un lab de fisica .. .. But ma bed 😫 and the weather plus no tengo ganas 😫😫😫😫 #help	['ES', 'ES', 'ES', 'ES', 'ES', 'ES', 'ES', 'NA', 'NA', 'EN', 'EN', 'EN', 'NA', 'EN', 'EN', 'EN', 'EN', 'ES', 'ES', 'ES', 'NA', 'EN']	neutral	I&#39;ve got what do and lab of physics .. .. But and bed 😫 and the weather plus no I&#39;ve got desire 😫😫😫😫 #help
2184	2184	2185	My new sounds : La Gatita Pranks her own Mother http://t.co/wQmBwB67Ar on #SoundCloud	['EN', 'EN', 'EN', 'NA', 'ES', 'ES', 'EN', 'EN', 'EN', 'EN', 'NA', 'EN', 'EN']	positive	My new sounds : The cooked Pranks her own Mother http://t.co/wQmBwB67Ar on #SoundCloud
2185	2185	2186	No veo la hora de graduarme y acabar high school	['ES', 'ES', 'ES', 'ES', 'ES', 'ES', 'ES', 'ES', 'EN', 'EN']	positive	No I see the hour of graduate Y finish high school
2186	2186	2187	* cough * rata * cough *	['NA', 'EN', 'NA', 'ES', 'NA', 'EN', 'NA']	positive	* cough * flat * cough *
2187	2187	2188	Soy tan burra que haciéndo ejercicio me metí con un puto dumbbell en el hombro . Todavía me duele .	['ES', 'ES', 'ES', 'ES', 'ES', 'ES', 'ES', 'ES', 'ES', 'ES', 'ES', 'EN', 'ES', 'ES', 'ES', 'NA', 'ES', 'ES', 'ES', 'NA']	positive	Soy tan men what making exercise me I put with and I think dumbbell in the shoulder . Yet me hurts .
2188	2188	2189	Un día sin trabajo ni uni , esto no es algo que se ve todos los días	['ES', 'ES', 'ES', 'ES', 'ES', 'EN', 'NA', 'ES', 'ES', 'ES', 'ES', 'ES', 'ES', 'ES', 'ES', 'ES', 'ES']	negative	And day sin worked in him , this no it is something what with ve all the days
2189	2189	2190	ALEJAOS DE LOS HATERS , AMORES . ALEJAOS . 🚷	['ES', 'ES', 'ES', 'EN', 'NA', 'ES', 'NA', 'ES', 'NA', 'NA']	positive	ALEJAOS OF THE HATERS , LOVES . ALEJAOS . 🚷
2190	2190	2191	Good day !! Que tal sombisitos ?? 😁	['EN', 'EN', 'NA', 'ES', 'ES', 'ES', 'NA', 'NA']	positive	Good day !! What of zombies ?? 😁
2191	2191	2192	nene que annoying	['ES', 'ES', 'EN']	positive	nene what annoying
2192	2192	2193	ayyyy 😭 pichea anatomyyy	['ES', 'NA', 'ES', 'EN']	positive	ayyyy 😭 Piche anatomyyy
2193	2193	2194	me llamaron para que no trabaje hoy , omg	['ES', 'ES', 'ES', 'ES', 'ES', 'ES', 'ES', 'NA', 'EN']	positive	me they called for what no work today , omg
2194	2194	2195	Madre mía .. . La nueva canción con IS FUCKING DOPE ! LOVE IT ! ❤❤❤ Si os lo pudiera enseñar alguno/a moriría de tanta perfección .	['ES', 'ES', 'NA', 'NA', 'ES', 'ES', 'ES', 'ES', 'EN', 'EN', 'EN', 'NA', 'EN', 'EN', 'NA', 'NA', 'ES', 'ES', 'ES', 'ES', 'ES', 'ES', 'ES', 'ES', 'ES', 'ES', 'NA']	positive	Mother tight .. . The new song with IS FUCKING DOPE ! LOVE IT ! ❤❤❤ And you it could to teach some I would die of so much perfection .
2195	2195	2196	Love U mas baby ! See U soon .. .	['EN', 'EN', 'ES', 'EN', 'NA', 'EN', 'EN', 'EN', 'NA', 'NA']	positive	Love IN but baby ! See IN soon .. .
2196	2196	2197	No one gives a fuck thanks , xoxo	['ES', 'EN', 'EN', 'EN', 'EN', 'EN', 'NA', 'EN']	positive	No one gives a fuck thanks , xoxo
2197	2197	2198	Necesito un beach partner	['ES', 'ES', 'EN', 'EN']	neutral	Needed and beach partner
2198	2198	2199	Vamos Arriba Familia Bendiciónes Friday #elvacilondelaGatita Encargados de Levantar tu ánimo …	['ES', 'ES', 'ES', 'ES', 'EN', 'ES', 'ES', 'ES', 'ES', 'ES', 'ES', 'NA']	positive	We will Up Family Blessings Friday #elvacilondelaGatita managers of Rise that cheer up …
2199	2199	2200	Es un joke . Bye .	['ES', 'ES', 'EN', 'NA', 'EN', 'NA']	neutral	It is and joke . Bye .
2200	2200	2201	Definitely changing this 9 o 'clock class to laterin the day	['EN', 'EN', 'EN', 'NA', 'ES', 'EN', 'EN', 'EN', 'EN', 'EN', 'EN']	positive	Definitely changing this 9 O 'clock class to of the later the day
2201	2201	2202	Si van pa plaza mucha paciencia el tapón esta heavy para entrar por todas partes	['ES', 'ES', 'ES', 'ES', 'ES', 'ES', 'ES', 'ES', 'ES', 'EN', 'ES', 'ES', 'ES', 'ES', 'ES']	positive	And from well plaza a lot patience the plug is heavy for log in by all parts
2202	2202	2203	de aduanas ! me dijo mi padre que ha tenido problemas con mexico y chile ! manda mail al correo de la tienda y te ayudará ❤ ️ 2/2	['ES', 'ES', 'NA', 'ES', 'ES', 'ES', 'ES', 'ES', 'ES', 'ES', 'ES', 'ES', 'NA', 'ES', 'NA', 'NA', 'ES', 'EN', 'ES', 'ES', 'ES', 'ES', 'ES', 'ES', 'ES', 'ES', 'NA', 'NA', 'NA']	neutral	of customs ! me said me father what he has Dyed problems with mexico Y chile ! sends mail al mail of the store Y the help to ❤ ️ 2/2
2203	2203	2204	Colombia get ready ! ❤ ️ ( obviemos las caras de psicópatas ) Bogotá , Colombia	['NA', 'EN', 'EN', 'NA', 'NA', 'NA', 'NA', 'ES', 'ES', 'ES', 'ES', 'ES', 'NA', 'NA', 'NA', 'NA']	neutral	Colombia get ready ! ❤ ️ ( let&#39;s ignore the faces of psychopaths ) Bogota , Colombia
2204	2204	2205	Yes jajajjajajajajja	['EN', 'ES']	positive	Yes jajajajajajajajajajajajajajajajaja
2205	2205	2206	Dios Santo ! Si ustedes mis oyentes me siguen consintiendo y llevándome gustosos al show …	['ES', 'ES', 'NA', 'ES', 'ES', 'ES', 'ES', 'ES', 'ES', 'ES', 'ES', 'ES', 'ES', 'ES', 'EN', 'NA']	positive	God Holy ! And your what listeners me follow consenting Y taking me tasty al show …
2206	2206	2207	naps en la playa make everything better	['EN', 'ES', 'ES', 'ES', 'EN', 'EN', 'EN']	positive	naps in the playa make everything better
2207	2207	2208	""" Kiss her in the middle of her sentence , girls love that shit .. . "" me lo imagino asi girl : "" I 've got .. . "" boy : * kisses her * girl : "" mono "" JAJAJA"	['NA', 'EN', 'EN', 'EN', 'EN', 'EN', 'EN', 'EN', 'EN', 'NA', 'EN', 'EN', 'EN', 'EN', 'NA', 'NA', 'NA', 'ES', 'ES', 'ES', 'ES', 'EN', 'NA', 'NA', 'EN', 'EN', 'EN', 'NA', 'NA', 'NA', 'EN', 'NA', 'NA', 'EN', 'EN', 'NA', 'EN', 'NA', 'NA', 'ES', 'NA', 'ES']	positive	""" Kiss her in the middle of her sentence , girls love that shit .. . "" me it I imagine but girl : "" I 've got .. . "" boy : * kisses her * girl : "" mono "" LOL"
2208	2208	2209	Mi madre y mi perro cogiendo unos mega power naps y yo pues estudiando .	['ES', 'ES', 'ES', 'ES', 'ES', 'ES', 'ES', 'ES', 'EN', 'EN', 'ES', 'ES', 'ES', 'ES', 'NA']	positive	Me mother Y me dog fucking some mega power naps Y they well studying .
2209	2209	2210	Nuestra vista !! ! #vacation http://t.co/uRNNcqFg3q	['ES', 'ES', 'NA', 'NA', 'EN', 'NA']	positive	Our vista !! ! #vacation http://t.co/uRNNcqFg3q
2210	2210	2211	Despues de midterms , esta clase perdió mitad de los estudiantes .	['ES', 'ES', 'EN', 'NA', 'ES', 'ES', 'ES', 'ES', 'ES', 'ES', 'ES', 'NA']	positive	Later of midterms , is class lost half of the students .
2211	2211	2212	No bueno ! #sickness #sucks http://t.co/PlqvHyr4ry	['ES', 'ES', 'NA', 'EN', 'EN', 'NA']	negative	No Okay ! #sickness #sucks http://t.co/PlqvHyr4ry
2212	2212	2213	Le dais cariño con un ZOMBILIKE ! INFAMOUS SECOND SON | KRONNO ZOMBER | ¿ HEROE O VILLANO ?	['ES', 'ES', 'ES', 'ES', 'ES', 'EN', 'NA', 'EN', 'EN', 'EN', 'NA', 'EN', 'EN', 'NA', 'NA', 'ES', 'ES', 'ES', 'NA']	positive	The dais sweetie with and Report to him ! INFAMOUS SECOND SON | KRONNO ZOMBER | ¿ HERO O VILLAIN ?
2213	2213	2214	Un weekend sola con papi 💆🏽 let 's see how this goes	['ES', 'EN', 'ES', 'ES', 'ES', 'NA', 'EN', 'EN', 'EN', 'EN', 'EN', 'EN']	neutral	And weekend alone with papi 💆🏽 let 's see how this goes
2214	2214	2215	i cant . Yo amo a la mia jajaja	['EN', 'EN', 'NA', 'ES', 'ES', 'ES', 'ES', 'ES', 'ES']	positive	i cant . They amo a the my LOL
2215	2215	2216	Meeting creativa con director del nuevo video musical Looks de vestuario y mas !	['EN', 'ES', 'ES', 'ES', 'ES', 'ES', 'ES', 'ES', 'EN', 'ES', 'ES', 'ES', 'ES', 'NA']	positive	Meeting creative with director of new video musical Looks of locker room Y but !
2216	2216	2217	Amen ! #quote #elvacilondelagatita	['ES', 'NA', 'EN', 'ES']	positive	Amen ! #quote #elvacilondelegatita
2217	2217	2218	tíos el vlog de hoy dura 12 minutos no sé creo que me he vuelto loca o algo ayuda por favor	['ES', 'ES', 'EN', 'ES', 'ES', 'ES', 'NA', 'ES', 'ES', 'ES', 'ES', 'ES', 'ES', 'ES', 'ES', 'ES', 'ES', 'ES', 'ES', 'ES', 'ES']	negative	uncles the vlog of today dura 12 minutes no see I think what me he turned loca O something aid by favor
2218	2218	2219	Mis malas decisiones han terminado better than expected	['ES', 'ES', 'ES', 'ES', 'ES', 'EN', 'EN', 'EN']	neutral	What lazy decisions he finished better than expected
2219	2219	2220	De viaje or like to live ?	['ES', 'ES', 'EN', 'EN', 'EN', 'EN', 'NA']	positive	Of trip or like to live ?
2220	2220	2221	Buenos dias Zombers !! ! ☀️☀️ Madre mía como tenemos el canal ! Está que arde !! 🔥🔥 Thanks ! ❤ ️	['ES', 'ES', 'EN', 'NA', 'NA', 'NA', 'ES', 'ES', 'ES', 'ES', 'ES', 'ES', 'NA', 'ES', 'ES', 'ES', 'NA', 'NA', 'EN', 'NA', 'NA', 'NA']	positive	Good days Zombers !! ! ☀️☀️ Mother tight as we have the canal ! it is what burn !! 🔥🔥 Thanks ! ❤ ️
2221	2221	2222	tu sabes como es baby ! Hasta abajo	['ES', 'ES', 'ES', 'ES', 'EN', 'NA', 'ES', 'ES']	neutral	that you know as it is baby ! Until down
2222	2222	2223	Ultima entrevista del dia y siempre Muy #fashion el muneco http://t.co/3mDZn25b	['ES', 'ES', 'ES', 'ES', 'ES', 'ES', 'ES', 'EN', 'ES', 'ES', 'NA']	positive	Last interview of is Y forever Very #fashion the muneco http://t.co/3mDZn25b
2223	2223	2224	Ya hemos llegado !! Pos ahora no lo subo porque soy un niño gangster ! 😎	['ES', 'ES', 'ES', 'NA', 'ES', 'ES', 'ES', 'ES', 'ES', 'ES', 'ES', 'ES', 'ES', 'EN', 'NA', 'NA']	neutral	Of we have arrived !! Pos now no it mouthful why soy and little boy gangster ! 😎
2224	2224	2225	Cuando salcas la lengua y te hechas un selfie para instagram !! 😁 http://t.co/mJFA7wFo5l	['ES', 'ES', 'ES', 'ES', 'ES', 'ES', 'ES', 'ES', 'EN', 'ES', 'NA', 'NA', 'NA', 'NA']	positive	When salcas the language Y the made and selfie for instagram !! 😁 http://t.co/mJFA7wFo5l
2225	2225	2226	si mano , eso está cabrón pero ya yo tengo todas mis clases por lo menos so un estrés menos 😅	['ES', 'ES', 'NA', 'ES', 'ES', 'ES', 'ES', 'ES', 'ES', 'ES', 'ES', 'ES', 'ES', 'ES', 'ES', 'ES', 'EN', 'ES', 'ES', 'ES', 'NA']	positive	and thousand , it&#39;s it is dumbass but of they I&#39;ve got all what lessons by it any less so and stress any less 😅
2226	2226	2227	“ : Este es el #look de hoy en vengo de #Animalprint q les parece ? http://t.co/BoOPlnHW ” love it !	['NA', 'NA', 'ES', 'ES', 'ES', 'EN', 'ES', 'ES', 'ES', 'ES', 'ES', 'EN', 'ES', 'ES', 'ES', 'NA', 'NA', 'NA', 'EN', 'EN', 'NA']	neutral	“ : It is it is the #look of today in I come of #Animalprint q them looks ? http://t.co/BoOPlnHW ” love it !
2227	2227	2228	tu vacilas a Juliana verbalmente y a mi me buleas fisicamente .. Take your pick right	['ES', 'ES', 'ES', 'NA', 'ES', 'ES', 'ES', 'ES', 'ES', 'ES', 'ES', 'NA', 'EN', 'EN', 'EN', 'EN']	positive	that you hesitate a Juliana verbally Y a me me buleas physically .. Take your pick right
2228	2228	2229	Pero q pelota de calor hace !! ! Verano , playa y ron FULL !!	['ES', 'ES', 'ES', 'ES', 'ES', 'ES', 'NA', 'NA', 'ES', 'NA', 'ES', 'ES', 'ES', 'EN', 'NA']	positive	But q ball of heat does !! ! Summer , playa Y ron FULL !!
2229	2229	2230	#Quote #ElVacilondelaGatita	['EN', 'ES']	positive	#Quote #ElVacilondelaGatita
2230	2230	2231	Me siento libre con lo que soy y estoy segura de lo que puedo conquistar !! #womanpower Urban Vibes Collection	['ES', 'ES', 'ES', 'ES', 'ES', 'ES', 'ES', 'ES', 'ES', 'ES', 'ES', 'ES', 'ES', 'ES', 'ES', 'NA', 'EN', 'EN', 'EN', 'EN']	positive	Me I feel free with it what soy Y am safe of it what Can I to conquer !! #womanpower Urban Vibes Collection
2231	2231	2232	Se enfoca en su flow	['ES', 'ES', 'ES', 'ES', 'EN']	neutral	Se focus in are flow
2232	2232	2233	Promocionando mi work 🤔👌🏿😎	['ES', 'ES', 'EN', 'NA']	positive	promoting me work 🤔👌🏿😎
2233	2233	2234	Scandal Season 5 Episode 6 Promo 5x06 Promo via // I NEED THISSSSS NOW	['EN', 'EN', 'NA', 'EN', 'NA', 'EN', 'NA', 'EN', 'ES', 'NA', 'EN', 'EN', 'EN', 'EN']	positive	Scandal Season 5 Episode 6 Promo 5x06 Promo via // I NEED THISSSSS NOW
2234	2234	2235	"by "" Happy Hour with #funtimes #happytimes #happyhour "" via instareposts mean … http://t.co/zJREHdUtpu"	['EN', 'NA', 'EN', 'EN', 'EN', 'EN', 'EN', 'EN', 'NA', 'ES', 'EN', 'EN', 'NA', 'NA']	positive	"by "" Happy Hour with #funtimes #happytimes #happyhour "" via instareposts mean … http://t.co/zJREHdUtpu"
