	Unnamed: 0	Unnamed: 0.1	sentence	sentiment	transliteration	translation
396	396	396	Ikka fan alla ennalum ith ikkade etavum valiya blockbuster avate Ennan agraham	positive	ഇക്കാ ഫന അല്ലാ എന്നലുംമ ഇത ഇക്കാഡ് ഏതാവമ വാലീയാ ബ്ലാക്ക്ബസ്റ്റര് അവതേ എന്നന അഗ്രഹമ	Ika Fana no but also This Icad What is Wallia Blackbuster That&#39;s it Enna Greed
397	397	397	Trailor ok ...kozapilla enni movie kandal ariyam	neutral	ട്രേല്ര് ഓക കോസപില്ലാ എന്നീ മോവീഏ കന്ദല് അരിയമ	The trailer Oka There is no reason and The movie Kandal Arima
398	398	398	Mammmokhaaa 69 vayyas ayye annetum look entaa ponooo	positive	മമോഖാ 69 വയ്യാസ അയ്യേ അന്നേതുമ ലൂക എന്ടാ പോനൂ	Mamokha 69 Vayyasa Aye That&#39;s it Luke what go on
399	399	399	cinema virodhikal dislike aayittu ethiyalo.. nthado nannaavaathe.. ikkayeyum ettaneyum verukaan ngane pattunnu keedangale..??	positive	സിനേമാം വിരോധീകല ഡിസ്ലീകേ ആയിത്തു എതീയാലോ ന്ഥാഡോ നന്നാവാത ഇക്ക്യേയുംമ ഏത്തനേയുംമ വേരുകാന നഗണേ പത്തുന്നു കിദാംഗേല	cinema antithesis Dislike became What if Nthado good wind That&#39;s all Anyone take root Don&#39;t look ten days Kidangela
400	400	400	Ithilum nallath pulimurugan trailer onnoode kanunnath aayirunnu	negative	ഇതിലുമ നല്ലത പുലിമുരുഗന ട്രേല്ര് ഓംനൂഡേ കനുന്നാഥ ആയീരുനനു	In this too goodness Pulimurugana The trailer Omniday Kanunnatha Ayiruna
401	401	401	Lalettnje engne kanan agrahichu ath angne namnal kandu	positive	ലാലെട്ട്ന്ജേ ഇംഗ്ന് കാനന അഗ്രഹീചു അഥ അംഗനേ നമനല് കാണ്ഡു	Laletnje Eng Canon Understood Atha Angan Namanal Kandu
402	402	402	Dislike alla lappantta makkalum anta nadu veral നമസ്കാരം	negative	ഡിസ്ലീകേ അല്ലാ ലാപ്പാന്ത്താ മക്കാലുംമ അംത നാദു വേറല് നമസകര	Dislike no Lapanta McCallum Amta Nadu different Namasakara
403	403	403	Enatammo pwoli itemm marana mass trailer	positive	ഏനതാമ്മോ പ്വോലി ഇതേമ്മ മാരാനാ മാസ ട്രേല്ര്	What are you doing? Powley This mother Marana month The trailer
404	404	404	FDFS locked ഒറ്റ പേര് Megastar Mamookka	positive	ഫ്ദ്ഫ്സ ലോക്കെഡ് ഒററ പര മേഗാസ്തര് മമൂക്കാ	Fdfsa Locked Orara Para Megastar Momoka
405	405	405	Inganathe oru padathin vendi aayirunnu kaathiripp...avanteyokke.. friendshipum..romanceum...chaliyum..masalayum.. kand maduth	positive	ഇന്ഗനാഥ ഓരു പദതീന വേന്ദീ ആയീരുനനു കാതീരീപ്പവന്തേയോക്കേ ഫ്രീഏന്ദശീപുമ്റൊമാന്സുമചലീയുമ്മസലയുംമ കംദ മദുത	Inganatha one Padina Wendy Ayiruna Katheerippavantheyoke Freeendshipumromancemachaleeummasalayumma Kamda Maduta
406	406	406	Lalettan massaaa verum Mass Alla kolamass lalettan ki jaiiii	positive	ലാലെത്തന മസാ വേരുമ മാസ അല്ലാ കോലാമസ ലാലെത്തന കി ജി	Lalethana Masa Varuma month no Kolamasa Lalethana K G
407	407	407	Ethra Alinja oru padam Mr mammotty nirthi poekode do🤬🤬🤬🤬🤬🤬🤬🤬🤬🤬🤬🤬🤬🤬🤬🤬🤬🤬🤬🤬🤬🤬🤬🤬🤬🤬🤬🤬	negative	ഏത്രാ അലിന്ജാ ഓരു പദമ മ്ര മമ്മോട്ടി നീര്ഥീ പോഏകോഡ ഡോ	Which one? Alinja one Padma Mr Mammootty Neerthi Poekoda Dr
408	408	408	Polichu trailer by suriya fan padam polikum	positive	പോളിചു ട്രേല്ര് ബി സുരിയാ ഫന പദമ പോളികുമ	Polichu The trailer B Suriya Fana Padma Polykuma
409	409	409	Oru reksham ella masss atra parayan epol patuuuuuuu laletan polychu	positive	ഓരു രേക്ഷമ ഏല്ലാ മാസ അത്ര പരായണ എപോല പതൂ ലാലേതന പോലയ്ചു	one Longitudinal Ella month That&#39;s it Recitation when Patoo Laletana like
410	410	410	Trailer kaanikan udheshichavar padam full kaanichu ithilude...best	neutral	ട്രേല്ര് കാനീകാന ഉധേശീചാവര പദമ ഫുഅല കാനീചു ഇഥീലുദേബസ്റ്റ്	The trailer Canicana Intention Padma Fuala Kaniechu Ethylodebust
411	411	411	Super trailer avasanam guhan vannnu orginality kalanju	neutral	സൂപ്പര് ട്രേല്ര് അവസനമ ഗുഹന വനനു ഓര്ജിനാലിറ്റി കലംജു	Super The trailer The ending Cave to the forest Originality Kalamju
412	412	412	Ooh!! Mass ennoke paranjal para masss... Lalettan kiii	positive	ഊഹ മാസ എന്നോകേ പരംജല പാരാ മാസ ലാലെത്തന കീ	guess month That&#39;s it Paramjala Para month Lalethana Key
413	413	413	dhe ithayrunnu njangalkku vendathu <3 rajuvetta thank you so much <3 lalettan <3	positive	ധേ ഈതായ്രുന്നു ന്ജംഗ്ലക്കും വേന്ദതും 3 രാജുവേത്താ താംക യൂ സോ മുച 3 ലാലെത്തന 3	Dhe This was it Njunglakum Venda too 3 Rajuvetha Tamka Yu So Three 3 Lalethana 3
414	414	414	Trailer Iranghum munbe lalappans Dislike Adikkunnath Kando . Ithil ninnum Manassilakkam Rajaye Lalappans Pedikkunnu Ennu🤣🤣	negative	ട്രേല്ര് ഇറാന്ഘമ മുന്ബെ ലാലാപ്പംസ ഡിസ്ലീകേ ആദിക്കുംന്നഥ കംഡോ  ഇതില നീന്നമ മനസ്സീലക്കമ രാജയേ ലാലാപ്പംസ പേടിക്കുന്നു എന്നു	The trailer Iranghama before Lalapamsa Dislike Adikumnnatha comedo In this the length Consciousness King Lalapamsa afraid that
415	415	415	Nalla oru survival movie avum enn pratheekshikunnu	positive	നല്ലാ ഓരു സുര്വിവാല മോവീഏ അവമ ഏന പ്രഥീക്ശീകുന്നു	good one Survivala The movie Avama Ena Waiting
416	416	416	Enta ponoooo  enna lookaaaaa	positive	എന്താ പോനൂ  ഏനനാ ലൂകാ	what go on Enana Luke
417	417	417	E Padam Hit avunnu e Trailer kandittu thonnunna #LalettanFans Hit #LIKE #SpikerzTraveller	positive	ഏ പദമ ഹിത അവുന്നു ഏ ട്രേല്ര് കംഡിത്തു തോന്നുംന്നാ ലാലെട്ടാന്വംസ ഹിത ലീകേ സ്പൈകേരിട്രാവേല്ലര്	A Padma Hita He is A The trailer Kanditu It seems Lalettan family Hita Leakey Spykery Traveler
418	418	418	Kandittu malayala cinimak nalloru savidayakan koodi kittum ennoru thonal	positive	കംഡിത്തു മലയലാ സിനിമക നല്ലോരു സാവിദായകന കൂഡി കിത്തുംമ എന്നോരു ഥോണാല്	Kanditu Malayalam Movie good one Public service too Kitumma Someone Thonal
419	419	419	Njan kandukondee irikunnu... vendum vendum.. vere aarenkilm undo ennae pole....	positive	ന്ജന കംദുകോന്ദീ ഇരീകുന്നു വേംദുമ വേംദുമ വേരാ ആരേന്കീലമ ഉന്ഡോ എന്നഐ പോല	Njana Kamdukondi Looking Venduma Venduma Vera Who are you? undo I like
420	420	420	Vineeth ettante film aayathukondu super aayirikum urappaaa	positive	വിനീത ഏട്ടാന്തേ ഫിലമ ആയാതുകോംദു സൂപ്പര് ആയിരികുമ ഉരാപ്പാ	Humble Eighteen Filma Ayatukomdu Super will be Urappa
421	421	421	Ini releasine vendi katta waiting 🤩	positive	ഇനീ റേലിയാസീനേ വേന്ദീ കട്ടാ വൈറ്റിങ് 	You Raeliacinae Wendy Kata Whiting
422	422	422	Aadhyam lalettante kude Lucifer...Ippo mammukayude koode ith....Rajuvettaaa	positive	ആധ്യമ ലാലെട്ടാന്തേ കുദേ ലുസിഫേരിപ്പോ മമ്മുകായുഡേ കൂഡേ ഇത്രാജുവേത്താ	Adhyam Laletante Kude Lucifer Mammukayuday Also Itrajuvetha
423	423	423	Padathil animation undenn paranjappo ethreem karutheela   Ikka super	positive	പദതില എനിമതേഷന് ഉന്ദേന്ന പരംജപ്പോ എത്രീമ കരുതീലാ   ഇക്കാ സൂപ്പര്	There is no word For animation Undenna Paramjapo how much Think Ika Super
424	424	424	Time @2:03 am....ethu kanditteee urangan pogunullu.....nale Kanan bakki vachillaa ennu thannee kanannm.... waiting to see #lal	positive	തിമ 203 അമേതും കംഡിത്തി ഉരാംഗന പോഗുനുല്ലുനാലേ കാനന ബക്കീ വാചില്ലാ എന്നു ഠാന്നീ കനനന്മ വൈറ്റിങ് ടോ സീ ലാല്	Tima 203 Amethyst Kandithi Urangana By the way Canon Bucky speechless that Uncle Kanananma Whiting To Sea Lal
425	425	425	Kolakkollliiii  trailer kand njettiyavr aarund	positive	കോലാക്കോല്ലീ  ട്രേല്ര് കംദ ന്ജെത്തീയവ്ര ആരുണ്ട്	Kolakallee The trailer Kamda Njetiyavra who is
426	426	426	EE  oonam ETT!M@@N! KONDUPOOKUM THERRCHA.....	positive	ഈം  ഊനമ ഏതുമന കോണ്ടുപുകുമ തെറ്ര്ചാ	Ahem Weakness Any mind Kondupukuma Wrong
427	427	427	ikka ningal enthina ingane njangale romanjam kollikane🤗	positive	ഇക്കാ നീന്ഗല എന്ഥീനാ ഇന്ഗണേ ന്ജംഗേല റോമംജമ കോലികാനേ	Ika Ningala Why? so Njangela Romamjama Kolikane
428	428	428	Ettan kurch koode perfect akum enn vicharikunu by H	neutral	ഏത്തന കുര്ച കൂഡേ പേരാക്ട് അകുമ ഏന വിചരികുനു ബി ഹ	What is it? short Also Peract Akuma Ena For the thinker B Ha
429	429	429	ee pulli great father inte grand father aaayi varum....kolakolli item	positive	ഈം പുല്ലീ ഗ്രേറ്റ് ഫാഥര് ഇന്റ ഗ്രാന്റ് ഫാഥര് ആയീ വരുമ്കോലാകോല്ലീ ഇതേമ	Ahem Pulley Great Father Int Grant Father Yes Come on The same
430	430	430	Madhura raja kurach adikam viyarkum ... Thayoli fans inu dislike adikane pattu...	negative	മധുരാ രാജാ കുരച ആദീകമ വിയാര്കുമ  തയോലീ ഫംസ ഇനു ഡിസ്ലീകേ ആദികാനേ പത്തു	madura the king whip Adhikama Viarkuma Theolie Phamsa Now Dislike Adikan ten
431	431	431	Oh enthoot kidu trailer laletta.. kidu mass!!! Love u.. and welldone Prithviraj!	positive	ഓ എന്റൂത കിഡു ട്രേല്ര് ലാലെട്ടാ കിഡു മാസ ലവ ഉ ആന്റ് വെല്ദോന് പ്രീഥ്വീരാജ	oh mine Kidu The trailer Laletta Kidu month Love U Ant Weldon Prithviraj
432	432	432	Ee christmasile oru mass entertainer aavum ee film....	positive	ഈം ക്രിസ്മസിലേ ഓരു മാസ ആന്റര്ത്നര് ആവഉംമ ഈം ഫിലമ	Ahem At Christmas one month Anderthner Ummmm Ahem Filma
433	433	433	paandi raaja .Annan thanbi.pandi padam nirthi Lucifer movie  pole maaran sramik	negative	പാന്ദി രാജാ അന്നന ഥാനബീപാന്ദീ പദമ നീര്ഥീ ലുസീഫര മോവീഏ  പോല മാരന സ്രമിക	Pandi the king Anna Thanabipandee Padma Neerthi Lucifera The movie like Marana wife
434	434	434	Trailer ndoke erakiyalum lalettante record thakarkan lalettanu matre pattu	positive	ട്രേല്ര് ന്ദോകേ ഇരാകീയലുംമ ലാലെട്ടാന്തേ റെക്കോര് ഠാകര്കന ലാലെട്ടാനു മാത്രേ പത്തു	The trailer Ndoke Iraqi too Laletante Record Thakkana Lalettanu Only ten
435	435	435	Laletta ingal vere leval annu Waiting #L	positive	ലാലെട്ടാ ഇന്ഗല വേരാ ലേവല അന്നു വൈറ്റിങ് ല	Laletta Engala Vera Levala that day Whiting La
436	436	436	NOV 21 MAranamass Pwolii  FDFS Locked	positive	നോവ 21 മാരണമസ പ്വോലീ  ഫ്ദ്ഫ്സ ലോക്കെഡ്	Nova 21 Marana Masa Powlee Fdfsa Locked
437	437	437	Shooooo....9 manikku kaanan thodangiyadhaa....12:30 aayi....ethra vattam kandu ennadhinum kanakkilaa....nirthaan pattunilalo.....oru katta Mohanlal prithviraj aaradhakande rodhanam!!!!!	positive	ശൂ9 മനീക്കും കാനന തോദാംഗിയാധാ1230 ആയിയേത്രാ വത്തമ കാണ്ഡു എന്നാധിനം കനാക്കീലാനീര്ഥാന പത്തുനീലാലഊരു കട്ടാ മോഹനലാല പ്രീഥ്വീരാജ ആരാധാകംഡേ രോധനാമ	Shu9 Manick Canon Todangiadha1230 How much the best Kandu That day Kanakilanirthana Ten blue city Kata Mohanalala Prithviraj Admirable Rodhanama
438	438	438	Ee Easter um Vishum njangal angu eduthu..	positive	ഈം ഈസ്റ്റര് ഉമ വിശുമ ന്ജംഗല അംഗു ഏദുതും	Ahem Easter Uma vacation Njangala Angu Edutum
439	439	439	Super waiting Ikka fans like idh Madhura Raja daaaa	positive	സൂപ്പര് വൈറ്റിങ് ഇക്കാ ഫംസ ലീകേ ഇധ മധുരാ രാജാ ദാ	Super Whiting Ika Phamsa Leakey Idha madura the king Da
440	440	440	Raj yeta thagarthuve movie super dooper hit adichi polikam even in tamil nadu ithu nambalda movie ah hit akam	positive	രാജ യേതാ താഗാര്തുവേ മോവീഏ സൂപ്പര് ദൂപ്പറ് ഹിത അദിചീ പോലീകമ ഏവേന ഇന് തമിഴ് നാദു ഇതു നംബല്ദാ മോവീഏ അഹ ഹിത അകാമ	Raja Yeta Tagartue The movie Super Duper Hita Adichie Polikama Avena In Tamil Nadu This Numbalda The movie Ah Hita Akama
441	441	441	Laletttaaaa heavy padam industrial hit definite	positive	ലാലെട്ടാ ഹേവ്യ പദമ ഇന്ഡയസ്ത്രിയല് ഹിത ദേഇനൈറ്റ്	Laletta Hevya Padma India Hita The night
442	442	442	Variety laletta	positive	വരീഏറ്റി ലാലെട്ടാ	Lined up Laletta
443	443	443	Ith powlikkutttaaaa...... Mavoyist alla avnta appan vannalum nammal odikkum	positive	ഇത പോവ്ലീക്കുംത്താ മാവോയിസ്റ്റ് അല്ലാ അവന്താ അപ്പന വന്നാലുംമ നമ്മല ഓടിക്കുംമ	This Povlikumtha Maoist no Avanta father come We are will drive
444	444	444	katta waiting ..from a katta ettan fan	positive	കട്ടാ വൈറ്റിങ് കരോമ ആ കട്ടാ ഏത്തന ഫന	Kata Whiting Caroma That Kata What is it? Fana
445	445	445	Komban misha avasan senti Aaaa ha anthas	neutral	കോംബന മീശാ അവസന സേന്തീ ആ ഹാ അംതസ	Congratulation Mustache the end Sentee That Ha Amtasa
446	446	446	Onnum parayanila. ..nte ponno ...katta waiting March 28	positive	ഓനനുംമ പരായനീലാ നീം പോനനോ കട്ടാ വൈറ്റിങ് മാര്ച്ച് 28	Onanumma Parayanila Neem Don&#39;t go Kata Whiting March 28
447	447	447	Ee Aduth Kandathil Veach.... Kidilan Trailer....  Ikka....Padam Pwolikum	positive	ഈം അദുത കംദതീല വീച കിദിലന ട്രേല്ര്  ഇക്കാപദമ പ്വോലികുമ	Ahem Aduta Kamdatheela the wind excitement The trailer Ikapadama Pvolikuma
448	448	448	Njan madhuraraja kanan poyi  But anikku  Chinnaum policeinte makalum marichathu Boreayi poyi Otherways it's awesome	neutral	ന്ജന മധുരാരാജാ കാനന പോയി  ബുത അനീക്കും  ചിന്നമ പോലീസീന്റ് മകലുമ മാരൈചാതും ബോറേയീ പോയി ഓതേര്വായ ഇത്സ അവെസോമ	Njana Maduraraja Canon gone Wednesday You too Chinnama policeman Makaluma Maraichat too Boring gone The author And so on Awesome
449	449	449	Trailer veedum veedum kanunavare njn mathramoo??????	positive	ട്രേല്ര് വിദുമ വിദുമ കനുനാവരേ നജന മാഥ്രാമൂ	The trailer Viduma Viduma Kanunavara Najana Only
450	450	450	Padam mosham akanamennu agrahichittavum padam trailer eraghum mumbe	negative	പദമ മോഷമ അകനാമേന്നു അഗ്രഹീചിത്തവഉംമ പദമ ട്രേല്ര് ഇരഘുമ മുംബ്	Padma Moshama Far away Agrachichittavaumma Padma The trailer Iraghuma Mumb
451	451	451	Dislike adichavarkk ente vaka naduviral namskaaram	negative	ഡിസ്ലീകേ ആദിചാവര്ക്ക ആന്റ് വാകാ നാദുവീരസ് നംസ്കാരാമ	Dislike Adichavarka Ant word Naduvirus Namaskarama
452	452	452	Ambo... marakam ikka polichu by katta lalettan fan	positive	അംബോ മാരാകാമ ഇക്കാ പോളിചു ബി കട്ടാ ലാലെത്തന ഫന	Ambo Maracama Ika Polichu B Kata Lalethana Fana
453	453	453	Dislike adichavar mamooty fans ayatinal onnum parayanilla. Raja 3 strong adaaa. Ijjati mammunniss	negative	ഡിസ്ലീകേ ആദിചവര മമൂടി ഫംസ അയാതിനല് ഓനനുംമ പരായനിലആ രാജാ 3 സ്ട്രോംഗ് അദാ ഇജ്ജാതി മമ്മുന്നീസ്സ്	Dislike Adi Chavara Mammootty Phamsa Because of that Onanumma Parayanila the king 3 Strong E.g Ijjati Mammunize
454	454	454	Suraj Chetan kunjunni maashinte athe cut und.....valare nalla character chetaa	positive	സൂരജ് ചേതന കുന്ജുന്നീ മാശീന്റ അഥ കട ഉന്ദ്വാലാര നല്ലാ ചരാക്ട്ര് ചേതാ	Suraj Consciousness Kunjunni machine Atha shop Undwalara good Character Cheta
455	455	455	Ee padathinte Peru pole thannavum mikkavaarum padathinte avastha	negative	ഈം പദതീന്റ പേരു പോല തന്നാവമ മിക്കവാരുമ പദതീന്റ അവസ്ഥാ	Ahem Word of mouth the name like Tannawama Mikavaruma Word of mouth condition
456	456	456	Ith oru onnonnara film aanennu ente manass parayunnu	positive	ഇത ഓരു ഓനനോന്നാരാ ഫിലമ ആനേനു ആന്റ് മനസ്സ് പരയുംന്നു	This one Onanonnara Filma Anenu Ant the mind Spreading
457	457	457	Ente rajuettaa ningl oru jinn aanu	positive	ആന്റ് രാജുത്താ നിംഗ്ല് ഓരു ജീന്ന ആനു	Ant Rajutha Ningle one Jinnah Anu
458	458	458	Sorry Trailer  veendum veendum kandukondirikunnathkaranam Comments\r  vazhikkan pattiyittilla Mammookka polikkum	positive	സോരി ട്രേല്ര്  വേംദുമ വേംദുമ കംദുകോന്ദിരീകുന്നാഥ്കരണാമ കമ്മെന്റ്സ്ര  വാഝ്ഹീക്കന പത്തിയഇത്തില്ലാ മമൂക്കാ പോലിക്കുംമ	sorry The trailer Venduma Venduma Kamdukondirikunnathkaranama Comments Wajhheekana There is no ten Momoka Pollykumma
459	459	459	Trailer TRIPLE STRONG akumenu orapullavar like adik	positive	ട്രേല്ര് ത്രിപ്ല് സ്ട്രോംഗ് അകുമേനും ഓരാപുല്ലാവര ലീകേ ആദിക	The trailer triple Strong And Akumen Orapullavara Leakey Adika
460	460	460	Kanda chaavali raja pole alla... kidilan	negative	കംദ ചാവലീ രാജാ പോല അല്ലാ കിദിലന	Kamda Chevalee the king like no excitement
461	461	461	Annalum sunny chechiye randu shotl othukkiyallo.. kashtam tanne muthalali	negative	അന്നാലുംമ സുനയ ചേചിയേ രണ്ഡു ശോട്ട്ല ഓതുക്കീയാല്ലോ കശ്തമ തന്നേ മുതലാലീ	Even then Sunaya Sis Two Shotla Remember Kashtama Yes boss
462	462	462	Trailer varunathinu mumbu Dislike adichavarku enta vaga	negative	ട്രേല്ര് വരുനാതീനും മുംബു ഡിസ്ലീകേ ആദിചാവര്കു എന്താ വാഗാ	The trailer Varunateen too Mumbu Dislike Adichavarku what Wagga
463	463	463	Heroine aaa Hani jadakkku pakaram vere vallo penpillerum mathiyarunnu	neutral	ഹെറോയിന് ആ ഹാനീ ജദാക്കും പകാരമ വേരാ വാല്ലോ പേന്പിലഇരുമ മാംഥീയാരുന്നു	For heroin That Harm And Jadak Pakarama Vera Wallo Penpilairuma Smart
464	464	464	Oru rekshayum illa trailer laletta ingal oru maha sambhavaato	positive	ഓരു രേക്ഷയുംമ ഇല്ലാ ട്രേല്ര് ലാലെട്ടാ ഇന്ഗല ഓരു മഹാ സംഭവാടോ	one Reksha too no The trailer Laletta Engala one Maha What happened?
465	465	465	Supper Mamooka Mamooka Pakaram Mamooka Mathram	positive	സിപര മമൂകാ മമൂകാ പകാരമ മമൂകാ മാതരാമ	Sipara Momoka Momoka Pakarama Momoka Matarama
466	466	466	Lucifer പോലെ Oru മരണമാസ്സ്  Trailer.Mammokka kidukki . Trailer Eshttapettavar evide Like അടി മക്കളെ	positive	ലുസീഫര പല ഓരു മരണമസസ  ട്രേല്ര്മമ്മോക്കാ കിടുക്കി  ട്രേല്ര് ഏശ്ട്ടാപേത്താവര ഏവീഡ് ലീകേ അട മകകള	Lucifera many one The thought of death Trail Momoka Got it The trailer Ashtapetavara Avid Leakey Close Daughters
467	467	467	Trailer pwolliiii Eni padam koodi set ayaaa	positive	ട്രേല്ര് പ്വോല്ലീ ഇനീ പദമ കൂഡി സെറ്റ് അയാ	The trailer Powley You Padma too Set Aya
468	468	468	padmakumarate chathikaruthu odiyanpole aavalle padkumaaratte ikkaaa chathikalle filmum ithupoleaavanam	neutral	പദ്മാംകുമാരറ്റ് ചാതീകരുതും ഓദീയാനപോല ആവാല പദ്കുമാരത് ഇക്കാ ചാതീകല് ഫില്മുമ ഇതുപോലആവനമ	Padma Kumarat Chateekarut too Like a prayer Avala Padkumarat Ika Chateekal film Like this
469	469	469	Usmanee.... Mmmuk eenthapaya kachavadam matti bala kachavadam tudangam.. Evdoo kettapole 🤣	negative	ഉസ്മാനീ മ്മുക ഈന്തപായ കാചവദമ മാത്തി ബാലാ കാചവദമ തുഡാംഗമ ഏവദു കേത്തപോല 	Osmani wet date palm Kachavadama Mathieu Bala Kachavadama Tudangama Evadu Like Ketha
470	470	470	Padathinte peru sheriyalla yenth unda oru veraity vende perinu.	negative	പദതീന്റ പേരു ശെരീയല്ലാ യേന്ത ഉണ്ഡാ ഓരു വേരൈറ്റി വേണ്ട പേരീനും	Word of mouth the name Isn&#39;t it right? what Unda one Variety no Perine too
471	471	471	Hvy bgm.... Hvy trailer....... Hvy massssssssss...... Ikkaaaaaaaaaa polikkumm.... Romanjam kond irikan vayya.... Ikka inga polikkum	positive	ഹ്വ്യ ബ്ഗ്മ ഹ്വ്യ ട്രേല്ര് ഹ്വ്യ മാസ ഇക്കാ പോലിക്കുംമ്മ റോമംജമ കോണ്ട് ഈരീകാന വയ്യാ ഇക്കാ ഇംഗാ പോലിക്കുംമ	Hvya Bgma Hvya The trailer Hvya month Ika Polikumma Romamjama Cont Erikana can&#39;t Ika Inga Pollykumma
472	472	472	Mammooka polikum asifikka yude oru guast roll ഉണ്ട് athinum katta waiting	positive	മമൂകാ പോളികുമ അസീശീക്കാ യുഡേ ഓരു ഗുഅസ്ത രോള് ഉണട അതിനം കട്ടാ വൈറ്റിങ്	Momoka Polykuma Asiatic Uday one Guasta role dry And for that Kata Whiting
473	473	473	Ithil polikkan pokunneth aah pillera50 more newcomers aahaa	positive	ഇതില പോലിക്കന പോകുന്നേത ആ പില്ലിരാ50 മോരേ ന്യൂക്കോമേര്സ ആഹാ	In this Policeman don&#39;t go That Pillira50 more Newcomerza Aha
474	474	474	100cr club keriyathinu sesham trailer kandavar undo	positive	100ക്ര് ക്ലബ് കേരിയഥീനും സേഷമ ട്രേല്ര് കാന്ദാവര ഉന്ഡോ	100 cr Club and creatine Seshma The trailer Kandavara undo
475	475	475	Vysakhinte direction aayath kondaanenn thonnunnu...raajayk oru pulimurugan touch	neutral	വ്യ്സഖീന്റ ദിരേക്ഷന് ആയാത കോന്ദാനേന തോന്നുംന്നുരാജായക ഓരു പുലിമുരുഗന ടൂച	Vysakheenta Direction Aayata Condanena Looks like a queen one Pulimurugana Toocha
476	476	476	Dislike adicha....... Kal poyi 1080 p itte kaanada naayikkale	negative	ഡിസ്ലീകേ ആദിചാ കല പോയി 1080 പ ഇത്സ കാനദ നായിക്കലേ	Dislike Adicha art gone 1080 P And so on Canada The dog
477	477	477	Enthonn trailer urakkam varunnu ellaarum nalla kidilam ennu paranju kandu nokkiyadhaa oru rasavumill A  maalapadakkam	negative	എന്റോന ട്രേല്ര് ഉരക്കാമ വരുന്നു ഏല്ലാരുമ നല്ലാ കിദിലമ എന്നു പരംജു കാണ്ഡു നോക്കീയാധാ ഓരു രസവുംമീല് ആ  മാലാപദക്കമ	Antona The trailer Urakama is coming All good Kidilama that Paramju Kandu look one Rasam and meal That Malapadakama
478	478	478	Dialogue presentation valare mosham padam moonjaali markkaar akumo	negative	ദീഅലോഗു പ്രസ്ന്റേഷന് വാലാര മോഷമ പദമ മൂന്ജാലീ മര്ക്കാര അകുമോ	The dialogue For the presentation Valara Moshama Padma Munjalee Markara Akumo
479	479	479	X mas en oru pooram aha	positive	ക്സ് മാസ ഏന ഓരു പൂരമ ആഹാ	X month Ena one Purama Aha
480	480	480	Super mammoookkkaaa... ....   Oru lalettan bhakthan..	positive	സൂപ്പര് മമൂക്കാ    ഓരു ലാലെത്തന ഭക്തന	Super Momoka one Lalethana Bhakta
481	481	481	Loocheeperinte kalem ethi mekkale ellarun meri nikk	negative	ലൂചഇപേരിന്റ കലേമ എതീ മേക്കാലേ എല്ലാരുന മേരി നിക്ക	Luchaiper&#39;s Kalema Ethi Come on Everyone Mary Nika
482	482	482	No way man ikkaaaa next hit	positive	നോ വാട മന ഇക്കാ നെക്സ്ട് ഹിത	No rent Mana Ika Next Hita
483	483	483	Waiting .. Katta waiting.... Mammooka love you  Ikka istham	positive	വൈറ്റിങ്  കട്ടാ വൈറ്റിങ് മമൂകാ ലവ യൂ  ഇക്കാ ഇസ്ഠാമ	Whiting Kata Whiting Momoka Love Yu Ika Isthama
484	484	484	Adaaar item   Lalettan and Prithuvi.	positive	അദാര ഇതേമ   ലാലെത്തന ആന്റ് പ്രീഥുവീ	Adara The same Lalethana Ant Prithuvee
485	485	485	6k dislikes.. Guhan fans Karanju Mezhukal aanallo	negative	6ക ഡിസ്ലീക്സ് ഗുഹന ഫംസ കരംജു മീഝ്ഹുകാല ആനാല്ലോ	6k Disleaks Cave Phamsa Karamju Meejhukala Because
486	486	486	Mamooka ningal vismayipichu kontirikaanu ee prayathilum	positive	മമൂകാ നീന്ഗല വിസ്മയീപീചു കോന്തീരികാനു ഈം പ്രയാതീലുംമ	Momoka Ningala Amazing Kontirikanu Ahem Prayatheelma
487	487	487	Pwolichu Bgm Vere Level Ikka Waiting	positive	പ്വോലിചു ബ്ഗ്മ വേരാ ലെവല് ഇക്കാ വൈറ്റിങ്	Polichu Bgma Vera level Ika Whiting
488	488	488	Ijathi item  kandittey povu 🤘🤘	positive	ഇജാഥീ ഇതേമ  കംഡിത്തേയ പോവു 	Ijathi The same Kanditheya go
489	489	489	Entammooooo oru raksha illatha trailer Bgmil evidekkeyo avengersinte bgm ullath Poole thonnunnath enik maathram aano?🤔🤔🤔	positive	എന്തമ്മൂ ഓരു രക്ഷാ ഇല്ലതാ ട്രേല്ര് ബ്ഗ്മില ഏവീദേക്കേയോ അവേന്ഗെറ്സിന്ത് ബ്ഗ്മ ഉല്ലത പൂലേ തോന്നുംന്നാഥ ഏനിക മാഥ്രാമ ആനോ	What are you one Raksha No The trailer Bgmila Eveidekeyo The Avengers Bgma The fun Poole It seems Enika Mathrama Ano
490	490	490	Oru raksha illa oru adaar item  Marana Mass Ennu Paranjaal ithanu  Super Super Super	positive	ഓരു രക്ഷാ ഇല്ലാ ഓരു അദാര ഇതേമ  മാരാനാ മാസ എന്നു പരംജആല ഇതാനും  സൂപ്പര് സൂപ്പര് സൂപ്പര്	one Raksha no one Adara The same Marana month that Paramjaala And this too Super Super Super
