	sentence	sentiment
708	Mass odiyan Mass kollamass kattaa waiting kidilam	positive
709	Katta katta katta katta waiting....cant wait man	positive
710	Daivam oroon kond varum... Ennit pottipoliyum... Verute collection kittan vendiii advertisement🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣	negative
711	Anthamaaya thaara aaradana aaswadana nilavara thakarchayude soochanayanu. Cinemaye swathanthravum kalaaparavumayi veekshikunna oru yuva janathayeyanu malayala cinemak aavashyam	negative
712	Entho ishtam aanu ellarkum ee Ittimaniye	positive
713	ikkaa polichu.. big b mood poli bgm	positive
714	Machane pwolii item inka pwolikkum.   Thakarkkum	positive
715	Kiduvo kidu.... .. onnum parayan illaa ...	positive
716	Padma innaanu kande	negative
717	Ethippoo കൂതറയിലെ   mohanlalinte make over aayinda...	neutral
718	Laletta adich policho laletta Nigaloru muthaan ie padam Vijayikom nokiko apo	positive
719	6.4k dislike ... Ijjathii rodhanam annaloo ....	negative
720	Powlichu	positive
721	LuCIfeR        polichu poli	positive
722	Soubinum Suraj ettanum polichuuuu padam poliiiii  oru family ayittum kannan pattiya nalla padaaammm	positive
723	E... Nanjankottayil aarudeyumkanneroppan vannavanalla njan... Ennal karayikunnavanteyokkry Tala njan adichupolikum...   Kidu kidu kidu mass punch dialouge....	positive
724	Mammokka Ennum oru lahariyaanu.Annum Ennum athbudappeduttiyittey ullu. Padam oru vambhan hittakum..minimum 250cr  kadakkum..lookam vaaythum mammotty enna	positive
725	Acting ഒരു രക്ഷയും illa.... baki illathoke pinne	positive
726	Ivide Palakkad Jayettan Fans club nnu ashamsakal!!! Adichal romam ennikum athaanu Thrissur pooram	positive
727	പടം പൊളിക്കും HBD mammokka       By Die hard ettan fan	positive
728	Mobile phonil kadapoolee ekkane ??appole theateril anakilo	neutral
729	Onnum parayan illa laletta u trigger again ...	positive
730	Dae Ajithaaa copy adikathada Mohan Lal	negative
731	Gilla plus loham plus ramaleelaa...naariya kopi adiii	negative
732	Dear Mammookka	positive
733	Onnil kuduthal kanda trailer ambooo powli....	positive
734	Ramesh pisharadi aanu director ennu kettapo valippu padam aakumennu karuthi..trailer kandapo mosamakilla ennoru prithisha vannu..	neutral
735	Official trailer release aakunnathinu mumbe dislike adikkan kure mammunni fans oolakal..	negative
736	As a mammokka fan trailer kidukki padam nalla oru vijayamayi theeratte	positive
737	Youtube hang avan ready ayiko L	positive
738	ippo mansilai e padam 8 nilayil pottum	negative
739	Onnu urappa full entertainment movie yaa.. Yente ponnu ikka fans onnu kaddak pidichaal oru blockbuster engu poorum ....	positive
740	Lalettan - Prithivi combo vera level...  Pwolichu Lalettan & Prithivi fans like adiku makkale	positive
741	Mammooka die Hard fans LIKE adichu polikk ith logam kaathu ninna RAJA yude varav ith polikkum	positive
742	29K Dislike adichavar Padam kandu kaanum lo... Oro Dhurendhangal...	negative
743	Alinje polinja trailer.. odiyan aakumo ?? 🤓🤓	negative
744	Dialogue pora msmmookka paranjaal onnoode ushaaraayene	negative
745	trailer kidukki look at the likes	positive
746	38k views 20k like polichu	positive
747	Tovino.Namak uruttane... Ayyyo adipoki mass muvi ayrkum katta waiting	positive
748	Direction maarakam prituiraaj nee tanne cheytathaano atho ariyunnavare kondu cheyyichathaano aaraayaalum massayittundu Well job man	positive
749	Ichayan kasari. Kiduki. Porich. Njgal tcr karude swagraya ahagaram	positive
750	King is oll ways king 🤙  ഏട്ടൻ ഇഷ്ട്ടം	positive
751	Amitha pratheesha vekunila anyway katta waiting #L	neutral
752	Nenjinakath Lalettan Nenjuvirich kond parayum numma oru lalettan fan anenn _______________katta waiting	positive
753	sathyam paranjaal trailer oru maja illaa	neutral
754	Padam average filim mathrameyullu fansukar pokkiparayunna rasamonnum padathinnillaa	neutral
755	Vannu vannu avan vannuIkka love yuu	positive
756	Evdeyokkeyooo Oru pulimurugan...dadi Girija.. Fight.. Music...... Evdeyokkeyooo 🤔🤔🤔	neutral
757	Happy birthday mammukka  gana gandharvan polichadukkum next block bluster	positive
758	Nte ponnnoooo enthaaa makkkale immmale ikkkkade aaa oru idh🥰🥰🥰	positive
759	entry istam like for lusifer lalettan	positive
760	Oru rakshayumilla.repeated mode on... Njan kandathil vech ettavum best trailer	positive
761	Katta pretheekshaaa....... Luv u alla ...	positive
762	Eeee cinema thanna venuchettan muthaaan muthumaniyaanu	positive
763	Ente ponno......maranamass item. Kidilan making. Fight apaaram. Sound modulation oru rakshayumilla. Oru adaru item thanne	positive
764	Ini vendathu oru 100kodiyanu... athu ithiloode kittatte	positive
765	Padam vere level aaavum.... Mammulaaaal fanz	positive
766	Teaser pole oombiyilla.... Trailer kidukki....   Lalettan Fan	neutral
767	Kozhopolla	neutral
768	6.3 dislike veru verupp athanne karanam	negative
769	Mamangathine  Ajaygopal  fansinde vijayasamsakal.	positive
770	Ende ponnoe ejathy trailer kandall ariyam ikka ethu rengill ulla allannennu	positive
771	Orroo...framintayum quality     Rajuattan magic	positive
772	Mammootty pwolikkum	positive
773	Mammookka..... Uff ijjathi .. Ente ponnikkkaa polichuuu.... Katta waiting	positive
774	Haters pani thodangind makkale.....sahikunnilla avrkithe kanditte..	negative
775	Aettanta padathin ikka fansnte ashamsakal 🤗🤗🤗	positive
776	Yedaa Mamooty poora	negative
777	avasanethe chadiyulla adi adh polich ikkaaaaaa	positive
778	Madhuraraja teasor kandu nalla katta bore ayittu undu. Mammukka ethavana yum Vishnu Unnikrishnan tae boxoffice records vettikkum ennu thonunilla.	negative
779	Ente Ponno Goosebumps  ... kidu bgm	positive
780	Trending No . 1. Varanam jayettan daaaaaaaaaaa	positive
781	Pratheeksha nallonam und	neutral
782	Unlike adicha mammunni fansinu irikkatte oru kuthirapavan	negative
783	Jeyetta padam full undo trailer il?? Sambavam colour aayittundalloo...	positive
784	Family entertainer? Family kk kanan pattatha movie full inner meaning	negative
785	Vere Level One  Ikka - Rajuvettan	positive
786	Entae jeevathil ithrayum pravishyam trailer kanda verae oru cinemayum illa	positive
787	Kidu frames kidu bgm ellarum kidu look kidu making pinne kidilolkidilan Lalettanum verentha vende heavy	positive
788	Njaanum our Tovino enna actora ishtapedunna alu thannaya trailer mass ayitundu but achaayanta soundinu mass effect kurachu kuravaanu	neutral
789	Madhurarajakku madhuram theereyundakilla bhayankara kaypayirikkum njan panthayam vekkam	negative
790	Ikkaaaaa. Ingale ennaa level aah. Ee prayathilum body... Muthane	positive
791	Raju ettan powli	positive
792	Trailer cut ഒറ്റപേര് editor Donmax വേറെ ലെവൽ	positive
793	Oh iyalude Ela padavum iyalu jailil kidana anubavavumayi copy Anu Nala pila anu enu kqnikan akum.	negative
794	innanu movie kandathu.....kidu nnu paranjal pora......kidilokkidilam	positive
795	Trailer ethanennu mumbu thanne kore peru dislike adichatind Ivanmaaroke aanu e naadinu shapam champu naarikalu	negative
796	Idvere vere chilar parannadaaannn muruga nee theernnada ennn ..ini nangal mammookka fans sherikkum parayunnnu .....MURUGAAA ....NEE THEERNNADA .IKKA LOVE	positive
797	sathyam parayalow kaNubol ente police traing kalam ormavarunu	positive
798	Dislike adichavarod nammal lalettan fans n verum  pucham matrame ullu  Lalettan ishtam Lalettan uyir	positive
799	50.dhe pravshyem  kandu kolakkolli trailer	positive
800	Iyaalkkokke cinema nirthi DQ nte makkale nokki veettil irunnoode..?	negative
801	Enta ponna oru rashayum ila kidu padam	positive
802	Suraj ettan powli..koode soubin ekka...pine paryano ....katta Waiting anee	positive
803	Trailer kandappazhe urappichu padam mass vijayichu	positive
804	im from mars but i love laletan	positive
805	Ikkayude johny walker ormma varunnuu vere level	positive
806	Ithupole oru trailer iniyundakumennu thonunnilla. Superb	positive
807	IKKA PWOLI BGM oru rakshayum illa	positive
808	Jayasurya chettan mass lookaaa pakka mass don	positive
809	Mammookka de adutha 100 kodi padam aayirikkum #UNDA ennu urapp ullavar like adikkada pillere...	positive
810	6.1k mamunni fans ithe kandu ennu aa dislike button kandapol manasilayi	negative
811	dayav cheyth pretham 3 irakkaruth plzzz athrank unda padamaayirnn pretham 2	negative
812	Ikka fan aaya Nikku nalla urappundu	positive
813	Ikka powlichu onnum parayanilla trailer ethanel padam enthakum	positive
814	To be very frank	negative
815	Tovino look. & BGM vere level	positive
816	bgm korachoode nannaakkayirunnu..fan made bgm poley.....	neutral
817	Mass mass pakka masss	positive
818	Mamangam...nte ammooo marana massss...trailer....   verum item allaaa.... ith oru onnonnara item anuu....ikkaaaaaaa	positive
819	Teaser ille kittiya mass triller ille kittilla	neutral
820	Dislike adikan mtram Kure per nokiyiriunna polund	negative
821	Oru pandi padathinte trailer innu irangiyitundu...kandavar onnu parayane..avide ellaam thribilaa🤣🤣🤣	negative
822	Njan oru ikka fan alla paksha as a malayali i am katta weiting for raja 2	positive
823	Dislike adichavar ettavum valiya oolakal...... bldy idiots...	negative
824	Karayippikuvo muthe... Happy bday ikka.... Waitg	positive
825	Eth vetavalliyanmara dislike adiche..	negative
826	Kanunnathinu munpe dislukke like adichaa ellaa malavangalkkum ente naduviral namaskaram	negative
827	Ithu enthanu kilichundan mambazhamb 2 parto..hihi comedy padamanennu thonunnu	negative
828	Lalletan fansinte ella supportum und ikka.....  Ethu porikum.... Oru samsayavum venda...	positive
829	ith oru oola padam aayirikum enn manass parayunu	negative
830	Ravanan aya avane nerkuner illaathakkan oru maha avatharam thanne vendi varum....poli	positive
831	Happy birthday Ikka love u  Pratheeshkal athiru kadanu Ganagandarvan keralakara keezhadakum	positive
832	Oru pooram Trilar Vijariichu Vannappooo oRu Mass Trilar aayiii thoonniyavarr Like Aahdii.....	positive
833	Trailer kollarkium nu oru pratheeksha ondarinnu...pakshe ithu athukkum mele	positive
834	Eathu nayinte makkal avao dislike adiche	negative
835	Polichu ikka suppar u r great	positive
836	Ith ini indian cinema yude mamangam	positive
837	Dislike um kurayunnu..23k ninnu 13k aayi...appo ee chettatharam kanichathu aaru ennu parayendelloo	negative
838	Ipo tanne 5 vattam kandu vallatoru trailer	positive
839	Super  bb.  Lalettaaaa	positive
840	Njanetha parayendath......... Onnum parayaanilaaaaaaa..... Laaaaalettttttttttaaaaaaaaaa.......ummmmmm aaaaaa	positive
841	Pworich kurach kalangalaayi ijjathi padem Tamil mathram aannu kandirunnath .eni malayalathilum kannaan ulla bhagyem Ind .Poli Poli poli	positive
842	Next pullikaran stara or uncle loading 🤭	neutral
843	Trailer  kalaki Pwolichu  madhura raja cenimakku vendi katta waiting	positive
844	Super trailer cinema kandale  bakkie parayan kaziykka llu	positive
845	Ithu pole bgm ulla mass trailer ithu vare iragiyittila .	positive
846	Music chila sthalangalil alambayi ....dialogue perfection kittunnilla	negative
847	Dislike full odiyan kanji fans	negative
848	Odiyante sheenam njnga lalettante piller ee luciferil ang theerkum....	positive
849	Class trailer	negative
850	Lalettan illatha eanth sinima le makkale kodk like	positive
851	Rajuvetta ningal maranmass love you oru great success avate....	positive
852	Lucifer movie kanditt  ethil comment edaan vannavar like adi.....  Mass lucifer lalettan mass	positive
853	Kidukkachi  laletta ningal mass alla kolamassanu	positive
854	Ethu puthu charitharam.	positive
855	Onnu vegam dec 14 ayya mathiyayirinnu	positive
856	Kidukachi trailer... Bgm oru rekshayum ella.....	positive
857	Sathyam paranjaal trailer kandit vella majjeyonnullalla	positive
858	Hacking likes um Views um koottan nokiyitt moonjipoya mammootti fans evdede.. Oru Maryadhayoke Vendedey	negative
859	Ithu Kolakolli item Lalettan fans kathirunna padam Ith thakarkkum Lalettan fansnu aakosham mmakk pwopichadkkam	positive
860	Ithu Vera levelakum urappa..... Ela ikka fansinum all best....	positive
861	Ufffffff ichayaaa pwolich ur die hard fan 4 ever	positive
862	Adipoly🤩🤩lalettan fan thanne aaganamennilla sharaashari oru cinema premi aayaaal mathi ith kandit romaanjification undaagan🤩🤩🤩🤩🤩kidue !!!	positive
863	Nalla padam ayirikatte odian pole akathirunnaal madi all the best	positive
864	Kalam ethra poyallum charithra purushanmare prathinithikarikkan angh kazhiyunnundallo mammooka	positive
865	Laalinu pakaram vere oru nadan akamayirunnu lal ithepole orupadu   cheyithittundu	negative
866	Oooohhhh oru rakshayum illaaaa... Pwolii poppwoliiii  Ingalaan thaaram	positive
867	Kilichundan maambazhathile slang . Oru matullalaa	neutral
868	Ende ponno 68 vayasaya oraluda body thanneyano ith.... 🤩.. NAMICHU PONNIKKAAAA	positive
869	Immanuvel pokan pokunna item kikidu hbd mammokka	positive
870	Nanayitunduuu...... trailer kurachu koodi nanakam ayirunu	positive
871	Surajettante voice oru podik koodi aged avannu	negative
872	Rashtriyam	negative
873	Minimum 3 Thavana kanathathayi arum kanilla....	positive
874	Mass nnu paranjaa ikkayaanu.. MASTER of MASSES.. Adaar trailer.. Mammookkaaa	positive
875	njn kandathl Etavum mikacha trailer yennu thanne prym #ikka <3 .. #Ennum ikka	positive
876	Kanji fans dis like adichu thakarkkunnudu	negative
877	Hpy bdya ma lovely ikka	positive
878	Ikka fans kuthhy marinjalum luciferinete oru recordum thakarkilla	neutral
879	Nte ponnikkaaa inghal enthinilla porappadilaaa nte ammooo poli	positive
880	Ente ammo kidilam trailer  L___ && MR	positive
881	Katta waiting....  maranamass  trailer......	positive
882	All the best for movie mamankam...katta lalettan fan...	positive
883	1:45 enta ponooo ..ota peru Mammootty...	positive
884	Ejjath oru rakshayum llaaaa katta waiting	positive
885	Ith verum mass alla marana mass	positive
886	Ente mone al powli ikka ishtam	positive
887	Appol  lalettante padathinte Record ellam  thakarthu  eriyan pokunnu alle ayikotte malayala  Cinema uratte	positive
888	Trailer kandathode padathinu oru theerumaanayi chali padam	negative
889	tamil-telungu-malayalam orrumichu  release  cheydhal  valiya orru  sambvam aggum	positive
890	Ente ponnnnoooooo.... Vere level	positive
891	Njan laalettan fana pakshe i love this movie	positive
892	Tovino machane fight scene poratto... eniyum valaraan undu	negative
893	Oru prethikshayillarnu madhuraja but parayathirikan vayya visuals vere lvl	positive
894	Trailerin otta kurappama ullu njankluda ikkayuda face kandela	neutral
895	Chechiuede mukham kandu like  cheythavar aroke ikka	positive
896	Powli trailer  Ikka oru rakshayum illa kidu	positive
897	Jo jeetha wohi sikhandar oke pole undu	neutral
898	Kidilan trailer .. ikka ushaarrr  ithu super hit aakumennu urappichavar ivide chumma likeetu pokko..	positive
899	Lalettan Masss Lalettan ki jaiii	positive
900	Lucifer ini kandam vayi odedi varum	negative
901	laletta polliku full support annu	positive
902	.35 oru pulimurukan touch vannu .enthayaalum sambavam kidkeetund	positive
903	Mamooka we love u so much..	positive
904	Kalki super hit akum enn Bonny parayan paranju	positive
905	Oru kgf trailer polee.. Lalettan pakkaa massss	positive
906	Romanjification....!!!! Lalettan Masssssssss...!!!! Manju chechi Vere Level !!!	positive
907	0:27 trailer ലെ mass dialog	positive
908	Ithoru malayala cinema k oru vazhithirivu aakatte fanisam marannu support cheyyu	positive
909	Ufffff.  Pwoli lalattaa... Katta waiting	positive
910	Tripple strong nnn paranjapam daridryam akumn vjarich....idh takarthuto....waiting...ee prayatilum thalarata aavesham....ingal vallatoru manusyan thanne	positive
911	polimass item.. heavy mass... Lalettan	positive
912	Nte ponno oru rakshayum illatta makinggg......polichu....MAMMOOKKAA	positive
913	Nammude prithvi amgane veruthe onnum direct cheyillalloo... Lalettante kure nallukalyi irangunnathil aattavum nalla movie....	positive
914	Thalli thalli kure ayallo oru padamenkilum vijayippichu kanikku kidannu thalli marikkathe	negative
915	ethra thavana kandaalum veeryam koodunna kolakolli item	positive
916	Any way  kidu sanam...      Waiting randamuzham	positive
917	Face of indian cinima kolamass kolakolli waiting november 21 mamangam day	positive
918	Dileepettan muthanu ningal lalettan fansanenkil nallathu paranjo kazhapamilla athinu dileepettan undakandataaa	negative
919	Pwolichu    ...  lalettaaa	positive
920	Teaser kand thalliparanjavarkku  Trailer oru marupadiyanu including me	positive
921	Varan irikkunnath mass padam matram alla  Comedy entertainer kudiya	positive
922	E sooraj comedy anel padam odum .. serious carecter anel. Padam poliyum	neutral
923	Kidilam padam...direction ennoke paranja ithaanu mone	positive
924	Raja Annum Ennum Raja Thanne	positive
925	Vere level  Ikka  uff	positive
926	verey level maranamaass neeralikk polumilla 1 m views	positive
927	Enta jayetta ithu minnichekkane kazhinjya varshathe nammada pala planum polinjyu ithu athupole avaruthu.' avulla'	positive
928	Trailer idunnathin munb thanne dislike adicha mahaan maark ente oru naduviral namaskaaram	negative
929	Super acter nammude lalettan Super hero nammude lalettan	positive
930	Eattante pscho Fan ....  Loooov u  soooo much....... Laletttaaaaa	positive
931	Ee role mammookkak aahnnu cherunathu anu arinja...lalettan fans right now kurupottikal....🤣🤣🤣🤣	negative
932	Dis like adichavar aaro avar... onnum parayunnilla	neutral
933	Ente ponne oru rekshem illa  kidukkachiiiiiiiiii...  Lalettan Hvy....	positive
934	Sidhik sir. Great performance. Kalakki.	neutral
935	mammookka oru rakshayum Illa kiddu	positive
936	Waste trailer	negative
937	Lucifer fdfs pokunnu lalettante White n white lookil	positive
938	Singam model oru kidilan action movie aakatte.....	positive
939	Chila bhagagal pulimurugan le pole thonniii......ikkayude ee movie yum successful aakatte ennu aashamsikkunnuuu.....	neutral
940	Pazzhassirajaye  kadathi vettum e maamangam.	neutral
941	flop kaluda rajakumaran ee padam hit agum pisharadikku	neutral
942	Tamil film Pizza de oru style	positive
943	Trailer atra pora . Movie nannayirikumenu pratheekshikunu	neutral
944	Pinnem Pinnem Kanuvaaa   Thalaivaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaa	positive
945	kandittum kandittum mathi aakunnilla	positive
946	dislike adikkunna ella myrenmaarrum poyi oomb	negative
947	Pwoli pwoli ee prayathilum enta amoooikkaaaa	positive
948	ennalum ente mammookkaaaa.. ningayokke enna poliyaan.....ningaleyallathe mattareyum ividonnum sangalppikkan polum pattilla..	positive
949	Malayala cinemayude khathi kadalinumappuram ethicha punyam ..megastar mammookka	positive
950	Trailer kanan thudangumbol 25k like	positive
951	Prithviraj as zayeed masood... Ith pwolikkum	positive
952	Kore naalk shesham ikkante padam kananam enn thonnath ee trailer kandapola...ith polikum...	positive
953	Morning eneechepol thanne veendum kandavar arund7.22	positive
954	Chunk alla chunk edippaaanu laalleettaaan	positive
955	Ethe enthu vaa dae ethe? athinu kai addikaan kore fans oolagalum.	negative
956	Thandhayilaathavarum palathandhaku piranavanmaarum aayaa lalettan fanss fislike adikaann kore preyaasapedunundd 🤭🤭abarariyunilaa malayala cinemayude shaapam aann lalettan fans en	negative
957	Ithu verum oru samble vedikkettu.iniyaanu podipaaranapooram.appo churikki paranjaal vishu RAAJAyum RAAJAyude pillerum angukondupokum alla KONDUPOYI	positive
958	Trailer 15am pravashyam repeat adich kandita njn eii cmt box il vabnath Ikka pwolichuuu	positive
959	Trailer okke kollam. But last ezhuthi kanucha goodwill entertainment aanu prblm	neutral
960	AAA maha avathaaram piravi yedukkan poagunnu   Ini  uyertheyunelppinte.   dhinangalanu	positive
961	5 millionilekk kuthikkunna makankam trailerinu ellavidha bhavukangalum nerunnu	positive
962	Mamooka Polichu  Oru Rakshyumilla Mass	positive
963	Pwoli padam Vijay Sreenivasin vijayashamsagal nerunnu	positive
964	Innu thanne ithu etramathe vattama e trailer repeat adichu kanunnennu eniku thanne ariyilla...kidiloskki	positive
965	Ningale katatthi vettan ningal matrame ollu laletta	positive
966	Kattttta waiting adikkkkkam macha Oru like	positive
967	Oru divasasam oru 10 pravashyamenkilum kanum	positive
968	Inn Lucifer inte 27th poster kand nere ingott trailer kaaanan vannu 1:34🤗🤗🤗	positive
969	Ettan fansinte vaka irikatte oru kuthirapavan ikka muthanu	positive
970	Oru ghum illaa	negative
971	കൊല കൊല്ലി Item....Laletta.. Big salute to Raju ettan.. Lucifer	positive
972	Laluni fanskar thudangi dislike adikkan avarkku ente vaka	negative
973	Level item.. Padavum ithupole aya mathiyaynu	positive
974	Applause from an ettan fan... Mammukka katta swag	positive
975	Enta ikka polichu   Kidu item  Ethu polikkum	positive
976	Ore oru rajavu lalettan  🥰 10 million views aakum	positive
977	Ithanu.. Makkale nammal kanan aagrahicha ettan	positive
978	3. 5 k dislike nalla kuru pottal anallo chorichil maraan wyt cheyee december 14 vere ellavarudeyum chorichill maati theraaam	negative
979	Kidukki.. MAMMOOKKA... KATTA WAITING... VYSHAKH SIR... HAT'S OFF U	positive
980	Ithil love reaction button indaarrnneeel njekkittt pottikkaaarrnnn	positive
981	Inganethe massinde koode aa mukhavum kanichal kidukkum	positive
982	Trailer muzhumikum munbu comment vaayikkan oodi vannatha.. ente ponnoo....lalettan rajuvettan istham..	positive
983	Manju varrier mathrame ulluvo actresss ayi kollilla	negative
984	Enthuaadeee uploaded cheyunnathinu mump 6k dislike 🤦🤦🤦🤦🤦 ivanmarkku okke entha presnam	negative
985	Mammunniyude unda pottum ennulavar like adi🤣	negative
986	Toveee...... ichayo... trailer kandu aaake excitement adichu irikkuva...film ethrayum vegham theater lu ethiyengil	positive
987	Ufff.. Ejjathi item mone   Vakkukal varunila ..etta.	positive
988	Video kandutheran samayam aayilla athinu munne malaranmar dislike adikan thudangi	negative
989	Mammukayude 150 kodi padem aayi maratte madura raja	positive
990	Kattaa waiting Suraj ettan  Soubikkaa  Robot ettan Japan chechi	positive
991	Ejjathi MASS  Romanjam  mammookka	positive
992	Padam iragan eni thivasagal mathram katta waiting	positive
993	Prayam oru number maathram thalivaa	positive
994	Oru newcomern kittavaunna etavaum nalla role....  all d bst team	positive
995	Ithu vere level trailer aanu Mone....	positive
996	Trailer repeat kandukondirikkan thonnum.. LALETTAN.. ISHTAM	positive
997	Youtube adichu poi makkale.. Raja vannu......	positive
998	Oru raksha illa ikka marana mass	positive
999	Dialougue okke LKG piller parayunna poleyund	negative
1000	sadaram trailer powli aayaaal film il onnum.undavilla avrg film aayi othungaarund ath pole aavathirikkatte	neutral
1001	Trailler pora padam 8 nela pottum ane tonunee	negative
1002	Pazhassi raja pole oru mega hit aavatte	positive
1003	Madhuraraja_3hours 86K like Lucifer_49 minutes 120K like Feel the difference	positive
1004	tamilnattilum No1 trending aaya first malayalam trailer..!#lalswag	positive
1005	Panchavarnaa thatha poley oola padavaruthittaaaa pishuuu	neutral
1006	Oru addar item koodi iyye padathill varan nde athe mikkavarum last avum arayya...... Twist.......	positive
1007	Ikka fans come on 🥰🥰🥰 ikka uyir	positive
1008	Surajettan &  soubinkka   powli combo	positive
1009	Un like Adaichavarkk Nadu viral namaskkaram	negative
1010	Trailer kaduppam odiyan pole akathirunnal mathiyayirunnu	neutral
1011	Kashtam 27k pottanmaaru ee keralathil indello daivame... Dislike kandille.	negative
1012	Ethu polikkum pinnalla	positive
1013	Polichu........Odiyan manikante varave kandoo makkaleaaa.....	positive
1014	ഇജ്ജാതി bgm. Vere level. Pwlichuu. Thakarthy. Mammookkka.	positive
1015	Woww woww.... Katta katta waiting Lalettaaaaa	positive
1016	annaa njagal katta waiting aanu abudhabi dalma mallil... annanem pillarem kanan...	positive
1017	Pwolicheeee mammookkaa ingalu oru maha sagaram thanneyaaa	positive
1018	Ennalum ithrem kashttappettu dislike adikkunnadhu enthinanavo	negative
1019	Sreekumar avila prithiraj ennulla viswasam und .... So all best u guys	positive
1020	1:10 ee scene onnum cinemayil illa.... Pattich	negative
1021	Mass dialogue ketittu chiri vanathu enikku mathram aano	neutral
1022	Trailer ithanenkil padathinte kaaryam parayanundo padam koluthiyal bahubaliyude colectionkke pazhamkadha	positive
1023	Verupikkal manju ullathu ozhichal baki ellam super	neutral
1024	Odiyante triler leak cheyyum ennu parayunnavarod.....ayyappante photo veettil undenkilum swamiye kanan ellavarum malaykku thanne pokum	negative
1025	First Malayalam teaser to get  k likes...Lalettande mass	positive
1026	Manju warrier enthu koppe undakan irikuva	negative
1027	Mamookka eth polikkum	positive
1028	Dislike adukunna pooo maklkekk anta veral gift	negative
1029	Polichu...  namude ലാലേട്ടൻ.. ...  rajuchettan	positive
1030	Aa urumi karakki adikkunnathu woe ROMANGIFICATION	positive
1031	Randu perum vishu angot kondu poyi...... Malayalam cinema industryde uyarthu ezhunelpum	positive
1032	ettavum polichath bgm aanu .no raksha	positive
1033	Mammuni thendikal ethra dislikes adichalum Raja 8 nilayil pottum	negative
1034	Khalid rahman... we r katta waiting here .....	positive
1035	trailer polichu ikka Marana mass	positive
1036	1:51 ....VAADA ...aa oru otta shot mathi	positive
1037	Oru thavana kanumbozhum hype kooduvanallo Bhaghavane	positive
1038	Njan Mohanlal fan aanenkilum....... Ikka Namichu	positive
1039	Koothara mass padam.. oru simbha touch	negative
1040	Mass entry ekka	positive
1041	kammara sambhavam madhuraraja trailer undakkiyaa aalanalle trailer undakiyathu  cinema idi akathirunnal mathi  vargam poloru padam ayalum mathi	neutral
1042	Haters കണ്ടം vayi panjoo raja പിള്ളേരും stronga double strongalle triple strong	negative
1043	Ente ponnoo.. Gopi Sundar .. Ingal poliyanu bro.. Mammookane pinne enthu parayaan oru raksheellaaa	positive
1044	Padam polichu mass + class movie	positive
1045	Ikka mwuthe happy birthday   lub u	positive
1046	Ithupoloru kidukachi trailer njan vere kandittilla	positive
1047	Ikkak vinu mohan fansinte ella supportum undagumm	positive
1048	athoru valiya kadhayaa monee . paranju thudagiyaa......................super dialogue	positive
1049	Aahh kaalathille Muslim baasha enganaanoo athu polle thanneyanu lallettan ithill present cheyithirrikunnee Padam polkummmm	positive
1050	Ith kerala kkaraye ilakki marikkan irangunna padam...Ini theatre poorapparamb aavunnath kanich tharam..nee kandathonnumalla kettoda..	negative
1051	December 12   ikka Katta Waiting ikka	positive
1052	Bgm poaRaaa.... Goapi aanel maanthittaanelum Bgm GoosebumpS aakkum	negative
1053	Appol  summer vacation lucifer kondu pokum	positive
1054	Ithupole aayirunnu pulimurugan inte trailer..... Pinnedu nadannathuu malayala cinemaye maatimaricha charithramm ...... Waiting for Odiyan laletta	positive
1055	Mammokkaaa katta waiting for this movie	positive
1056	Mass enn paranja pora marana mass	positive
1057	Mohanlal=manju Manju=mohanlal  #manju kanji kodukendi verumo??  Lalletta aduttha filmilengilum nadiye mattane plzzz.. Illengil kanji orappa!	negative
1058	Katta waiting  Lalettan  Rajuettan polichu heavy  Entha oru feel	positive
1059	Eth suraj ettan vaikunundengil.....etta nighalanu epo ente superstar....parayunathinekalun nammal chaidhukanikunathila vijayam ennu ketitund...proud of u....oru aniyathikutti...	positive
1060	Ippol thanne ethra pravashyam Kandu ennu enikkariyilla	positive
1061	BGm.. Uffffff... Romanjam.... Katta Romanjam  Epic Mamangam.. മമ്മൂക്ക  Haters.... ചാവാൻ ഒരുങ്ങിക്കോ	positive
1062	Asooyamootha laalunnikal kuthiyirunnu dislike adikkunnu .poy chaavinadaa	negative
1063	katta waiting mamangam njanum undakum November 21	positive
1064	From tamilnadu mamukka fan vera level	positive
1065	Trailer athra pora ennalum cinema polikaneeeerrr	neutral
1066	Kidivey ennu parayunnilla athilum valuthIkka prathekshakalkkappuram	positive
1067	Enthoke paranjalum anu mol Dhileepettanu nallonam cherunnund	positive
1068	Ikka mass Kolamass no raksha	positive
1069	raja muthalla jeevana  67 vayassilum nthoru  energy  proud to be mammoka  fan	positive
1070	Luciferinte athrayum eatthilla ninte vatturaja pinna sunny chechie ullathu kondu kaanaaaam	negative
1071	kanunnathin  anusarich veendum veendum kanan thonnunu	positive
1072	E padathodu koodi tovino Thomas super star	positive
1073	Nalla kidilan trailer . Ithu kidukkum.wowww......	positive
1074	Pandaram adangan kanditu angu mathiyavanilaalo...Onnonara trailer annaaa	positive
1075	Ithilude enkilum tirichu varuka lalettan fans waiting....	positive
1076	Sreelumaram kandu padilli aampillaru cinemayedukkunnathu engane ennu	positive
1077	Mamangam fans show kandirikkum ad ini eath time ayalum ikkayum eattanum namukk  oru Poleyalle	positive
