	Unnamed: 0	sentence	sentiment	transliteration	translation
915	915	ethra thavana kandaalum veeryam koodunna kolakolli item	positive	ഏത്രാ താവാനാ കംദആലുമ വിര്യമ കുടുന്നാ കോലാകോല്ലീ ഇതേമ	Etera tawana kamdaaluma viryama kutunna kolakollee itema
916	916	Any way  kidu sanam...      Waiting randamuzham	positive	അന്യ വാട  കിഡു സനമ      വൈറ്റിങ് രണ്ഡമുഝ്ഹാമ	Anya vada kidu sanama whiting randamujhhama
917	917	Face of indian cinima kolamass kolakolli waiting november 21 mamangam day	positive	ഫ്സ് ഓഫ് ഇന്ത്യന് സിനിമാം കോലാമസ കോലാകോല്ലീ വൈറ്റിങ് നവംബര് 21 മമംഗമ ദയ	Fs of Indian Cinema Kolamasa Kolakallee Whiting November 21 Mamangama Daya
918	918	Dileepettan muthanu ningal lalettan fansanenkil nallathu paranjo kazhapamilla athinu dileepettan undakandataaa	negative	ദിലിപേത്തന മുതാനും നീന്ഗല ലാലെത്തന ഫംസനേന്കീല നല്ലതും പരംജോ കഝ്ഹാപാമീല്ലാ അതീനും ദിലിപേത്തന ഉന്ദാകാംദതാ	Dilipethana Mutan and Ningala Lalethana Phamsanenkila Good and Paramjo Kajhapamilla Ateen and Dilipethana Undakamadata
919	919	Pwolichu    ...  lalettaaa	positive	പ്വോലിചു      ലാലെട്ടാ	Polichu Laletta
920	920	Teaser kand thalliparanjavarkku  Trailer oru marupadiyanu including me	positive	ടീസര് കംദ തല്ലീപരംജവാര്ക്കും  ട്രേല്ര് ഓരു മാരുപദിയാനു ഇന്സ്ലുഡിങ്ങ് മീ	Teaser Kamda Thalliparamjawark Trailer Oru Marupadian Insluding Me
921	921	Varan irikkunnath mass padam matram alla  Comedy entertainer kudiya	positive	വരണ ഇരീക്കുംന്നഥ മാസ പദമ മാത്രമ അല്ലാ  കോമേഡി ആന്റര്ത്നര് കുദിയാ	Varana Irikumnnatha Masa Padma is not only a comedy entertainer
922	922	E sooraj comedy anel padam odum .. serious carecter anel. Padam poliyum	neutral	ഏ സൂരജ കോമേഡി അനേല പദമ ഓദുമ  സേര്സ് കാരെക്ടര് അനേല പദമ പോലിയുംമ	A Sooraja Comedy Anela Padma Oduma Sirs Character Anela Padama Polyyumma
923	923	Kidilam padam...direction ennoke paranja ithaanu mone	positive	കിദിലമ പദമദിരെക്ഷന് എന്നോകേ പരംജാ ഈതാനു മോനേ	Kidilama Padmadirekshan Ennoke Paramja Ethanu Mon
924	924	Raja Annum Ennum Raja Thanne	positive	രാജാ അന്നമ എന്നമ രാജാ ഠാന്നേ	Raja Annama Ennama Raja Thanne
925	925	Vere level  Ikka  uff	positive	വേരാ ലെവല്  ഇക്കാ  ഉഫ്ഫ	Vera level Ika Uffa
926	926	verey level maranamaass neeralikk polumilla 1 m views	positive	വേരേയ ലെവല് മാരനാമആസ്സ നിരാലിക്ക പോലുംമില്ലാ 1 മ വിഏവ്സ	Different level maranamaassa niralika even 1st vyavsa
927	927	Enta jayetta ithu minnichekkane kazhinjya varshathe nammada pala planum polinjyu ithu athupole avaruthu.' avulla'	positive	എന്താ ജയേത്താ ഇതു മീന്നീചേക്കാനേ കാഝ്ഹീന്ജ്യാ വര്ഷാദ നംമദാ പാലാ പ്ലാനുംമ പോളിന്ജ്യൂ ഇതു അഥുപോല അവരുതും അവുല്ലാ	What is Jayetha this?
928	928	Trailer idunnathin munb thanne dislike adicha mahaan maark ente oru naduviral namaskaaram	negative	ട്രേല്ര് ഇദുന്നാഥീന മുംബ് ഠാന്നേ ഡിസ്ലീകേ ആദിചാ മഹാന മാര്ക ആന്റ് ഓരു നാദുവീരസ് നമസ്കാരാമ	Trailer Idunnatheena Mumb Thanne Dislike Adicha Mahana Marka And Oru Naduveeras Namaskarama
929	929	Super acter nammude lalettan Super hero nammude lalettan	positive	സൂപ്പര് ആക്ടര് നമ്മുദേ ലാലെത്തന സൂപ്പര് ഹീരോ നമ്മുദേ ലാലെത്തന	Super Actor Nammude Lalethana Super Hero Nammude Lalethana
930	930	Eattante pscho Fan ....  Loooov u  soooo much....... Laletttaaaaa	positive	ഈട്ടാന്തേ പ്സ്ചോ ഫന   ലൂവ ഉ  സോ മുച ലാലെട്ടാ	Eatante pscho fana lua u so mucha laletta
931	931	Ee role mammookkak aahnnu cherunathu anu arinja...lalettan fans right now kurupottikal....🤣🤣🤣🤣	negative	ഈം റോള് മമൂക്ക്ക ആഹ്നനു ചേരുനാതും അനു അരിംജലലേത്തന ഫംസ രിറ്റ് നോവ കുരൂപോത്തികല്	Eam role mamookka ahananu cherunatum anu arimjalalethana phamsa rit nova kurupothikal
932	932	Dis like adichavar aaro avar... onnum parayunnilla	neutral	ഡിസ് ലീകേ ആദിചവര ആരോ അവര ഓനനുംമ പരയുംന്നീല്ലാ	Dis leak Adichavara Aro Arava Onanumma Parayumna
933	933	Ente ponne oru rekshem illa  kidukkachiiiiiiiiii...  Lalettan Hvy....	positive	ആന്റ് പോന്നേ ഓരു രേക്ഷേമ ഇല്ലാ  കിദുക്കാചീ  ലാലെത്തന ഹ്വ്യ	And Ponne Oru Rekshema Illa Kidukachee Lalethana Hvya
934	934	Sidhik sir. Great performance. Kalakki.	neutral	സീധീക സീര ഗ്രേറ്റ് പെര്ക്കോര്മാന്സ് കലാക്കീ	Seedhika Zeera Great Performance Kalakee
935	935	mammookka oru rakshayum Illa kiddu	positive	മമൂക്കാ ഓരു രക്ഷയുംമ ഇല്ലാ കീഡ്ഡും	Mamooka oru rakshayumma illa keyddum
936	936	Waste trailer	negative	വസ്തു ട്രേല്ര്	Object trailer
937	937	Lucifer fdfs pokunnu lalettante White n white lookil	positive	ലുസീഫര ഫ്ദ്ഫ്സ പോകുന്നു ലാലെട്ടാന്തേ വൈറ്റ് ന വൈറ്റ് ലൂകില	Lucifera fdfsa goes laletante white na white lukila
938	938	Singam model oru kidilan action movie aakatte.....	positive	സിംഗമ മോദേല് ഓരു കിദിലന ആക്ഷന് മോവീഏ ആകാത്ത്	Singama Model is not a fun action movie
939	939	Chila bhagagal pulimurugan le pole thonniii......ikkayude ee movie yum successful aakatte ennu aashamsikkunnuuu.....	neutral	ചിലാ ഭഗഗല് പുലിമുരുഗന ലേ പോല ഥോന്നീക്കായുഡേ ഈം മോവീഏ യുമ സുക്സെസ്സ്ഫുല ആകാത്ത് എന്നു ആശാമ്സിക്കുംന്നഊ	I hope that the movie will not be as successful as Chila Bhagagal Pulimurugan.
940	940	Pazzhassirajaye  kadathi vettum e maamangam.	neutral	പഝ്ഝ്ഹാസ്സീരാജയേ  കാദാഥീ വേത്തുമ ഏ മാമംഗമ	Pajhjhhasseerajaye kadathi vethuma a mamangama
941	941	flop kaluda rajakumaran ee padam hit agum pisharadikku	neutral	ഫ്ലോപ കലുഡാ രാജകുമാരണ ഈം പദമ ഹിത അഗുമ പീശാരദീക്കും	Flopa Kaluda Rajakumarana Eam Padama Hita Aguma Peesharadikum
942	942	Tamil film Pizza de oru style	positive	തമിഴ് ഫിലമ പിസ്സാ ഡി ഓരു ശൈലി	Tamil film Pizza D Oru style
943	943	Trailer atra pora . Movie nannayirikumenu pratheekshikunu	neutral	ട്രേല്ര് അത്ര പോരാ  മോവീഏ നാന്നായരീകുമേനും പ്രഥീക്ശീകുനു	The trailer is not good enough for the movie
944	944	Pinnem Pinnem Kanuvaaa   Thalaivaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaa	positive	പിന്നേമ പിന്നേമ കനുവാ   തലൈവാ	Pinnema Pinnema Kanua Talaiva
945	945	kandittum kandittum mathi aakunnilla	positive	കംഡിത്തുമ കംഡിത്തുമ മഥീ ആകുന്നീല്ലാ	Kandithuma Kandithuma Mathie is not
946	946	dislike adikkunna ella myrenmaarrum poyi oomb	negative	ഡിസ്ലീകേ ആദിക്കുംന്നാ ഏല്ലാ മ്യരേന്മാരൃമ പോയി ങ്ബ്	Dislikke adikumnna all myrenyarima go ngb
947	947	Pwoli pwoli ee prayathilum enta amoooikkaaaa	positive	പ്വോലി പ്വോലി ഈം പ്രയാതീലുംമ എന്താ അമൂഇക്കാ	Pwoli pwoli eam prayatheelmma what amooika
948	948	ennalum ente mammookkaaaa.. ningayokke enna poliyaan.....ningaleyallathe mattareyum ividonnum sangalppikkan polum pattilla..	positive	എന്നലുംമ ആന്റ് മമൂക്കാ നീന്ഗ്യോക്ക ഏനനാ പോലിയാന്നീന്ഗ്ലേയല്ലാത മത്തരേയുംമ ഇവിദോനനമ സംഗല്പ്പിക്കന പോലുംമ പത്തില്ലാ	Ennalumma and Mamooka Ningyoka Enana Polyanningale Mathareyema Evidonanama Sangalapikama sila
949	949	Malayala cinemayude khathi kadalinumappuram ethicha punyam ..megastar mammookka	positive	മലയലാ സിനേമയുദേ ഖാഥീ കദാലിനുംമാപ്പുരം ഏതീചാ പുന്യമ മേഗാസ്തര് മമൂക്കാ	Malayalam Cinema Ude Khathi Kadalinummapuram Etheecha Punyama Megastar Mamooka
950	950	Trailer kanan thudangumbol 25k like	positive	ട്രേല്ര് കാനന തുഡാംഗുംബോല് 25ക ലീകേ	Trailer Kanana Tudangumbol 25k Leeke
951	951	Prithviraj as zayeed masood... Ith pwolikkum	positive	പ്രീഥ്വീരാജ ആസ ഝ്യീദ മസൂഡ് ഇത പ്വോലീക്കുംമ	Prithweeraja Asa Jheeda Masood Ita Pooliekumma
952	952	Kore naalk shesham ikkante padam kananam enn thonnath ee trailer kandapola...ith polikum...	positive	കോരേ നാല്ക ശേഷമ ഇക്കാന്ത് പദമ കനനമ ഏന ഠോന്നഥ് ഈം ട്രേല്ര് കംതപോലൈത പോളികുമ	After kore fourka ikant padama kananama ena thonnath eam trailr kamtapolaitha polykuma
953	953	Morning eneechepol thanne veendum kandavar arund7.22	positive	മോണിംഗ് ഇനീചപോള് ഠാന്നേ വേംദുമ കാന്ദാവര അരുംദ722	Morning ineechapaul thanne venduma kandavara arumda722
954	954	Chunk alla chunk edippaaanu laalleettaaan	positive	ചുംക അല്ലാ ചുംക ഏദീപ്പാനു ലാല്ലീത്താന	Chumka Allah Chumka Edipanu Lallithana
955	955	Ethe enthu vaa dae ethe? athinu kai addikaan kore fans oolagalum.	negative	എഥ ഏനതും വാ ദഏ എഥ അതീനും കാഈ അദ്ദീകാന കോരേ ഫംസ ഏലഗലുംമ	Etha enatum wa dae etha ateenum kaei addikana kore famsa elagalumma
956	956	Thandhayilaathavarum palathandhaku piranavanmaarum aayaa lalettan fanss fislike adikaann kore preyaasapedunundd 🤭🤭abarariyunilaa malayala cinemayude shaapam aann lalettan fans en	negative	ഥാന്ധാഈലാതാവരുമ പലാതാന്ധാകു പീരനാവന്മാരുമ ആയാ ലാലെത്തന ഫംസ്സ ഫിസ്ലീകേ ആദികാന്ന കോരേ പ്രിയാസപേദുനുന്ദ്ദ അബര്രീയുംനീലാ മലയലാ സിനേമയുദേ ശാപമ ആന ലാലെത്തന ഫംസ ഏന	Thandhailathavaruma palatandhaku piranavanuma aya lalethana phamsa fisleike adikanna kore priyasapedunundda abarriumnila malayala sinemayude sapama ana lalethana phamsa ena
957	957	Ithu verum oru samble vedikkettu.iniyaanu podipaaranapooram.appo churikki paranjaal vishu RAAJAyum RAAJAyude pillerum angukondupokum alla KONDUPOYI	positive	ഇതു വേരുമ ഓരു സമ്ബല വേദീക്കേത്തുഈനിയാനു പോദീപാരനപൂരമാപ്പോ ചുരിക്കീ പരംജആല വിശു രാജയഉംമ രാജയുദേ പിലഇരുമ അംഗുക്തന്ദുപോകുമ അല്ലാ കോന്ദുപോയി	This is roota oru sambala vediketu enianu podiparanapurampo churiki paramjaala vishu rajayaumma rajayude pilaruma anguktandupokuma alla kondupoi
958	958	Trailer 15am pravashyam repeat adich kandita njn eii cmt box il vabnath Ikka pwolichuuu	positive	ട്രേല്ര് 15ആമ പ്രവാശ്യമ റേപേട ആദിച കംദിതാ നജന ഏഈ കട ബോക്സ് ഇല വാബ്നാഥ ഇക്കാ പ്വോലീചൂ	Trailer 15th Pravasyama Repeda Adicha Kamdita Najana Eei Kata Box Ila Wabnatha Ika Polichu
959	959	Trailer okke kollam. But last ezhuthi kanucha goodwill entertainment aanu prblm	neutral	ട്രേല്ര് ഓക്കേ കൊല്ലം ബുത ലാസ്റ്റ് ഈഝ്ഹുഥീ കനുചാ ഗുട്വില് ആന്റര്ത്ന്മെന്റ് ആനു പ്ര്ഥമ	Trailer Ok Kollam Buta Last Ejhhuthi Kanucha Goodwill Entertainment Anu Prthama
960	960	AAA maha avathaaram piravi yedukkan poagunnu   Ini  uyertheyunelppinte.   dhinangalanu	positive	ആ മഹാ അവതാരാമ പിരവീ യേടുക്കന പോഗുന്നു   ഇനീ  ഉയേര്തേയുംനെല്പ്പീന്റ   ധിനംഗാലനു	That great incarnation of Piravee Yedukana is going and now you are going up and up to Dhinangalanu.
961	961	5 millionilekk kuthikkunna makankam trailerinu ellavidha bhavukangalum nerunnu	positive	5 മില്ലിയോനീലേക്ക കുഥീക്കുംന്നാ മകംകമ ട്രേലേരീനും ഏല്ലവിധാ ഭാവുകാംഗലമ നേരുന്നു	Kutheekunna Makamkama trailer hits 5 million all the way
962	962	Mamooka Polichu  Oru Rakshyumilla Mass	positive	മമൂകാ പോളിചു  ഓരു രക്ഷ്യുംമില്ലാ മാസ	Mamuka Polichu Oru Rakshyum Milla Masa
963	963	Pwoli padam Vijay Sreenivasin vijayashamsagal nerunnu	positive	പ്വോലി പദമ വിജയ സ്രീനീവാസീന വിജയശമസാഗല നേരുന്നു	Wish Pvoli Padama Vijaya Sreenivasena Vijayasamasagala
964	964	Innu thanne ithu etramathe vattama e trailer repeat adichu kanunnennu eniku thanne ariyilla...kidiloskki	positive	ഇന്നും ഠാന്നേ ഇതു ഏത്രമാത വടആമാം ഏ ട്രേല്ര് റേപേട ആദിച്ചു കനുന്നേന്നു ഏനീകു ഠാന്നേ അരീഇല്ലാകീദിലോസ്ക്കീ	Even today, how much more can this be?
965	965	Ningale katatthi vettan ningal matrame ollu laletta	positive	നീന്ഗേല് കാടത്ഥീ വേത്തന നീന്ഗല മാത്രമ ഓല്ലു ലാലെട്ടാ	Ollu Laletta is only Ningela Kadattthi Vethana Ningala
966	966	Kattttta waiting adikkkkkam macha Oru like	positive	കട്ടാ വൈറ്റിങ് ആദിക്കമ മചാ ഓരു ലീകേ	Cut whiting adikama macha oru leake
967	967	Oru divasasam oru 10 pravashyamenkilum kanum	positive	ഓരു ദിവസസമ ഓരു 10 പ്രവാശ്യാമേന്കീലുമ കനുംമ	10 pravashyamenkiluma kanumma per day
968	968	Inn Lucifer inte 27th poster kand nere ingott trailer kaaanan vannu 1:34🤗🤗🤗	positive	ഇന്ന ലുസീഫര ഇന്റ 27ത പോസ്റ്റര് കംദ നീരെ ഇംഗോറ്ത ട്രേല്ര് കാനന വനനു 134	Inna Lucifera Inta 27th Poster Kamda Neere Ingortha Trailer Kanana Vananu 134
969	969	Ettan fansinte vaka irikatte oru kuthirapavan ikka muthanu	positive	ഏത്തന ഫംസീന്റ വാകാ ഈരികാത്ത് ഓരു കുതീരപവന ഇക്കാ മുതാനും	Ettana phumsinta vaka erikath oru kutheerapavana ika muthanum
970	970	Oru ghum illaa	negative	ഓരു ഘുമ ഇല്ലാ	There is no ghuma
971	971	കൊല കൊല്ലി Item....Laletta.. Big salute to Raju ettan.. Lucifer	positive	കല കലല ഇത്മലാലെട്ടാ ബിഗ സാലൂട്ട് ടോ രാജു ഏത്തന ലുസീഫര	Kala Kalala Itmalaletta Biga Salute To Raju Ettana Lucifera
972	972	Laluni fanskar thudangi dislike adikkan avarkku ente vaka	negative	ലാലുനീ ഫണ്സ്കാര തുദാംഗീ ഡിസ്ലീകേ ആദിക്കന അവര്ക്കും ആന്റ് വാകാ	Lalunee funskara tudangi dislikae adikana avarkum ant waka
973	973	Level item.. Padavum ithupole aya mathiyaynu	positive	ലെവല് ഇതേമ പദവുംമ ഇതുപോല ആയാ മാംഥീയായനു	The level is the same and the word is like this
974	974	Applause from an ettan fan... Mammukka katta swag	positive	ആപ്പ്ലൌസ് കരോമ ആന ഏത്തന ഫന മമ്മുക്കാ കട്ടാ സ്വാഗ	Applause karoma ana ethana fana mammuka katta swaga
975	975	Enta ikka polichu   Kidu item  Ethu polikkum	positive	എന്താ ഇക്കാ പോളിചു   കിഡു ഇതേമ  ഏതു പോലിക്കുംമ	What is this policy?
976	976	Ore oru rajavu lalettan  🥰 10 million views aakum	positive	ഓരേ ഓരു രാജാവൂ ലാലെത്തന   10 മിലിഓന് വിഏവ്സ ആകുമ	Each king&#39;s wealth would be 10 million
977	977	Ithanu.. Makkale nammal kanan aagrahicha ettan	positive	ഇതാനും മക്കാലേ നമ്മല കാനന ആഗ്രഹീചാ ഏത്തന	This too Macaulay Nammala Kanana Kadachicha Ethanana
978	978	3. 5 k dislike nalla kuru pottal anallo chorichil maraan wyt cheyee december 14 vere ellavarudeyum chorichill maati theraaam	negative	3 5 ക ഡിസ്ലീകേ നല്ലാ കുരൂ പോട്ടല അനാല്ലോ ചോരിചില മാരാന വിട ചേയീ ദേസംബര് 14 വേരാ ഏല്ലവരുദേയമ ചോരിചില മാതി തേരാമ	3 5 ka dislike nalla kuru potala anallo chorichila marana vida cheee December 14 vera ellavarudeyama chorichila mati terama
979	979	Kidukki.. MAMMOOKKA... KATTA WAITING... VYSHAKH SIR... HAT'S OFF U	positive	കിടുക്കി മമൂക്കാ കട്ടാ വൈറ്റിങ് വ്യ്ശാഖ സീര ഹത്സ ഓഫ് ഉ	Kitukki Mamooka Katta Whiting Vysaka Seera Hatsa of U
980	980	Ithil love reaction button indaarrnneeel njekkittt pottikkaaarrnnn	positive	ഇതില ലവ റിയാക്ഷന് ബട്ടണ് ഇന്ദാര്ജനീല ന്ജേക്കിത്ത പോട്ടിക്കാരന	In this, the love reaction button is Indarjaneela Njekitha pottykarna
981	981	Inganethe massinde koode aa mukhavum kanichal kidukkum	positive	ഇന്ഗനേത് മാസീംഡ് കൂഡേ ആ മുഖവുംമ കനിചല കിടുക്കുമ	Inganet Massimed also that face and Kanichala Kitukuma
982	982	Trailer muzhumikum munbu comment vaayikkan oodi vannatha.. ente ponnoo....lalettan rajuvettan istham..	positive	ട്രേല്ര് മുഝ്ഹുമികുമ മുംബു കളഎന്റ് വായിക്കന ഊഡി വന്നാഥ ആന്റ് പോണ്നൂലാലെത്തന രാജുവേത്തന ഇസ്ഠാമ	Trailer Mujhhumikuma Mumbu Kalant Chistana Udi Vannatha And Ponnulalethana Rajuvethana Isthama
983	983	Manju varrier mathrame ulluvo actresss ayi kollilla	negative	മംജൂ വര്രീറ് മാഥ്രമ ഉല്ലുവോ ആക്ട്ര്സ് അയീ കോലില്ലാ	Manju Varreer Mathrama Ulluo Actresses Ayee Kolilla
984	984	Enthuaadeee uploaded cheyunnathinu mump 6k dislike 🤦🤦🤦🤦🤦 ivanmarkku okke entha presnam	negative	എന്ഥുആദീ ഉപ്ലോദേദ ചേയുന്നാഥീനും മുമ്പ് 6ക ഡിസ്ലീകേ  ഇവാന്മര്ക്കും ഓക്കേ ഏന്ഥാ പ്രീശ്നാമ	Enthuadee uplodeda cheunnathin and before 6ka disleeke evanmark ok entha preishnama
985	985	Mammunniyude unda pottum ennulavar like adi🤣	negative	മമ്മുന്നീയുദേ ഉണ്ഡാ പോട്ടമ എന്നുലാവര ലീകേ ആദി	Mammunniyude unda potama enilulavara leke adi
986	986	Toveee...... ichayo... trailer kandu aaake excitement adichu irikkuva...film ethrayum vegham theater lu ethiyengil	positive	ടോവി ഇചായോ ട്രേല്ര് കാണ്ഡു ആകേ എക്സ്സിത്മെന്റ് ആദിച്ചു ഇരീക്കുംവാഫീല്മ എഥ്രയുംമ വേഘമ തീറ്റര് ലൂ എതിയേനഗില	Tovi Ichayo Trailer Kandu Aake Excitement Aadichu Ireekumwafilma Ethrayumma Veghama Teater Lou Etiengila
987	987	Ufff.. Ejjathi item mone   Vakkukal varunila ..etta.	positive	ഉഫ്ഫ ഏജ്ജാഥീ ഇതേമ മോനേ   വക്കുകല വരുനീലാ എട്ടാ	Uffa ejjathi itema mone vakukala varunila etta
988	988	Video kandutheran samayam aayilla athinu munne malaranmar dislike adikan thudangi	negative	വീഡിയോ കന്ദുതെറാന് സമയമ ആയില്ലാ അതീനും മുന്നേ മാലാരന്മര ഡിസ്ലീകേ ആദികന തുദാംഗീ	It is not time for the video to be released.
989	989	Mammukayude 150 kodi padem aayi maratte madura raja	positive	മമ്മുകായുഡേ 150 കോദി പദേമ ആയീ മാരറ്റ മദുര രാജാ	Mammukayuday 150 kodi padema ayi Maratha Madura Raja
990	990	Kattaa waiting Suraj ettan  Soubikkaa  Robot ettan Japan chechi	positive	കട്താ വൈറ്റിങ് സൂരജ് ഏത്തന  സൌബീക്കാ  രോബോട്ട് ഏത്തന ജപ്പാന് ചേചി	Katta Whiting Suraj Ethana Soubika Robot Ethana Japan Chechi
991	991	Ejjathi MASS  Romanjam  mammookka	positive	ഏജ്ജാഥീ മാസ  റോമംജമ  മമൂക്കാ	Ejjathi Masa Romamjama Mamuka
992	992	Padam iragan eni thivasagal mathram katta waiting	positive	പദമ ഇരാഗന ഇനീ തിവസാഗല മാതരാമ കട്ടാ വൈറ്റിങ്	Padama Iragana Inee Tivasagala Matarama Katta Whiting
993	993	Prayam oru number maathram thalivaa	positive	പ്രയാമ ഓരു നംബര് മാഥ്രാമ താലീവാ	Prayama oru number mathrama thaliva
994	994	Oru newcomern kittavaunna etavaum nalla role....  all d bst team	positive	ഓരു ന്യൂക്കോമേണ് കിത്തവഉന്നാ ഏതാവഃമ നല്ലാ റോള്  എല്ല ദ ബ്സ്റ്റ് ടെമ	Oru newkomen kitavaunna etavahma nalla role ella the bst tema
995	995	Ithu vere level trailer aanu Mone....	positive	ഇതു വേരാ ലെവല് ട്രേല്ര് ആനു മോനേ	This is a Vera level trailer, man
996	996	Trailer repeat kandukondirikkan thonnum.. LALETTAN.. ISHTAM	positive	ട്രേല്ര് റേപേട കംദുകോന്ദിരീക്കന തോനനുംമ ലാലെത്തന ഇശ്തമ	Trailer Repeda Kamdukondirikana Thonanumma Lalethana Isthama
997	997	Youtube adichu poi makkale.. Raja vannu......	positive	യൌതുബേ ആദിച്ചു പോയ് മക്കാലേ രാജാ വനനു	Yautube Adichu went and became king of Macau
998	998	Oru raksha illa ikka marana mass	positive	ഓരു രക്ഷാ ഇല്ലാ ഇക്കാ മാരാനാ മാസ	Oru Raksha Ila Ika Marana Masa
999	999	Dialougue okke LKG piller parayunna poleyund	negative	ദീഅലൌഗു ഓക്കേ ല്ക്ഗ പില്ലര് പരയുംന്നാ പോലേയുംദ	Deaalaugu ok lkga pillar parayumnna poleumna
1000	1000	sadaram trailer powli aayaaal film il onnum.undavilla avrg film aayi othungaarund ath pole aavathirikkatte	neutral	സദരാമ ട്രേല്ര് പോവലീ ആയാല ഫിലമ ഇല ഓനനുമുന്ദാവില്ലാ അവര്ഗ ഫിലമ ആയീ ഓതുന്ഗാരുണ്ട് അഥ പോല ആവതീരീക്കട്ട	Sadarama Trailer Poveli Ayala Filma Ila Onanumundavilla Avarga Filma Ayee Otungarund Atha Pola Avatheerikatta
1001	1001	Trailler pora padam 8 nela pottum ane tonunee	negative	ട്രില്ലര് പോരാ പദമ 8 നേലാ പോട്ടമ അനേ ടോനുംനീ	Thriller Pora Padama 8 Nela Potama Ane Tonumnee
1002	1002	Pazhassi raja pole oru mega hit aavatte	positive	പഝ്ഹാസ്സീ രാജാ പോല ഓരു മേഗാ ഹിത ആവത്ത്	Pajhhassee Raja is a mega hita
1003	1003	Madhuraraja_3hours 86K like Lucifer_49 minutes 120K like Feel the difference	positive	മധുരാരാജാ3ഹോഉര്സ് 86ക ലീകേ ലുസീഫര49 മിനിട്ട് 120ക ലീകേ ഫീല ദ ദിഫ്ഫേരിന്സ്	Maduraraja 3 hours 86k Leake Lucifera 49 minutes 120k Leake Feel the Differences
1004	1004	tamilnattilum No1 trending aaya first malayalam trailer..!#lalswag	positive	തമിഴ്നാത്തിലുമ നോ1 ട്രേന്ദിങ് ആയാ ഫീരസ്റ്റ് മലയാളം ട്രൈല്ര്ലാല്സ്വാഗ	Tamilnadu&#39;s No1 trending first Malayalam trailer
1005	1005	Panchavarnaa thatha poley oola padavaruthittaaaa pishuuu	neutral	പംചവര്നാ തഥാ പോലേ ഊലാ പദാവരുതിത്താ പീശൂ	Like Pamchavarna Tatha, Oola Padavaruthita Peesoo
1006	1006	Oru addar item koodi iyye padathill varan nde athe mikkavarum last avum arayya...... Twist.......	positive	ഓരു അദാര് ഇതേമ കൂഡി ഇയ്യേ പദതില വരണ ന്ഡേ അഥ മിക്കാവരുമ ലാസ്റ്റ് അവമ അരയ്യാ ട്വിസ്റ്റ്	Oru adar itema kudi iye padathila varana nde atha mikavaruma last avama arayya twist
1007	1007	Ikka fans come on 🥰🥰🥰 ikka uyir	positive	ഇക്കാ ഫംസ കോമ ഓം  ഇക്കാ ഉയീര	Ika famsa koma om ika uira
1008	1008	Surajettan &  soubinkka   powli combo	positive	സുരജേത്തന   സൌബീന്ക്കാ   പോവലീ കംബോ	Surjethana Soubinka Povelee Combo
1009	1009	Un like Adaichavarkk Nadu viral namaskkaram	negative	ഉന ലീകേ അദൈചാവര്ക്ക നാദു വൈറസ് നമസ്ക്കാരാമ	Una leake adaichavarka nadu virus namaskarama
1010	1010	Trailer kaduppam odiyan pole akathirunnal mathiyayirunnu	neutral	ട്രേല്ര് കദുപ്പമ ഓദിയാന പോല അകഥീരുന്നല മാംഥീയായീരുനനു	Akathirunnala Manthiyayirunan as Kadupama Odiyana Trailer
1011	1011	Kashtam 27k pottanmaaru ee keralathil indello daivame... Dislike kandille.	negative	കശ്തമ 27ക പോത്തന്മാരു ഈം കേരളതീല ഇന്ഡെല്ലോ ദൈവമേ ഡിസ്ലീകേ കണ്ഡില്	Kashtama 27 ka pothanaru eem keralatheela indello god disleke kandil
1012	1012	Ethu polikkum pinnalla	positive	ഏതു പോലിക്കുംമ പിന്നല്ലാ	Not like any other
1013	1013	Polichu........Odiyan manikante varave kandoo makkaleaaa.....	positive	പോളിചുഓദിയന മനീകാന്ത വരവേ കന്ദഉ മക്കലീആ	Polichuodiana Manikanta Varave Kandau Makaleea
1014	1014	ഇജ്ജാതി bgm. Vere level. Pwlichuu. Thakarthy. Mammookkka.	positive	ഇജജത ബ്ഗ്മ വേരാ ലെവല് പ്വ്ലീചൂ ഠാകാര്തി മമൂക്കാ	Ijajata Bgma Vera Level Pvlichu Thakarti Mamuka
1015	1015	Woww woww.... Katta katta waiting Lalettaaaaa	positive	വോവ്വ വോവ്വ കട്ടാ കട്ടാ വൈറ്റിങ് ലാലെട്ടാ	Whoah whoah cutta cutta Whiting Laletta
1016	1016	annaa njagal katta waiting aanu abudhabi dalma mallil... annanem pillarem kanan...	positive	അന്നാ ന്ജാഗല കട്ടാ വൈറ്റിങ് ആനു അബുധാബീ ദാല്മാ മല്ലില അന്നനേമ പില്രേമ കാനന	Anna Njagala Katta Whiting Anu Abu Dhabi Dalma Mallila Annanema Pilrema Kanana
1017	1017	Pwolicheeee mammookkaa ingalu oru maha sagaram thanneyaaa	positive	പ്വോലിചീ മമൂക്കാ ഇന്ഗാലു ഓരു മഹാ സാഗരാമ ഠാന്നേയാ	Pvolichi Mamuka Ingalu Oru Maha Sagarama Thanneya
1018	1018	Ennalum ithrem kashttappettu dislike adikkunnadhu enthinanavo	negative	എന്നലുംമ ഇത്രേമ കശ്ത്താപ്പെട്ടൂ ഡിസ്ലീകേ ആദിക്കുംന്നധു എന്തീനാനാവോ	But what can happen if it is so difficult to start disliking
