	uid	sentence	lang	sentiment
514	36056	Aazadi ke aandolan ke time to ye bjp RSS wale goro ki chat rahe the lekin aaj Evm ke …	['Hin', 'Hin', 'Hin', 'Hin', 'Hin', 'Hin', 'Hin', 'Hin', 'Eng', 'Eng', 'Hin', 'Hin', 'Hin', 'Hin', 'Hin', 'Hin', 'Hin', 'Hin', 'Hin', 'O']	negative
515	14924	{ 69 } Hello Nutella thak you for becoming a moot 💖💓💞💓. We don't interact much pero I hope we become great friends i …	['O', 'O', 'O', 'Eng', 'Eng', 'Hin', 'Hin', 'Eng', 'Eng', 'Eng', 'Eng', 'O', 'Hin', 'Eng', 'Eng', 'Eng', 'Hin', 'Hin', 'Eng', 'Eng', 'Eng', 'Eng', 'Eng', 'Eng', 'O']	neutral
516	25169	CPM jiska khudka astitwa duniya se uth gaya wah kisiko vishesh position de sakti ha ? Joke of century isn't it ?…	['Eng', 'Hin', 'Hin', 'Hin', 'Hin', 'Hin', 'Hin', 'Hin', 'Hin', 'Hin', 'Hin', 'Eng', 'Hin', 'Hin', 'Hin', 'O', 'Eng', 'Eng', 'Eng', 'Eng', 'Eng', 'O']	negative
517	26110	Just In ICC ne bada galat kiya hamare sath jab unhe pata hai ramzan ka pak mahina chal raha hai to EID ke bad Wcup rakhn …	['Eng', 'Eng', 'Eng', 'Eng', 'Hin', 'Hin', 'Hin', 'Hin', 'Hin', 'Hin', 'Hin', 'Hin', 'Hin', 'Hin', 'Hin', 'Hin', 'Hin', 'Hin', 'Hin', 'Hin', 'Hin', 'Hin', 'Hin', 'Hin', 'Eng', 'Hin', 'O']	neutral
518	10245	_ Kamil Congrats 👏 ❤❤❤❤❤ I Love # Pr …	['O', 'Hin', 'Eng', 'O', 'O', 'Hin', 'Hin', 'O', 'Hin', 'O']	positive
519	38064	Koi nahi karpaya bhai . Dont cry . Tum agar sabji 20 rs kg ko 200 rs doge tab hi to badhega	['Hin', 'Hin', 'Hin', 'Hin', 'O', 'Hin', 'Hin', 'O', 'Hin', 'Hin', 'Hin', 'O', 'Eng', 'Eng', 'Eng', 'O', 'Eng', 'Hin', 'Hin', 'Hin', 'Hin', 'Hin']	neutral
520	8146	_ News24 Punishment to milni chahiye ise ... aise to har koi baad mein bol dega mere se galti ho gyi ..	['O', 'Eng', 'Eng', 'Hin', 'Hin', 'Hin', 'Hin', 'O', 'Hin', 'Hin', 'Hin', 'Hin', 'Hin', 'Hin', 'Hin', 'Hin', 'Hin', 'Hin', 'Hin', 'Hin', 'Hin', 'O']	neutral
521	19175	RaGa Mat dekh PM ka sapna tera itna aukat nhi NaMo Dekhna hai to sapne hi dekh hakeekat me to tera v aukat nhi 🥳…	['Hin', 'Hin', 'Hin', 'Hin', 'Hin', 'Hin', 'Hin', 'Hin', 'Hin', 'Hin', 'Hin', 'Hin', 'Hin', 'Hin', 'Hin', 'Hin', 'Hin', 'Hin', 'Hin', 'Hin', 'Hin', 'Eng', 'Hin', 'Eng', 'O']	negative
522	22221	Accha hua yehi bet rakha aur Kuch Nahi rakha 😂😂	['Hin', 'Hin', 'Hin', 'Hin', 'Hin', 'Hin', 'Hin', 'Hin', 'Hin', 'O']	positive
523	20338	Ariel Sub daag ka sfaya sirf Aik dhulaye MA . Arieel aarieeel hoo hoo 😂😅😂	['Eng', 'Eng', 'Hin', 'Hin', 'Hin', 'Hin', 'Hin', 'Hin', 'Hin', 'O', 'Hin', 'Hin', 'Hin', 'Hin', 'O']	neutral
524	24096	Everyone knows AD body double use nahi krta ye tera baap ka video teri tarah gawar hai Akki sir ka Cho …	['Eng', 'Eng', 'Eng', 'Eng', 'Eng', 'Hin', 'Hin', 'Hin', 'Hin', 'Hin', 'Hin', 'Hin', 'Hin', 'Hin', 'Hin', 'Hin', 'Hin', 'Hin', 'Hin', 'Hin', 'Hin', 'O']	negative
525	40782	Me made May day 31! Omg ! To celebrate I'm in my new Colette Penny Dress I made out of some beautiful khadi fabric I …	['Hin', 'Eng', 'Eng', 'Eng', 'O', 'Hin', 'O', 'Eng', 'Eng', 'Eng', 'Eng', 'Eng', 'Eng', 'Eng', 'Eng', 'Eng', 'Eng', 'Eng', 'Eng', 'Eng', 'Eng', 'Hin', 'Eng', 'Eng', 'Eng', 'O']	positive
526	17138	_ Says ___ Aap Pakistan cricket team kay baaray main jitni touchy hain aap ko poora world cup tang …	['O', 'Eng', 'O', 'Hin', 'Eng', 'Eng', 'Hin', 'Hin', 'Hin', 'Hin', 'Hin', 'Hin', 'Hin', 'Hin', 'Hin', 'Hin', 'Hin', 'Hin', 'Eng', 'O']	neutral
527	2410	ppp pmln ' '' MEMO-GATE O DAWM-LEAK ZADA '' YA KE CANCER SE BHARE GADDAR CHUN CHUN KE LATKAO !! INME TAALUK SABIT HO TE JAEN ???	['Eng', 'Eng', 'O', 'O', 'Eng', 'Eng', 'Eng', 'Hin', 'O', 'Hin', 'Hin', 'Hin', 'Hin', 'Hin', 'Hin', 'Hin', 'Hin', 'Hin', 'Hin', 'O', 'Hin', 'Hin', 'Hin', 'Hin', 'Hin', 'Hin', 'O']	positive
528	12746	Ur the great leader Sir I pray to God for your good health Aap jaldi thik ho kar vapas aaiye Aap jais …	['Eng', 'Eng', 'Eng', 'Eng', 'Eng', 'Eng', 'Eng', 'Eng', 'Eng', 'Eng', 'Eng', 'Eng', 'Hin', 'Hin', 'Hin', 'Hin', 'Hin', 'Hin', 'Hin', 'Hin', 'Hin', 'Eng', 'O']	positive
529	12925	_ sharma Hindu hamesha # hindu hota hai true - fake ki ladai hinduo me nahi hoti hai . Jo jai …	['O', 'Hin', 'Hin', 'Hin', 'O', 'Hin', 'Hin', 'Hin', 'Eng', 'O', 'Eng', 'Hin', 'Hin', 'Hin', 'Hin', 'Hin', 'Hin', 'Hin', 'O', 'Hin', 'Eng', 'O']	neutral
530	20833	Respected sir kya BJP k ek chhote sevak ki jholi mei aapk ashirwaad rupi phul nahi naseeb ho payega …	['Eng', 'Eng', 'Hin', 'Eng', 'Hin', 'Hin', 'Hin', 'Hin', 'Hin', 'Hin', 'Hin', 'Hin', 'Hin', 'Hin', 'Hin', 'Hin', 'Hin', 'Hin', 'Hin', 'O']	neutral
531	27529	Wow ye nahi pata tha ki hf ki opening g3 se achi thi .... vese bhi hf series >>> gol …	['Eng', 'Hin', 'Hin', 'Hin', 'Hin', 'Hin', 'Hin', 'Hin', 'Eng', 'Hin', 'Hin', 'Hin', 'Hin', 'O', 'Hin', 'Hin', 'Eng', 'Eng', 'O', 'Eng', 'O']	positive
532	27321	_ ALI Ek lrki ko jitna b special feel kra lo warti wo usi k andr ha jisky upr uska dil aaya hua hota ha chahy wo chwal tareen …	['O', 'Hin', 'Hin', 'Hin', 'Hin', 'Hin', 'Hin', 'Eng', 'Eng', 'Hin', 'Hin', 'Hin', 'Hin', 'Hin', 'Hin', 'Hin', 'Hin', 'Hin', 'Hin', 'Hin', 'Hin', 'Hin', 'Hin', 'Hin', 'Hin', 'Hin', 'Hin', 'Eng', 'Hin', 'O']	negative
533	43977	Shukriya Shukriya # Pakistan Hat's Off Boss	['Hin', 'Hin', 'O', 'Eng', 'Eng', 'Eng', 'Eng']	positive
534	13537	Chor on bail ? Sirf imandar hi jit payega ? Chor Rahul Gandhi Ko koi value nayi ? India n …	['Hin', 'Eng', 'Eng', 'O', 'Hin', 'Hin', 'Hin', 'Hin', 'Hin', 'O', 'Hin', 'Eng', 'Hin', 'Hin', 'Hin', 'Hin', 'Hin', 'O', 'Eng', 'Eng', 'O']	negative
535	1901	Happy Birthday to ! Also to Lea Thompson ( who made me feel better about my first name ) Colin Farrell ( w …	['Hin', 'Hin', 'Eng', 'O', 'Eng', 'Eng', 'Eng', 'Eng', 'O', 'Eng', 'Eng', 'Eng', 'Eng', 'Eng', 'Eng', 'Eng', 'Eng', 'Eng', 'O', 'Eng', 'Eng', 'O', 'Eng', 'O']	positive
536	37632	_ league Logo me kitna zeher hai aur pta nahi kitni fursat logo ki zindagi me ungli karne ki twitter ko bhi jung ka maidan bna diy …	['O', 'Eng', 'Eng', 'Hin', 'Hin', 'Hin', 'Hin', 'Hin', 'Hin', 'Hin', 'Hin', 'Hin', 'Hin', 'Hin', 'Hin', 'Hin', 'Hin', 'Hin', 'Hin', 'Eng', 'Hin', 'Hin', 'Hin', 'Hin', 'Hin', 'Hin', 'Eng', 'O']	neutral
537	336	Saving one life saves humanity ! A + blood 6 donors ki fori zarurat hay 29th may ( Wed ) raat 9 bajy se pyhly chahye For bypas …	['Eng', 'Eng', 'Eng', 'Eng', 'Eng', 'O', 'Eng', 'O', 'Eng', 'O', 'Eng', 'Eng', 'Hin', 'Hin', 'Hin', 'Eng', 'Eng', 'O', 'Hin', 'O', 'Hin', 'O', 'Hin', 'Hin', 'Eng', 'Hin', 'Hin', 'Eng', 'O']	positive
538	24594	Rahul gandhi jesa saccha neta kahi nahi milega Jo Kaha wo kiya jumle nahi fenke usne jhuth bada ho gay …	['Eng', 'Hin', 'Hin', 'Hin', 'Hin', 'Hin', 'Hin', 'Hin', 'Hin', 'Hin', 'Hin', 'Hin', 'Hin', 'Hin', 'Hin', 'Hin', 'Hin', 'Hin', 'Hin', 'Eng', 'O']	positive
539	28459	Sir yeh nitish kumar sabse bada blakmaker he . Agar BJP ke kuch seat bahumat se kam ho jaati to yeh …	['Hin', 'Hin', 'Hin', 'Hin', 'Hin', 'Hin', 'Eng', 'Eng', 'O', 'Eng', 'Eng', 'Hin', 'Hin', 'Hin', 'Hin', 'Hin', 'Hin', 'Hin', 'Hin', 'Hin', 'Hin', 'O']	negative
540	40337	Sirf resign nahi balky ye aor is ki sister article 62 63 par pura nahi utarti in ko jail jana hoga .. asli insaf hoga ..	['Hin', 'Eng', 'Hin', 'Hin', 'Eng', 'Hin', 'Eng', 'Hin', 'Eng', 'Eng', 'O', 'O', 'Eng', 'Hin', 'Hin', 'Hin', 'Hin', 'Hin', 'Hin', 'Hin', 'Hin', 'O', 'Hin', 'Hin', 'Hin', 'O']	neutral
541	21855	Han 2024 world cup mein behtr hoga agar sports ko serious liya gyaa	['Eng', 'O', 'Eng', 'Hin', 'Hin', 'Hin', 'Hin', 'Hin', 'Eng', 'Hin', 'Eng', 'Hin', 'Hin']	positive
542	5979	Tumhari Rozi Roti Ka sawal to ayega nahi wo to unofficial bite mil jata hai BJP Spokesperson Jo ho	['Hin', 'Hin', 'Hin', 'Hin', 'Hin', 'Hin', 'Hin', 'Hin', 'Hin', 'Eng', 'Eng', 'Eng', 'Hin', 'Hin', 'Hin', 'Eng', 'Eng', 'Eng', 'Hin']	negative
543	28163	_ Tu _ Nomi Pakistan Will Win the World cup insha Allah 💪 # WeHaveWeWill # PakvWI # WeHaveWeWill # WIvPAK # CWC19	['O', 'Hin', 'O', 'Eng', 'Eng', 'Eng', 'Eng', 'Eng', 'Eng', 'Eng', 'Hin', 'Hin', 'O', 'O', 'Hin', 'O', 'Eng', 'O', 'Hin', 'O', 'Eng', 'O', 'Eng']	positive
544	13018	Did you call opposition ? Is there any ? They are a bunch of losers who doesn't even consider themselve …	['Hin', 'Hin', 'Eng', 'Eng', 'O', 'Hin', 'Eng', 'Eng', 'O', 'Eng', 'Eng', 'Eng', 'Eng', 'Eng', 'Eng', 'Eng', 'Eng', 'Eng', 'Eng', 'Eng', 'O']	negative
545	19059	__ says Ha .. Proof toh kbka de diya gya h bc .. Te log ki …	['O', 'Eng', 'Eng', 'O', 'Hin', 'Hin', 'Hin', 'Hin', 'Hin', 'Hin', 'Hin', 'Eng', 'O', 'Hin', 'Hin', 'Hin', 'O']	negative
546	14560	Thank you so much . Saaray notifications bekaar thay ab acha lag raha hai 😍😍	['Eng', 'Eng', 'Eng', 'Eng', 'O', 'Eng', 'Eng', 'Hin', 'Hin', 'Hin', 'Hin', 'Hin', 'Hin', 'Hin', 'O']	positive
547	44984	Mr . President and the beautiful women in his life . Such a proud father ! ❤️❤️	['Eng', 'O', 'Eng', 'Eng', 'Eng', 'Eng', 'Eng', 'Eng', 'Eng', 'Eng', 'O', 'Eng', 'Eng', 'Eng', 'Eng', 'O', 'O']	positive
548	12257	_ Surya Absolutely well said Modiji seemed more confident than 2014 So more power to him in his second st …	['O', 'Hin', 'Eng', 'Eng', 'Eng', 'Eng', 'Eng', 'Eng', 'Eng', 'Eng', 'O', 'Hin', 'Eng', 'Eng', 'Eng', 'Eng', 'Eng', 'Eng', 'Eng', 'Eng', 'O']	neutral
549	2716	Mla BJP k hain mayor BJP k hain nahi mp bhi BJP k the but koi bhi dhayan nahi deta pls look in to this	['Hin', 'Eng', 'Eng', 'Eng', 'Eng', 'Eng', 'Eng', 'Hin', 'Hin', 'Hin', 'Hin', 'Eng', 'Eng', 'Eng', 'Hin', 'Hin', 'Hin', 'Hin', 'Hin', 'Hin', 'Eng', 'Eng', 'Eng', 'Eng', 'Eng']	negative
550	9320	Sardarji Ab politics chhod ke world cup dekho chupchaap Hypocrisy ki hudd hai	['Hin', 'Hin', 'Hin', 'Hin', 'Hin', 'Hin', 'Hin', 'Hin', 'Hin', 'Eng', 'Eng', 'Hin', 'Hin']	positive
551	19833	To is my media ki ghlti howe na us bachay ki to nhi ... to usko bura kehnay ka aur nafrat krny ka kia maqsad bnata hy ?	['Hin', 'Hin', 'Eng', 'Eng', 'Hin', 'Hin', 'Hin', 'Hin', 'Hin', 'Hin', 'Hin', 'Hin', 'Hin', 'O', 'Hin', 'Hin', 'Hin', 'Hin', 'Hin', 'Hin', 'Hin', 'Hin', 'Eng', 'Hin', 'Hin', 'Hin', 'Eng', 'O']	positive
552	20592	Atleast tv ki pe oath to family dekhti Kya dushmani hai puri modi family ko modi se	['Eng', 'Hin', 'Hin', 'Hin', 'Eng', 'Eng', 'Eng', 'Hin', 'Hin', 'Hin', 'Hin', 'Hin', 'Eng', 'Eng', 'Hin', 'Hin', 'Hin']	neutral
553	25503	Rahul Gandhi pe dabaav hae ki istifa vapas lehar ki jimmedari samyukat hae kewal Rahul ki nahi . Mera swaal fir raj …	['Eng', 'Eng', 'Hin', 'Hin', 'Hin', 'Hin', 'Hin', 'Hin', 'Hin', 'Hin', 'Hin', 'Hin', 'Hin', 'Hin', 'Hin', 'Hin', 'Hin', 'O', 'Hin', 'Hin', 'Hin', 'Hin', 'O']	neutral
554	15671	Yogi ki to aisi ki taisi	['Hin', 'Hin', 'Hin', 'Hin', 'Hin', 'Hin']	negative
555	37594	“ You love Africa love Pablo !” - Kath to Boop HAHAHAHHAHAA ANG HILIG MANG-ASAR NI KATRENG 🤣	['O', 'Eng', 'Eng', 'Eng', 'Eng', 'Eng', 'O', 'O', 'Eng', 'Eng', 'Hin', 'Hin', 'Hin', 'Hin', 'Hin', 'Hin', 'Hin', 'O']	neutral
556	2241	_ ratia Waise gulami ka asli wajah sangh wale nahi batate honge . Woh hai aapsi dushman …	['O', 'Eng', 'Hin', 'Hin', 'Hin', 'Hin', 'Hin', 'Hin', 'Hin', 'Hin', 'Hin', 'Hin', 'O', 'Hin', 'Hin', 'Hin', 'Hin', 'O']	negative
557	9513	_ n This is mother who gave birth to son who became CM and PM I will say that the son is …	['O', 'Hin', 'Eng', 'Eng', 'Eng', 'Eng', 'Eng', 'Eng', 'Eng', 'Eng', 'Eng', 'Eng', 'Eng', 'Eng', 'Eng', 'Eng', 'Eng', 'Eng', 'Eng', 'Eng', 'Eng', 'Eng', 'O']	positive
558	34772	Sarkar ki nahi par .. aisi journalist ko kuch aata hin nahi . bass chillane se bade anchor banjaoge to …	['Hin', 'Hin', 'Hin', 'Hin', 'O', 'Eng', 'Eng', 'Hin', 'Hin', 'Hin', 'Hin', 'Hin', 'O', 'Hin', 'Hin', 'Hin', 'Hin', 'Hin', 'Hin', 'Hin', 'O']	negative
559	2906	_ PATRAg Nafrat bahot ho chuki Abh 4 saal tho araam karo sambit Dont worry 5 years no one can get u off St …	['O', 'Hin', 'Hin', 'Hin', 'Hin', 'Hin', 'Hin', 'O', 'Hin', 'Hin', 'Hin', 'Hin', 'Eng', 'Hin', 'Eng', 'O', 'Eng', 'Eng', 'Eng', 'Eng', 'Hin', 'Eng', 'Eng', 'Eng', 'O']	neutral
560	24546	Jai Shri Ram 🙏🏻 Good Decision app aye ya Na aye koi farq nahi padhta hai kyuin Ki already Modi Jee a …	['Eng', 'Hin', 'Eng', 'O', 'Eng', 'Eng', 'Eng', 'Hin', 'Hin', 'Hin', 'Hin', 'Hin', 'Hin', 'Hin', 'Hin', 'Hin', 'Hin', 'Hin', 'Eng', 'Hin', 'Hin', 'Eng', 'O']	neutral
561	13421	Hindu jagruti ke bina kuch bhi sambhav nahi he inka muqabla tabhi ho sakta he	['Hin', 'Hin', 'Hin', 'Hin', 'Hin', 'Hin', 'Hin', 'Hin', 'Hin', 'Hin', 'Hin', 'Hin', 'Hin', 'Hin', 'Hin']	neutral
562	38702	Pakistan team ki # WC2019 ka squad FOR SALE jitny marzi paisy lagao or lejao 💀	['Eng', 'Eng', 'Eng', 'O', 'Eng', 'Eng', 'Eng', 'Hin', 'Hin', 'Hin', 'Hin', 'Hin', 'Hin', 'Hin', 'Hin', 'O']	negative
563	185	Bilal - yeh sab mujhpr rely kar rahe hai D fahad Abb toh saari industry tumpr rely karegi beta our boy making us …	['Eng', 'O', 'Hin', 'Hin', 'Hin', 'Hin', 'Hin', 'Hin', 'Hin', 'Hin', 'Hin', 'Hin', 'Hin', 'Hin', 'Eng', 'Hin', 'Hin', 'Hin', 'Hin', 'Hin', 'Eng', 'Eng', 'Eng', 'O']	negative
564	16908	Rss ki vichar dhara ab bharat se kabhi khatam nahi hoga chahe koi kitna dum laga le	['Eng', 'Hin', 'Hin', 'Hin', 'Hin', 'Hin', 'Hin', 'Hin', 'Hin', 'Hin', 'Hin', 'Hin', 'Hin', 'Hin', 'Hin', 'Hin', 'Eng']	positive
565	27891	Yahi farak hai Aap main aur main They thank all indian and you are thinking 12 Cr	['Hin', 'Hin', 'Hin', 'Hin', 'Hin', 'Hin', 'Eng', 'Hin', 'Eng', 'Eng', 'Eng', 'Eng', 'Eng', 'Eng', 'Eng', 'O', 'Eng']	positive
566	13432	…	['O']	neutral
567	13133	_ Krishna Kisi Badi Sajish ka hissa lag raha mujhe to ye Baad me Krishna ko Fake News felane wala saabit karenge	['O', 'Eng', 'Hin', 'Hin', 'Hin', 'Hin', 'Hin', 'Hin', 'Hin', 'Hin', 'Hin', 'Hin', 'Hin', 'Hin', 'Hin', 'Hin', 'Hin', 'Eng', 'Hin', 'Hin', 'Hin', 'Hin']	negative
568	15552	aur ko apni health pe dhyaan dena chahiye They served india well in last 5 years as ministers Get well soon	['Hin', 'Hin', 'Hin', 'Hin', 'Hin', 'Hin', 'Hin', 'Hin', 'Eng', 'Eng', 'Eng', 'Eng', 'Eng', 'Eng', 'O', 'Eng', 'Eng', 'Eng', 'Eng', 'Eng', 'Eng']	positive
569	26351	Sirf 1 Tareeka Hai Khush Rehne Ka - By Sandeep Maheshwari	['Hin', 'O', 'Hin', 'Hin', 'Hin', 'Hin', 'Hin', 'O', 'Hin', 'Hin', 'Eng']	positive
570	4349	Prayer for Generosity	['Eng', 'Eng', 'Eng']	positive
571	4917	Kuch bhi bolo ! BSPs roots in corruption	['Hin', 'Hin', 'Hin', 'O', 'Eng', 'Eng', 'Eng', 'Eng']	negative
572	20252	Mc tumara job hai negativity felana .... bc Kute jaise haal tum logoka ... na ghar ka Na ghat ka	['Eng', 'Hin', 'Hin', 'Eng', 'Eng', 'Eng', 'O', 'Hin', 'Hin', 'Hin', 'Hin', 'Hin', 'Hin', 'O', 'Hin', 'Hin', 'Hin', 'Hin', 'Hin', 'Hin']	negative
573	31603	love my Indiya	['Hin', 'Hin', 'Hin']	positive
574	43953	kya batting chal rahi haai pakistan ki akela babar azam kya kareh or SA team ki batting daikho aesy khaila kro yar …	['Hin', 'Hin', 'Hin', 'Hin', 'Hin', 'Hin', 'Hin', 'Hin', 'Hin', 'Hin', 'Hin', 'Hin', 'Hin', 'Hin', 'Eng', 'Hin', 'Hin', 'Hin', 'Hin', 'Hin', 'Hin', 'Eng', 'O']	neutral
575	27209	_ MuhammadPTI Bas lanat beshmar tuj py jab pml the har wakt wao wao karta tha ur ab bas ap matlb ur nambr banany …	['O', 'Hin', 'Hin', 'Hin', 'Hin', 'Hin', 'Hin', 'Eng', 'Eng', 'Eng', 'Hin', 'Hin', 'Hin', 'Hin', 'Hin', 'Hin', 'Hin', 'Hin', 'Hin', 'Hin', 'Hin', 'Hin', 'Hin', 'Hin', 'O']	neutral
576	8165	Is it your love ?? Bade aaye the pyar se dil jeetne wale	['Hin', 'Eng', 'Hin', 'Hin', 'O', 'Hin', 'Hin', 'Hin', 'Hin', 'Hin', 'Hin', 'Hin', 'Hin']	negative
577	21770	bahi ma aapka bhout bada fan ho you are my idol bhai you are motivation for me	['Eng', 'Hin', 'Hin', 'Hin', 'Hin', 'Hin', 'Hin', 'Hin', 'Eng', 'Eng', 'Eng', 'Hin', 'Hin', 'Eng', 'Eng', 'Eng', 'Eng']	neutral
578	33594	Plz gadhe Ko Jalil mat karo ... Atleast gadha is not corrupt n also real hardworking animal !	['Hin', 'Hin', 'Hin', 'Hin', 'Hin', 'Hin', 'O', 'Eng', 'Eng', 'Eng', 'Eng', 'Eng', 'Eng', 'Eng', 'Eng', 'Eng', 'Eng', 'O']	positive
579	12874	_ saradhi మనకి media మద్ధతు రాబోయే 5 ఇయర్స్ అస్సలు ఉండదు. ప్రతిపక్షంలో ఉండి కూడా విష ప్రచారాన్…	['O', 'Hin', 'O', 'Eng', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']	neutral
580	24790	He Tum baal katwaane bahar mat jaya karo Me hi kaat diya krunga She Kyu ? He Me nhi chahta mere alawa tumhara koi …	['Hin', 'Hin', 'Hin', 'Hin', 'Hin', 'Hin', 'Hin', 'Hin', 'Hin', 'Hin', 'Hin', 'Hin', 'Hin', 'Hin', 'Hin', 'O', 'Hin', 'Hin', 'Hin', 'Hin', 'Hin', 'Hin', 'Hin', 'Hin', 'O']	neutral
581	2219	Aplogo ne to BETETCTET 201117 WALO KA MAJAK BANAKAR …	['Hin', 'Hin', 'Eng', 'Eng', 'O', 'Hin', 'Hin', 'Hin', 'Hin', 'O']	negative
582	7406	Mera apki tweet se agree he nai hy . Love apko kamzor nai krta . Love apko takatwar bnata hy . U have lov …	['Hin', 'Hin', 'Hin', 'Hin', 'Eng', 'Eng', 'Hin', 'Eng', 'O', 'Hin', 'Hin', 'Hin', 'Hin', 'Hin', 'O', 'Hin', 'Hin', 'Hin', 'Hin', 'Eng', 'O', 'Hin', 'Hin', 'Eng', 'O']	positive
583	44728	तेलों के देवता ne prediction Kiya hai ki Bangladesh world cup jeetegi — Thank God unke prediction mein India nahi …	['O', 'O', 'O', 'Eng', 'Eng', 'Hin', 'Hin', 'Hin', 'Eng', 'Eng', 'Hin', 'Hin', 'O', 'Hin', 'Eng', 'Eng', 'Eng', 'Hin', 'Hin', 'Eng', 'O']	neutral
584	6973	_ return yeh wala tweet like karke aaj ka din bana diya 😬 mein toh iska dusre account me bhi …	['O', 'Eng', 'Hin', 'Hin', 'Hin', 'Hin', 'Hin', 'Hin', 'Hin', 'Hin', 'Hin', 'Hin', 'EMT', 'Hin', 'Hin', 'Hin', 'Hin', 'Eng', 'Hin', 'Hin', 'O']	neutral
585	16140	# NGK # NGKBlockBuster Yesterday - Hit Today - OMG NGK Fire Tomorrow - Blockbuster	['O', 'Eng', 'O', 'Eng', 'Eng', 'O', 'Hin', 'Eng', 'O', 'Eng', 'Eng', 'Eng', 'Eng', 'O', 'Eng']	neutral
586	32391	When I met my gym trainer after gaining weight during a gap of 2 months	['Hin', 'Eng', 'Eng', 'Eng', 'Eng', 'Eng', 'Eng', 'Eng', 'Eng', 'Eng', 'Eng', 'Eng', 'Eng', 'O', 'Eng']	neutral
587	25645	tujhe sirf muslim he dikhta hai .... up mai jo bjp worker mara gya uspr bol .... Bjp workers ko jo tmc …	['Hin', 'Hin', 'Hin', 'Hin', 'Hin', 'Hin', 'O', 'Hin', 'Hin', 'Hin', 'Eng', 'Eng', 'Eng', 'Hin', 'Hin', 'Hin', 'O', 'Eng', 'Eng', 'Eng', 'Hin', 'Eng', 'O']	positive
588	36455	Salary chahiye 2019 ka or Gas chahiye 2014 ka wow kya joke mara he dhanya he prabhu	['Eng', 'Hin', 'O', 'Hin', 'Eng', 'Hin', 'Hin', 'O', 'Hin', 'Hin', 'Hin', 'Hin', 'Hin', 'Hin', 'Hin', 'Hin', 'Hin']	negative
589	22367	Delhi ke maalik kafi dino se dikh nahi rahe Koi nayi baate to khojane nahi Nikal liye Modi govt . 2…	['Hin', 'Hin', 'Hin', 'Hin', 'Hin', 'Hin', 'Hin', 'Hin', 'Hin', 'Hin', 'Hin', 'Hin', 'Hin', 'Hin', 'Hin', 'Hin', 'Hin', 'Eng', 'Eng', 'O', 'O']	neutral
590	4192	Sir Ji From Bollywood very few actors were called for Modi Ji swearing ceremony . One was Shahid Kapoor an …	['Hin', 'Hin', 'Eng', 'Eng', 'Eng', 'Eng', 'Eng', 'Eng', 'Eng', 'Eng', 'Eng', 'Hin', 'Eng', 'Eng', 'O', 'Eng', 'Eng', 'Eng', 'Eng', 'Eng', 'O']	neutral
591	11370	📷 Happy Birthday Rahne Sinclair / Wolfsbane !	['O', 'Hin', 'Hin', 'Eng', 'Eng', 'O', 'Eng', 'O']	positive
592	19796	Its feel awesome to see u as a PM once again ... desh apk sath hai . desh ki ummide aapk sath hai Jai Hind	['Hin', 'Eng', 'Eng', 'Eng', 'Hin', 'Hin', 'Eng', 'Eng', 'Eng', 'Eng', 'Eng', 'O', 'Eng', 'Hin', 'Hin', 'Hin', 'O', 'Hin', 'Hin', 'Hin', 'Hin', 'Hin', 'Hin', 'Hin', 'Hin']	positive
593	1093	Haha Overrated kisko bolte hain chuuuu pehle yeh pata kar BC ata pata kuchh nahi chale aate hain …	['Hin', 'Hin', 'Hin', 'Hin', 'Hin', 'Hin', 'Hin', 'Hin', 'Hin', 'Eng', 'Eng', 'Eng', 'Hin', 'Hin', 'Hin', 'Hin', 'Hin', 'Hin', 'O']	negative
594	29751	Bosidkie sharam karo kitna vote aayare tuje saale deposit be nahi mila sabse bade gaddara chutiye B …	['Hin', 'Hin', 'Hin', 'Hin', 'Hin', 'Hin', 'Hin', 'Hin', 'Eng', 'Eng', 'Hin', 'Hin', 'Hin', 'Hin', 'Hin', 'Hin', 'Eng', 'O']	negative
595	9919	Tere haat me tu khud ka pakad ke rakh .. Teri aukat Sirf chutya pan karna hai .. Apni chaddi m …	['Hin', 'Hin', 'Hin', 'Hin', 'Hin', 'Hin', 'Hin', 'Hin', 'Hin', 'O', 'Hin', 'Hin', 'Hin', 'Hin', 'Hin', 'Hin', 'Hin', 'O', 'Hin', 'Hin', 'Eng', 'O']	negative
596	4999	_ YouKiss _ nia happy bday jit . Hope you enjoy it and be lit af 💯	['O', 'Hin', 'O', 'Eng', 'Eng', 'Hin', 'Hin', 'O', 'Eng', 'Eng', 'Eng', 'Eng', 'Eng', 'Eng', 'Eng', 'Eng', 'O']	neutral
597	23120	_ Mshra Ye Hindu Muslim ka agenda tere aatanki sangathan RSS ne chalaya hai Gandu …	['O', 'Hin', 'Hin', 'Hin', 'Hin', 'Hin', 'Hin', 'Hin', 'Hin', 'Eng', 'Eng', 'Hin', 'Hin', 'Hin', 'Eng', 'O']	negative
598	42094	What nonsense is this naa ? You give am money keep for you ? Mannerless prick	['Eng', 'Eng', 'Eng', 'Hin', 'Hin', 'O', 'Hin', 'Eng', 'Eng', 'Eng', 'Eng', 'Eng', 'Hin', 'O', 'Eng', 'Eng']	negative
